Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	F	2000	Not Hispanic or Latino	17.7221603467974	1712	12088556	14.1621546858037
Black or African American	F	2001	Not Hispanic or Latino	17.7460102104876	1766	12335052	14.3169238362351
Black or African American	F	2002	Not Hispanic or Latino	17.3882200209906	1760	12526219	14.0505287349678
Black or African American	F	2003	Not Hispanic or Latino	17.7066782848002	1834	12705685	14.4344834615371
Black or African American	F	2004	Not Hispanic or Latino	16.6597138274227	1759	12891647	13.6444939890147
Black or African American	F	2005	Not Hispanic or Latino	17.8703233084372	1919	13080937	14.6702029067184
Black or African American	F	2006	Not Hispanic or Latino	16.7639422263068	1855	13279693	13.9686964148945
Black or African American	F	2007	Not Hispanic or Latino	16.0972980338294	1811	13477307	13.4374025908885
Black or African American	F	2008	Not Hispanic or Latino	15.5717125247356	1787	13681660	13.0612805756027
Black or African American	F	2009	Not Hispanic or Latino	14.7292416977301	1733	13896876	12.4704286056809
Black or African American	F	2010	Not Hispanic or Latino	14.6656354028184	1746	14072907	12.4068182927664
Black or African American	F	2011	Not Hispanic or Latino	14.6259074931349	1797	14366479	12.5082840409261
Black or African American	F	2012	Not Hispanic or Latino	14.4998048220411	1840	14609655	12.5944110247641
Black or African American	F	2013	Not Hispanic or Latino	16.1445860599231	2102	14840618	14.1638306437104
Black or African American	F	2014	Not Hispanic or Latino	16.6570323909209	2250	15103320	14.8973867997235
Black or African American	F	2015	Not Hispanic or Latino	17.3653502969393	2408	15328437	15.709364235897
Black or African American	F	2016	Not Hispanic or Latino	19.2280170421589	2756	15503005	17.7771986785788
Black or African American	F	2017	Not Hispanic or Latino	19.1793453365379	2857	15736275	18.1555037643915
Black or African American	F	2018	Not Hispanic or Latino	19.3761427116703	2979	15895642	18.7409857368454
Black or African American	F	2019	Not Hispanic or Latino	19.9285523036958	3161	16069891	19.67032632642
Black or African American	F	2020	Not Hispanic or Latino	20.6006913275064	3403	16246943	20.945478789456
Black or African American	F	2021	Not Hispanic or Latino	20.5234655261956	3395	16354341	20.759014380341
Black or African American	F	2022	Not Hispanic or Latino	20.1038844646295	3420	16490786	20.7388538059981
Black or African American	F	2023	Not Hispanic or Latino	19.1195536696409	3363	16662621	20.1828991969511
Black or African American	M	2000	Not Hispanic or Latino	22.434752607605	1426	10305707	13.8369934250993
Black or African American	M	2001	Not Hispanic or Latino	23.6060876952892	1556	10534967	14.7698611680511
Black or African American	M	2002	Not Hispanic or Latino	23.3526892053155	1601	10712463	14.9452091456465
Black or African American	M	2003	Not Hispanic or Latino	22.7138850512031	1620	10870424	14.9028225577954
Black or African American	M	2004	Not Hispanic or Latino	22.6308962428928	1646	11064474	14.8764414828938
Black or African American	M	2005	Not Hispanic or Latino	23.9878504943734	1795	11251257	15.9537729873204
Black or African American	M	2006	Not Hispanic or Latino	22.9958294856985	1785	11449862	15.5897075440735
Black or African American	M	2007	Not Hispanic or Latino	22.6164705075605	1803	11638754	15.4913489880446
Black or African American	M	2008	Not Hispanic or Latino	22.9764388664582	1877	11837625	15.8562211592275
Black or African American	M	2009	Not Hispanic or Latino	21.3723014731764	1829	12046014	15.1834457439614
Black or African American	M	2010	Not Hispanic or Latino	21.9312656479985	1882	12219977	15.4010109838996
Black or African American	M	2011	Not Hispanic or Latino	20.7491299334921	1842	12521774	14.7103757023566
Black or African American	M	2012	Not Hispanic or Latino	22.0719529757162	2047	12786047	16.0096392575438
Black or African American	M	2013	Not Hispanic or Latino	23.8409772482712	2299	13032785	17.6401283378802
Black or African American	M	2014	Not Hispanic or Latino	24.5842261098284	2444	13303517	18.3710818725605
Black or African American	M	2015	Not Hispanic or Latino	27.3345355716956	2828	13535982	20.89246277071
