Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2020	2	1610597	0.124177556520967
Black or African American	Not Hispanic or Latino	20-24 years	F	2021	9	1607120	0.560007964557718
Black or African American	Not Hispanic or Latino	20-24 years	F	2022	1	1686424	0.0592970688272937
Black or African American	Not Hispanic or Latino	20-24 years	F	2023	2	1603843	0.124700485022536
Black or African American	Not Hispanic or Latino	20-24 years	M	2020	10	1652385	0.605185837441032
Black or African American	Not Hispanic or Latino	20-24 years	M	2021	1	1642560	0.0608805766608221
Black or African American	Not Hispanic or Latino	20-24 years	M	2022	3	1718441	0.174576840287214
Black or African American	Not Hispanic or Latino	20-24 years	M	2023	3	1626325	0.184464974712926
Black or African American	Not Hispanic or Latino	25-29 years	F	2020	12	1789798	0.670466723060368
Black or African American	Not Hispanic or Latino	25-29 years	F	2021	7	1717789	0.40750057195616
Black or African American	Not Hispanic or Latino	25-29 years	F	2022	16	1673395	0.956140062567415
Black or African American	Not Hispanic or Latino	25-29 years	F	2023	7	1650922	0.424005495111217
Black or African American	Not Hispanic or Latino	25-29 years	M	2020	24	1830579	1.3110605988597
Black or African American	Not Hispanic or Latino	25-29 years	M	2021	19	1736416	1.09420783959604
Black or African American	Not Hispanic or Latino	25-29 years	M	2022	17	1704656	0.997268657136689
Black or African American	Not Hispanic or Latino	25-29 years	M	2023	21	1654189	1.26950427067282
Black or African American	Not Hispanic or Latino	30-34 years	F	2020	24	1669692	1.43739084813247
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	14	1727635	0.810356354206762
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	27	1766776	1.52820731094378
Black or African American	Not Hispanic or Latino	30-34 years	F	2023	19	1813191	1.04787636823699
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	34	1617245	2.10234070904532
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	46	1678798	2.74005568269679
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	44	1739488	2.52947993892456
Black or African American	Not Hispanic or Latino	30-34 years	M	2023	42	1780286	2.35917150390443
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	29	1502992	1.92948465460894
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	37	1528319	2.42096054554056
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	44	1533513	2.86922901859978
Black or African American	Not Hispanic or Latino	35-39 years	F	2023	28	1574482	1.77836266149756
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	70	1383849	5.05835535524468
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	67	1434313	4.67122587608144
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	73	1453787	5.02136832974844
Black or African American	Not Hispanic or Latino	35-39 years	M	2023	58	1486365	3.90213709284059
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	74	1414368	5.23201882395529
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	50	1459174	3.42659614274925
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	66	1472391	4.4825049867868
Black or African American	Not Hispanic or Latino	40-44 years	F	2023	69	1504847	4.58518374293201
