Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	35	11969123	0.292419085341507
Black or African American	Not Hispanic or Latino	20-24 years	M	41	12294588	0.33348006456174
Black or African American	Not Hispanic or Latino	25-29 years	F	67	11831236	0.566297553357908
Black or African American	Not Hispanic or Latino	25-29 years	M	94	11677662	0.804955649512719
Black or African American	Not Hispanic or Latino	30-34 years	F	112	10613254	1.05528427002689
Black or African American	Not Hispanic or Latino	30-34 years	M	164	9919714	1.65327347139242
Black or African American	Not Hispanic or Latino	35-39 years	F	160	10047903	1.59237206012041
Black or African American	Not Hispanic or Latino	35-39 years	M	291	9077463	3.20574151610422
Black or African American	Not Hispanic or Latino	40-44 years	F	284	9642630	2.94525456229265
Black or African American	Not Hispanic or Latino	40-44 years	M	523	8557976	6.11125808251858
Black or African American	Not Hispanic or Latino	45-49 years	F	481	9848302	4.88409067877894
Black or African American	Not Hispanic or Latino	45-49 years	M	759	8719974	8.7041543931209
Black or African American	Not Hispanic or Latino	50-54 years	F	873	10074416	8.66551470576558
Black or African American	Not Hispanic or Latino	50-54 years	M	1316	8859436	14.8542187109879
Black or African American	Not Hispanic or Latino	55-59 years	F	1501	9780084	15.3475164425991
Black or African American	Not Hispanic or Latino	55-59 years	M	2151	8407986	25.5828209038407
Black or African American	Not Hispanic or Latino	60-64 years	F	2057	8347902	24.6409217549511
Black or African American	Not Hispanic or Latino	60-64 years	M	2902	6828337	42.4993669761759
Black or African American	Not Hispanic or Latino	65-69 years	F	2341	6463659	36.2178759739646
Black or African American	Not Hispanic or Latino	65-69 years	M	3104	4991564	62.1849183943149
Black or African American	Not Hispanic or Latino	70-74 years	F	2802	4495475	62.3293422830735
Black or African American	Not Hispanic or Latino	70-74 years	M	3046	3253993	93.6080686098587
Black or African American	Not Hispanic or Latino	75-79 years	F	3437	3167907	108.494346582775
Black or African American	Not Hispanic or Latino	75-79 years	M	3221	2083749	154.577158765283
Black or African American	Not Hispanic or Latino	80-84 years	F	4367	2195297	198.925247927729
Black or African American	Not Hispanic or Latino	80-84 years	M	3255	1252239	259.934405492881
White	Not Hispanic or Latino	20-24 years	F	35	42508943	0.0823356158255923
White	Not Hispanic or Latino	20-24 years	M	41	44740216	0.0916401476470297
White	Not Hispanic or Latino	25-29 years	F	52	44357865	0.117228365251574
White	Not Hispanic or Latino	25-29 years	M	81	45869026	0.17658975361718
White	Not Hispanic or Latino	30-34 years	F	92	43518467	0.2114045055861
White	Not Hispanic or Latino	30-34 years	M	171	44373752	0.385362950601969
White	Not Hispanic or Latino	35-39 years	F	147	41580520	0.353530932273093
White	Not Hispanic or Latino	35-39 years	M	281	42151917	0.666636347760886
White	Not Hispanic or Latino	40-44 years	F	269	41288694	0.651510071982417
White	Not Hispanic or Latino	40-44 years	M	568	41648573	1.36379222404571
White	Not Hispanic or Latino	45-49 years	F	626	45787793	1.36717661844938
White	Not Hispanic or Latino	45-49 years	M	1098	45806176	2.39705667637482
White	Not Hispanic or Latino	50-54 years	F	1380	51228757	2.69379950015184
White	Not Hispanic or Latino	50-54 years	M	2407	50377945	4.77788444923666
White	Not Hispanic or Latino	55-59 years	F	2521	54601071	4.61712555052263
White	Not Hispanic or Latino	55-59 years	M	4567	52712508	8.66397781718146
White	Not Hispanic or Latino	60-64 years	F	4476	51261435	8.73171030034567
White	Not Hispanic or Latino	60-64 years	M	7618	48293904	15.7742476151856
White	Not Hispanic or Latino	65-69 years	F	7237	45039876	16.0679838461367
White	Not Hispanic or Latino	65-69 years	M	11670	41449826	28.1545210829112
White	Not Hispanic or Latino	70-74 years	F	12385	35087001	35.2979726024461
White	Not Hispanic or Latino	70-74 years	M	16958	31094416	54.537123321435
White	Not Hispanic or Latino	75-79 years	F	18879	25568699	73.836373137327
White	Not Hispanic or Latino	75-79 years	M	22746	21164051	107.474698487544
White	Not Hispanic or Latino	80-84 years	F	32756	18944368	172.906269557264
White	Not Hispanic or Latino	80-84 years	M	32655	14025993	232.81774060489
