Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2006	1	1487479	0.0672278398552181
Black or African American	Not Hispanic or Latino	20-24 years	F	2007	8	1498025	0.534036481367133
Black or African American	Not Hispanic or Latino	20-24 years	F	2008	6	1519892	0.394764891189637
Black or African American	Not Hispanic or Latino	20-24 years	F	2009	2	1554094	0.128692344221135
Black or African American	Not Hispanic or Latino	20-24 years	F	2010	9	1587829	0.566811665487908
Black or African American	Not Hispanic or Latino	20-24 years	F	2011	9	1671217	0.538529706196143
Black or African American	Not Hispanic or Latino	20-24 years	F	2012	3	1731526	0.173257577420148
Black or African American	Not Hispanic or Latino	20-24 years	M	2006	4	1480574	0.27016548987082
Black or African American	Not Hispanic or Latino	20-24 years	M	2007	4	1486497	0.269089005897758
Black or African American	Not Hispanic or Latino	20-24 years	M	2008	9	1497956	0.600818715636507
Black or African American	Not Hispanic or Latino	20-24 years	M	2009	8	1522604	0.525415669471511
Black or African American	Not Hispanic or Latino	20-24 years	M	2010	4	1550237	0.25802506326452
Black or African American	Not Hispanic or Latino	20-24 years	M	2011	1	1654175	0.0604530959541765
Black or African American	Not Hispanic or Latino	20-24 years	M	2012	2	1737366	0.115116791741061
Black or African American	Not Hispanic or Latino	25-29 years	F	2006	8	1406128	0.568938247442623
Black or African American	Not Hispanic or Latino	25-29 years	F	2007	4	1434645	0.278814619644581
Black or African American	Not Hispanic or Latino	25-29 years	F	2008	13	1454865	0.893553697422098
Black or African American	Not Hispanic or Latino	25-29 years	F	2009	5	1459525	0.342577208338329
Black or African American	Not Hispanic or Latino	25-29 years	F	2010	3	1454543	0.206250348047462
Black or African American	Not Hispanic or Latino	25-29 years	F	2011	9	1465672	0.614052803082818
Black or African American	Not Hispanic or Latino	25-29 years	F	2012	10	1482708	0.67444162977471
Black or African American	Not Hispanic or Latino	25-29 years	M	2006	2	1261035	0.15859988025709
Black or African American	Not Hispanic or Latino	25-29 years	M	2007	2	1295064	0.154432522253726
Black or African American	Not Hispanic or Latino	25-29 years	M	2008	14	1326472	1.05543124920843
Black or African American	Not Hispanic or Latino	25-29 years	M	2009	9	1341280	0.671000835023261
Black or African American	Not Hispanic or Latino	25-29 years	M	2010	9	1342341	0.670470469128187
Black or African American	Not Hispanic or Latino	25-29 years	M	2011	1	1368360	0.0730801835774211
Black or African American	Not Hispanic or Latino	25-29 years	M	2012	10	1400570	0.713995016314786
Black or African American	Not Hispanic or Latino	30-34 years	F	2006	11	1320401	0.833080253650217
Black or African American	Not Hispanic or Latino	30-34 years	F	2007	11	1313374	0.837537517873812
Black or African American	Not Hispanic or Latino	30-34 years	F	2008	8	1320241	0.605949974284998
Black or African American	Not Hispanic or Latino	30-34 years	F	2009	12	1353009	0.886912060451926
