Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	14	6507984	0.215120381365412
Black or African American	Not Hispanic or Latino	20-24 years	M	17	6639711	0.25603524008801
Black or African American	Not Hispanic or Latino	25-29 years	F	42	6831904	0.614762736712928
Black or African American	Not Hispanic or Latino	25-29 years	M	81	6925840	1.16953322629457
Black or African American	Not Hispanic or Latino	30-34 years	F	84	6977294	1.20390512425017
Black or African American	Not Hispanic or Latino	30-34 years	M	166	6815817	2.43551139944045
Black or African American	Not Hispanic or Latino	35-39 years	F	138	6139306	2.24781107180518
Black or African American	Not Hispanic or Latino	35-39 years	M	268	5758314	4.65414008336468
Black or African American	Not Hispanic or Latino	40-44 years	F	259	5850780	4.42676019265807
Black or African American	Not Hispanic or Latino	40-44 years	M	432	5325992	8.11116501864817
Black or African American	Not Hispanic or Latino	45-49 years	F	340	5411066	6.28341993980484
Black or African American	Not Hispanic or Latino	45-49 years	M	651	4820100	13.5059438600859
Black or African American	Not Hispanic or Latino	50-54 years	F	607	5522007	10.9923801255594
Black or African American	Not Hispanic or Latino	50-54 years	M	1056	4916431	21.4789956372824
Black or African American	Not Hispanic or Latino	55-59 years	F	973	5594929	17.3907479433609
Black or African American	Not Hispanic or Latino	55-59 years	M	1484	4882017	30.3972722749634
Black or African American	Not Hispanic or Latino	60-64 years	F	1545	5373090	28.7544038904988
Black or African American	Not Hispanic or Latino	60-64 years	M	2305	4546046	50.7034024732702
Black or African American	Not Hispanic or Latino	65-69 years	F	1992	4491513	44.3503113538801
Black or African American	Not Hispanic or Latino	65-69 years	M	2666	3539029	75.3313973974217
Black or African American	Not Hispanic or Latino	70-74 years	F	2302	3428226	67.1484318711777
Black or African American	Not Hispanic or Latino	70-74 years	M	2728	2498506	109.185249104865
Black or African American	Not Hispanic or Latino	75-79 years	F	2451	2204866	111.163218082187
Black or African American	Not Hispanic or Latino	75-79 years	M	2546	1480750	171.939895323316
Black or African American	Not Hispanic or Latino	80-84 years	F	2834	1421726	199.335174288154
Black or African American	Not Hispanic or Latino	80-84 years	M	2197	840523	261.384875845158
White	Not Hispanic or Latino	20-24 years	F	22	23160565	0.094989047115215
White	Not Hispanic or Latino	20-24 years	M	34	24344469	0.139662113804988
White	Not Hispanic or Latino	25-29 years	F	20	23914353	0.0836317838078245
White	Not Hispanic or Latino	25-29 years	M	73	25031387	0.291633859522047
White	Not Hispanic or Latino	30-34 years	F	98	25402788	0.385784426496808
White	Not Hispanic or Latino	30-34 years	M	133	26072070	0.510124435842647
White	Not Hispanic or Latino	35-39 years	F	156	24944474	0.625389014015689
White	Not Hispanic or Latino	35-39 years	M	304	25542073	1.19019313741684
White	Not Hispanic or Latino	40-44 years	F	274	23961515	1.14350031707094
White	Not Hispanic or Latino	40-44 years	M	503	24537003	2.04996510780066
White	Not Hispanic or Latino	45-49 years	F	454	22817839	1.98967132689472
White	Not Hispanic or Latino	45-49 years	M	923	23256687	3.96875100911837
White	Not Hispanic or Latino	50-54 years	F	938	25631386	3.65957580288479
White	Not Hispanic or Latino	50-54 years	M	1737	26018553	6.67600538738645
White	Not Hispanic or Latino	55-59 years	F	1682	28282803	5.94707674483325
White	Not Hispanic or Latino	55-59 years	M	3355	27934894	12.0100688407839
White	Not Hispanic or Latino	60-64 years	F	3299	30180500	10.9308990904723
White	Not Hispanic or Latino	60-64 years	M	5773	29101987	19.8371334575883
White	Not Hispanic or Latino	65-69 years	F	5417	27999819	19.3465536330788
White	Not Hispanic or Latino	65-69 years	M	8492	26051775	32.5966272931499
White	Not Hispanic or Latino	70-74 years	F	8980	24135087	37.2072410594584
White	Not Hispanic or Latino	70-74 years	M	12575	21646222	58.0932783559182
White	Not Hispanic or Latino	75-79 years	F	14039	17597508	79.7783413424219
White	Not Hispanic or Latino	75-79 years	M	16716	14977342	111.608588493205
White	Not Hispanic or Latino	80-84 years	F	20347	11538481	176.340369239244
White	Not Hispanic or Latino	80-84 years	M	21255	8861350	239.861872062383
