Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	8	1770138	0.45194216496115
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	5	1785941	0.279964455712703
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	4	1762150	0.226995431716937
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	7	1714649	0.408246819028268
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	9	1677678	0.53645574418929
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	4	1643358	0.243404054381334
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	5	1615209	0.30955746284227
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	3	1794159	0.167209260717696
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	2	1826372	0.109506716046895
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	8	1815640	0.440615981141636
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	4	1773358	0.225560772274972
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	8	1733291	0.461549734003119
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	1	1691428	0.0591216415951492
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	11	1660340	0.662514906585398
Black or African American	Not Hispanic or Latino	25-29 years	F	2013	10	1510526	0.662021044324957
Black or African American	Not Hispanic or Latino	25-29 years	F	2014	13	1571068	0.82746259232573
Black or African American	Not Hispanic or Latino	25-29 years	F	2015	5	1639497	0.304971585797351
Black or African American	Not Hispanic or Latino	25-29 years	F	2016	10	1707945	0.585498947565642
Black or African American	Not Hispanic or Latino	25-29 years	F	2017	8	1773228	0.451154617454721
Black or African American	Not Hispanic or Latino	25-29 years	F	2018	14	1811064	0.773026243136631
Black or African American	Not Hispanic or Latino	25-29 years	F	2019	10	1817908	0.550082842476077
Black or African American	Not Hispanic or Latino	25-29 years	M	2013	16	1442576	1.10912700613347
Black or African American	Not Hispanic or Latino	25-29 years	M	2014	12	1517010	0.79102972294184
Black or African American	Not Hispanic or Latino	25-29 years	M	2015	11	1599040	0.687912747648589
Black or African American	Not Hispanic or Latino	25-29 years	M	2016	13	1683093	0.772387503245513
Black or African American	Not Hispanic or Latino	25-29 years	M	2017	12	1765639	0.679640628690236
Black or African American	Not Hispanic or Latino	25-29 years	M	2018	17	1824430	0.931797876597074
Black or African American	Not Hispanic or Latino	25-29 years	M	2019	13	1845874	0.70427342277967
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	13	1470609	0.883987518096244
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	13	1484560	0.875680336261249
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	13	1487728	0.87381564371982
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	17	1498513	1.13445795932368
Black or African American	Not Hispanic or Latino	30-34 years	F	2017	14	1519870	0.921131412555021
Black or African American	Not Hispanic or Latino	30-34 years	F	2018	20	1549097	1.29107473579769
Black or African American	Not Hispanic or Latino	30-34 years	F	2019	22	1602877	1.37253201586897
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	21	1341923	1.5649184044092
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	20	1362152	1.4682649219764
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	21	1374657	1.52765380745888
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	21	1397545	1.50263497776458
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	28	1431359	1.95618290030663
Black or African American	Not Hispanic or Latino	30-34 years	M	2018	29	1473500	1.96810315575161
Black or African American	Not Hispanic or Latino	30-34 years	M	2019	24	1538578	1.55988191693889
Black or African American	Not Hispanic or Latino	35-39 years	F	2013	15	1344139	1.11595601347777
Black or African American	Not Hispanic or Latino	35-39 years	F	2014	18	1374316	1.30974244642426
Black or African American	Not Hispanic or Latino	35-39 years	F	2015	21	1413525	1.48564758316974
Black or African American	Not Hispanic or Latino	35-39 years	F	2016	25	1445255	1.72979854766114
Black or African American	Not Hispanic or Latino	35-39 years	F	2017	24	1475146	1.62695760284067
Black or African American	Not Hispanic or Latino	35-39 years	F	2018	32	1494278	2.14150245135109
Black or African American	Not Hispanic or Latino	35-39 years	F	2019	25	1501244	1.66528558981751
Black or African American	Not Hispanic or Latino	35-39 years	M	2013	36	1199943	3.00014250676907
Black or African American	Not Hispanic or Latino	35-39 years	M	2014	31	1231071	2.51813258536673
Black or African American	Not Hispanic or Latino	35-39 years	M	2015	23	1271310	1.80915748322596
Black or African American	Not Hispanic or Latino	35-39 years	M	2016	46	1303281	3.52955348846488
Black or African American	Not Hispanic or Latino	35-39 years	M	2017	58	1336143	4.34085273806771
Black or African American	Not Hispanic or Latino	35-39 years	M	2018	52	1361639	3.81892704307089
Black or African American	Not Hispanic or Latino	35-39 years	M	2019	45	1374076	3.27492802435964
Black or African American	Not Hispanic or Latino	40-44 years	F	2013	28	1412452	1.9823682503901
Black or African American	Not Hispanic or Latino	40-44 years	F	2014	45	1406532	3.19935842199111
Black or African American	Not Hispanic or Latino	40-44 years	F	2015	33	1386639	2.37985517499508
Black or African American	Not Hispanic or Latino	40-44 years	F	2016	34	1352538	2.51379258845223
Black or African American	Not Hispanic or Latino	40-44 years	F	2017	38	1351467	2.81175936963315
Black or African American	Not Hispanic or Latino	40-44 years	F	2018	39	1354893	2.87845608472403
Black or African American	Not Hispanic or Latino	40-44 years	F	2019	67	1378109	4.86173444916186
Black or African American	Not Hispanic or Latino	40-44 years	M	2013	61	1254873	4.86104968391224
Black or African American	Not Hispanic or Latino	40-44 years	M	2014	61	1246955	4.89191670910338
Black or African American	Not Hispanic or Latino	40-44 years	M	2015	70	1226949	5.70520861095286
Black or African American	Not Hispanic or Latino	40-44 years	M	2016	70	1199479	5.83586707228722
Black or African American	Not Hispanic or Latino	40-44 years	M	2017	84	1197949	7.0119846504317
Black or African American	Not Hispanic or Latino	40-44 years	M	2018	98	1203743	8.14127268029804
Black or African American	Not Hispanic or Latino	40-44 years	M	2019	79	1228028	6.4330780731384
Black or African American	Not Hispanic or Latino	45-49 years	F	2013	62	1428396	4.34053301745454
Black or African American	Not Hispanic or Latino	45-49 years	F	2014	58	1402364	4.13587342515923
Black or African American	Not Hispanic or Latino	45-49 years	F	2015	62	1396052	4.4410953173664
Black or African American	Not Hispanic or Latino	45-49 years	F	2016	66	1403832	4.70141726360419
Black or African American	Not Hispanic or Latino	45-49 years	F	2017	71	1413393	5.02337283402422
Black or African American	Not Hispanic or Latino	45-49 years	F	2018	79	1406949	5.61498675502808
Black or African American	Not Hispanic or Latino	45-49 years	F	2019	83	1397316	5.93995917888294
Black or African American	Not Hispanic or Latino	45-49 years	M	2013	86	1269490	6.77437396119702
Black or African American	Not Hispanic or Latino	45-49 years	M	2014	98	1247238	7.85736162624936
Black or African American	Not Hispanic or Latino	45-49 years	M	2015	104	1240517	8.38360135330673
Black or African American	Not Hispanic or Latino	45-49 years	M	2016	108	1242735	8.69050923970114
Black or African American	Not Hispanic or Latino	45-49 years	M	2017	102	1249902	8.16063979415986
Black or African American	Not Hispanic or Latino	45-49 years	M	2018	131	1240961	10.5563349694309
Black or African American	Not Hispanic or Latino	45-49 years	M	2019	130	1229131	10.5765780864692
Black or African American	Not Hispanic or Latino	50-54 years	F	2013	93	1467990	6.33519301902602
Black or African American	Not Hispanic or Latino	50-54 years	F	2014	144	1473543	9.77236497340084
Black or African American	Not Hispanic or Latino	50-54 years	F	2015	112	1467603	7.63149162273449
Black or African American	Not Hispanic or Latino	50-54 years	F	2016	120	1451167	8.26920678323032
Black or African American	Not Hispanic or Latino	50-54 years	F	2017	133	1432173	9.28658758404187
Black or African American	Not Hispanic or Latino	50-54 years	F	2018	134	1404709	9.53934231217996
Black or African American	Not Hispanic or Latino	50-54 years	F	2019	137	1377231	9.94749609905673
Black or African American	Not Hispanic or Latino	50-54 years	M	2013	156	1291678	12.0773133861535
Black or African American	Not Hispanic or Latino	50-54 years	M	2014	156	1296563	12.0318102552672
Black or African American	Not Hispanic or Latino	50-54 years	M	2015	171	1291152	13.2439867653073
Black or African American	Not Hispanic or Latino	50-54 years	M	2016	191	1277354	14.9527852106777
Black or African American	Not Hispanic or Latino	50-54 years	M	2017	201	1259223	15.9622243240474
Black or African American	Not Hispanic or Latino	50-54 years	M	2018	219	1234617	17.7382945480258
Black or African American	Not Hispanic or Latino	50-54 years	M	2019	222	1208849	18.3645765517447
Black or African American	Not Hispanic or Latino	55-59 years	F	2013	166	1330735	12.4743093102684
Black or African American	Not Hispanic or Latino	55-59 years	F	2014	177	1364351	12.9732011777028
Black or African American	Not Hispanic or Latino	55-59 years	F	2015	183	1395987	13.1090045967477
Black or African American	Not Hispanic or Latino	55-59 years	F	2016	209	1412482	14.7966487360547
Black or African American	Not Hispanic or Latino	55-59 years	F	2017	241	1421202	16.957476840027
Black or African American	Not Hispanic or Latino	55-59 years	F	2018	253	1426347	17.7376192469294
Black or African American	Not Hispanic or Latino	55-59 years	F	2019	272	1428980	19.0345561169506
Black or African American	Not Hispanic or Latino	55-59 years	M	2013	254	1139012	22.3000284457056
Black or African American	Not Hispanic or Latino	55-59 years	M	2014	241	1171735	20.5677904987049
Black or African American	Not Hispanic or Latino	55-59 years	M	2015	304	1200683	25.318922646527
Black or African American	Not Hispanic or Latino	55-59 years	M	2016	333	1216592	27.3715428015308
Black or African American	Not Hispanic or Latino	55-59 years	M	2017	348	1224431	28.421364699195
Black or African American	Not Hispanic or Latino	55-59 years	M	2018	313	1227043	25.5084785129779
Black or African American	Not Hispanic or Latino	55-59 years	M	2019	358	1228490	29.1414663530025
Black or African American	Not Hispanic or Latino	60-64 years	F	2013	233	1075039	21.6736323054326
Black or African American	Not Hispanic or Latino	60-64 years	F	2014	247	1114807	22.1563014943394
Black or African American	Not Hispanic or Latino	60-64 years	F	2015	262	1153658	22.7103699709966
Black or African American	Not Hispanic or Latino	60-64 years	F	2016	323	1190046	27.1418079637258
Black or African American	Not Hispanic or Latino	60-64 years	F	2017	327	1239642	26.3785834942669
Black or African American	Not Hispanic or Latino	60-64 years	F	2018	317	1272746	24.9067763717191
Black or African American	Not Hispanic or Latino	60-64 years	F	2019	348	1301964	26.7288496456123
Black or African American	Not Hispanic or Latino	60-64 years	M	2013	325	872930	37.2309348974144
Black or African American	Not Hispanic or Latino	60-64 years	M	2014	333	904640	36.8102228510789
Black or African American	Not Hispanic or Latino	60-64 years	M	2015	401	938589	42.7237054770512
Black or African American	Not Hispanic or Latino	60-64 years	M	2016	404	971972	41.5649833534299
