Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	43	11050062	0.389138088093985
Black or African American	Not Hispanic or Latino	20-24 years	M	30	10929409	0.274488766958945
Black or African American	Not Hispanic or Latino	25-29 years	F	51	10158086	0.502063085506463
Black or African American	Not Hispanic or Latino	25-29 years	M	47	9335122	0.503474941195198
Black or African American	Not Hispanic or Latino	30-34 years	F	71	9566672	0.742159864997985
Black or African American	Not Hispanic or Latino	30-34 years	M	109	8570746	1.2717679417871
Black or African American	Not Hispanic or Latino	35-39 years	F	130	9701843	1.33995159476401
Black or African American	Not Hispanic or Latino	35-39 years	M	193	8605616	2.24272149721763
Black or African American	Not Hispanic or Latino	40-44 years	F	207	10057585	2.05814815385602
Black or African American	Not Hispanic or Latino	40-44 years	M	351	8954276	3.91991490992683
Black or African American	Not Hispanic or Latino	45-49 years	F	377	10339811	3.64610146162246
Black or African American	Not Hispanic or Latino	45-49 years	M	640	9185839	6.96724599680007
Black or African American	Not Hispanic or Latino	50-54 years	F	685	9687107	7.07125460676753
Black or African American	Not Hispanic or Latino	50-54 years	M	1007	8486455	11.8659675918861
Black or African American	Not Hispanic or Latino	55-59 years	F	960	8148890	11.7807455984803
Black or African American	Not Hispanic or Latino	55-59 years	M	1335	6885704	19.3879957663007
Black or African American	Not Hispanic or Latino	60-64 years	F	1121	6151985	18.2217609438254
Black or African American	Not Hispanic or Latino	60-64 years	M	1520	4992332	30.4466930484591
Black or African American	Not Hispanic or Latino	65-69 years	F	1334	4493494	29.6873657781673
Black or African American	Not Hispanic or Latino	65-69 years	M	1655	3438593	48.1301509076532
Black or African American	Not Hispanic or Latino	70-74 years	F	1765	3451939	51.1306833637558
Black or African American	Not Hispanic or Latino	70-74 years	M	1861	2447118	76.0486417083279
Black or African American	Not Hispanic or Latino	75-79 years	F	2449	2652820	92.3168552709946
Black or African American	Not Hispanic or Latino	75-79 years	M	2118	1655142	127.964851354144
Black or African American	Not Hispanic or Latino	80-84 years	F	3376	1924283	175.441969814211
Black or African American	Not Hispanic or Latino	80-84 years	M	2196	1013701	216.631925982119
White	Not Hispanic or Latino	20-24 years	F	42	43961502	0.0955381369817619
White	Not Hispanic or Latino	20-24 years	M	52	45419515	0.114488232646253
White	Not Hispanic or Latino	25-29 years	F	31	42996556	0.0720987978665082
White	Not Hispanic or Latino	25-29 years	M	60	43487715	0.137969999113543
White	Not Hispanic or Latino	30-34 years	F	56	40500557	0.138269703303093
White	Not Hispanic or Latino	30-34 years	M	117	41187939	0.284063740115765
White	Not Hispanic or Latino	35-39 years	F	131	43382242	0.301966873911219
White	Not Hispanic or Latino	35-39 years	M	196	43852775	0.446950050481412
White	Not Hispanic or Latino	40-44 years	F	266	48458553	0.548922705141443
White	Not Hispanic or Latino	40-44 years	M	443	48599406	0.911533774713214
White	Not Hispanic or Latino	45-49 years	F	589	54602317	1.07870880277846
White	Not Hispanic or Latino	45-49 years	M	997	54105170	1.84270745291069
White	Not Hispanic or Latino	50-54 years	F	1081	55541764	1.94628316090213
White	Not Hispanic or Latino	50-54 years	M	1961	54413985	3.60385294331963
White	Not Hispanic or Latino	55-59 years	F	1932	51454895	3.75474481096502
White	Not Hispanic or Latino	55-59 years	M	3289	49562426	6.63607548185797
White	Not Hispanic or Latino	60-64 years	F	3301	44375263	7.43882915127737
White	Not Hispanic or Latino	60-64 years	M	5111	41990687	12.1717465589453
White	Not Hispanic or Latino	65-69 years	F	5036	34604279	14.5531135036797
White	Not Hispanic or Latino	65-69 years	M	7265	31590281	22.9975795403656
White	Not Hispanic or Latino	70-74 years	F	8668	27266367	31.7900804313241
White	Not Hispanic or Latino	70-74 years	M	10702	23522947	45.4960001397784
White	Not Hispanic or Latino	75-79 years	F	16411	23422782	70.0642647828939
White	Not Hispanic or Latino	75-79 years	M	17154	18405785	93.1989589142761
White	Not Hispanic or Latino	80-84 years	F	31876	20018796	159.230355312078
White	Not Hispanic or Latino	80-84 years	M	27053	13434174	201.374494628401
