Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	42	6507984	0.645361144096236
Black or African American	Not Hispanic or Latino	20-24 years	M	83	6639711	1.25005440748852
Black or African American	Not Hispanic or Latino	25-29 years	F	132	6831904	1.93211145824063
Black or African American	Not Hispanic or Latino	25-29 years	M	274	6925840	3.956198814873
Black or African American	Not Hispanic or Latino	30-34 years	F	368	6977294	5.27425102052458
Black or African American	Not Hispanic or Latino	30-34 years	M	591	6815817	8.67100745222473
Black or African American	Not Hispanic or Latino	35-39 years	F	610	6139306	9.93597647682002
Black or African American	Not Hispanic or Latino	35-39 years	M	1117	5758314	19.3980390787998
Black or African American	Not Hispanic or Latino	40-44 years	F	1050	5850780	17.9463251053706
Black or African American	Not Hispanic or Latino	40-44 years	M	1780	5325992	33.4210040120226
Black or African American	Not Hispanic or Latino	45-49 years	F	1452	5411066	26.833899272343
Black or African American	Not Hispanic or Latino	45-49 years	M	2441	4820100	50.6421028609365
Black or African American	Not Hispanic or Latino	50-54 years	F	2097	5522007	37.9753231026328
Black or African American	Not Hispanic or Latino	50-54 years	M	3552	4916431	72.2475307799499
Black or African American	Not Hispanic or Latino	55-59 years	F	2900	5594929	51.8326506020005
Black or African American	Not Hispanic or Latino	55-59 years	M	4956	4882017	101.515418729595
Black or African American	Not Hispanic or Latino	60-64 years	F	3893	5373090	72.4536532981953
Black or African American	Not Hispanic or Latino	60-64 years	M	6626	4546046	145.753034615136
Black or African American	Not Hispanic or Latino	65-69 years	F	4597	4491513	102.348584986841
Black or African American	Not Hispanic or Latino	65-69 years	M	6804	3539029	192.256124490644
Black or African American	Not Hispanic or Latino	70-74 years	F	4705	3428226	137.242993898302
Black or African American	Not Hispanic or Latino	70-74 years	M	5765	2498506	230.737888962444
Black or African American	Not Hispanic or Latino	75-79 years	F	4385	2204866	198.878299180086
Black or African American	Not Hispanic or Latino	75-79 years	M	4328	1480750	292.284315380719
Black or African American	Not Hispanic or Latino	80-84 years	F	4707	1421726	331.076452143381
Black or African American	Not Hispanic or Latino	80-84 years	M	3628	840523	431.636017098878
White	Not Hispanic or Latino	20-24 years	F	26	23160565	0.112259782954345
White	Not Hispanic or Latino	20-24 years	M	88	24344469	0.361478412201145
White	Not Hispanic or Latino	25-29 years	F	89	23914353	0.372161437944819
White	Not Hispanic or Latino	25-29 years	M	231	25031387	0.922841391090314
White	Not Hispanic or Latino	30-34 years	F	221	25402788	0.869983247508108
White	Not Hispanic or Latino	30-34 years	M	623	26072070	2.38953025210503
White	Not Hispanic or Latino	35-39 years	F	521	24944474	2.08863895065496
White	Not Hispanic or Latino	35-39 years	M	1302	25542073	5.09747192406818
White	Not Hispanic or Latino	40-44 years	F	1001	23961515	4.1775321802482
White	Not Hispanic or Latino	40-44 years	M	2295	24537003	9.35322052167496
White	Not Hispanic or Latino	45-49 years	F	1588	22817839	6.95946710816918
White	Not Hispanic or Latino	45-49 years	M	3531	23256687	15.1827300251321
White	Not Hispanic or Latino	50-54 years	F	2780	25631386	10.8460775394667
White	Not Hispanic or Latino	50-54 years	M	6404	26018553	24.6132058150966
White	Not Hispanic or Latino	55-59 years	F	4766	28282803	16.8512293495097
White	Not Hispanic or Latino	55-59 years	M	10393	27934894	37.204365264461
White	Not Hispanic or Latino	60-64 years	F	7550	30180500	25.016152813903
White	Not Hispanic or Latino	60-64 years	M	15460	29101987	53.1235203974217
White	Not Hispanic or Latino	65-69 years	F	10100	27999819	36.0716617489563
White	Not Hispanic or Latino	65-69 years	M	17323	26051775	66.4945094911959
White	Not Hispanic or Latino	70-74 years	F	13636	24135087	56.4986569138947
White	Not Hispanic or Latino	70-74 years	M	18837	21646222	87.0221140668335
White	Not Hispanic or Latino	75-79 years	F	18106	17597508	102.889568227501
White	Not Hispanic or Latino	75-79 years	M	19434	14977342	129.756000764355
White	Not Hispanic or Latino	80-84 years	F	24144	11538481	209.247647068969
White	Not Hispanic or Latino	80-84 years	M	21077	8861350	237.853148786584
