Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2020	5	1610597	0.310443891302418
Black or African American	Not Hispanic or Latino	20-24 years	F	2021	11	1607120	0.684454178903878
Black or African American	Not Hispanic or Latino	20-24 years	F	2022	8	1686424	0.47437655061835
Black or African American	Not Hispanic or Latino	20-24 years	M	2020	18	1652385	1.08933450739386
Black or African American	Not Hispanic or Latino	20-24 years	M	2021	23	1642560	1.40025326319891
Black or African American	Not Hispanic or Latino	20-24 years	M	2022	19	1718441	1.10565332181902
Black or African American	Not Hispanic or Latino	25-29 years	F	2020	40	1789798	2.23488907686789
Black or African American	Not Hispanic or Latino	25-29 years	F	2021	29	1717789	1.68821665524695
Black or African American	Not Hispanic or Latino	25-29 years	F	2022	28	1673395	1.67324510949298
Black or African American	Not Hispanic or Latino	25-29 years	M	2020	72	1830579	3.93318179657911
Black or African American	Not Hispanic or Latino	25-29 years	M	2021	76	1736416	4.37683135838417
Black or African American	Not Hispanic or Latino	25-29 years	M	2022	65	1704656	3.81308604199322
Black or African American	Not Hispanic or Latino	30-34 years	F	2020	91	1669692	5.45010696583561
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	100	1727635	5.78825967290545
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	94	1766776	5.32042545291537
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	160	1617245	9.89336804256622
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	140	1678798	8.33929990385979
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	141	1739488	8.1058334406446
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	138	1502992	9.18168559779427
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	158	1528319	10.3381558431191
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	152	1533513	9.91188206425378
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	276	1383849	19.9443725435362
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	275	1434313	19.1729420286925
