Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2006	9	1487479	0.605050558696963
Black or African American	Not Hispanic or Latino	20-24 years	F	2007	11	1498025	0.734300161879808
Black or African American	Not Hispanic or Latino	20-24 years	F	2008	16	1519892	1.0527063765057
Black or African American	Not Hispanic or Latino	20-24 years	F	2009	10	1554094	0.643461721105673
Black or African American	Not Hispanic or Latino	20-24 years	F	2010	7	1587829	0.440853517601706
Black or African American	Not Hispanic or Latino	20-24 years	F	2011	1	1671217	0.0598366340217937
Black or African American	Not Hispanic or Latino	20-24 years	F	2012	11	1731526	0.635277783873878
Black or African American	Not Hispanic or Latino	20-24 years	M	2006	19	1480574	1.2832860768864
Black or African American	Not Hispanic or Latino	20-24 years	M	2007	23	1486497	1.54726178391211
Black or African American	Not Hispanic or Latino	20-24 years	M	2008	21	1497956	1.40191033648518
Black or African American	Not Hispanic or Latino	20-24 years	M	2009	22	1522604	1.44489309104665
Black or African American	Not Hispanic or Latino	20-24 years	M	2010	15	1550237	0.967593987241951
Black or African American	Not Hispanic or Latino	20-24 years	M	2011	25	1654175	1.51132739885441
Black or African American	Not Hispanic or Latino	20-24 years	M	2012	15	1737366	0.863375938057957
Black or African American	Not Hispanic or Latino	25-29 years	F	2006	20	1406128	1.42234561860656
Black or African American	Not Hispanic or Latino	25-29 years	F	2007	23	1434645	1.60318406295634
Black or African American	Not Hispanic or Latino	25-29 years	F	2008	28	1454865	1.9245771944476
Black or African American	Not Hispanic or Latino	25-29 years	F	2009	34	1459525	2.32952501670064
Black or African American	Not Hispanic or Latino	25-29 years	F	2010	19	1454543	1.30625220430059
Black or African American	Not Hispanic or Latino	25-29 years	F	2011	32	1465672	2.18329885540558
Black or African American	Not Hispanic or Latino	25-29 years	F	2012	24	1482708	1.6186599114593
Black or African American	Not Hispanic or Latino	25-29 years	M	2006	49	1261035	3.88569706629871
Black or African American	Not Hispanic or Latino	25-29 years	M	2007	42	1295064	3.24308296732826
Black or African American	Not Hispanic or Latino	25-29 years	M	2008	50	1326472	3.76939731860152
Black or African American	Not Hispanic or Latino	25-29 years	M	2009	39	1341280	2.9076702851008
Black or African American	Not Hispanic or Latino	25-29 years	M	2010	47	1342341	3.50134578322498
Black or African American	Not Hispanic or Latino	25-29 years	M	2011	33	1368360	2.4116460580549
Black or African American	Not Hispanic or Latino	25-29 years	M	2012	46	1400570	3.28437707504802
Black or African American	Not Hispanic or Latino	30-34 years	F	2006	56	1320401	4.24113583676474
Black or African American	Not Hispanic or Latino	30-34 years	F	2007	64	1313374	4.87294555853854
