Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	5	1770138	0.282463853100719
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	11	1785941	0.615921802567946
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	5	1762150	0.283744289646171
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	5	1714649	0.291604870734477
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	5	1677678	0.29803096899405
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	5	1643358	0.304255067976667
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	5	1615209	0.30955746284227
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	15	1794159	0.836046303588478
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	23	1826372	1.25932723453929
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	12	1815640	0.660923971712454
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	19	1773358	1.07141366830612
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	28	1733291	1.61542406901092
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	21	1691428	1.24155447349813
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	18	1660340	1.0841153016852
Black or African American	Not Hispanic or Latino	25-29 years	F	2013	28	1510526	1.85365892410988
Black or African American	Not Hispanic or Latino	25-29 years	F	2014	28	1571068	1.78222712193234
Black or African American	Not Hispanic or Latino	25-29 years	F	2015	30	1639497	1.82982951478411
Black or African American	Not Hispanic or Latino	25-29 years	F	2016	23	1707945	1.34664757940098
Black or African American	Not Hispanic or Latino	25-29 years	F	2017	26	1773228	1.46625250672784
Black or African American	Not Hispanic or Latino	25-29 years	F	2018	36	1811064	1.98778176806562
Black or African American	Not Hispanic or Latino	25-29 years	F	2019	29	1817908	1.59524024318062
Black or African American	Not Hispanic or Latino	25-29 years	M	2013	46	1442576	3.18874014263373
Black or African American	Not Hispanic or Latino	25-29 years	M	2014	42	1517010	2.76860403029644
Black or African American	Not Hispanic or Latino	25-29 years	M	2015	45	1599040	2.81418851310786
Black or African American	Not Hispanic or Latino	25-29 years	M	2016	44	1683093	2.61423462636943
Black or African American	Not Hispanic or Latino	25-29 years	M	2017	46	1765639	2.60528907664591
Black or African American	Not Hispanic or Latino	25-29 years	M	2018	63	1824430	3.45313330738916
Black or African American	Not Hispanic or Latino	25-29 years	M	2019	64	1845874	3.46719223522299
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	61	1470609	4.14794143106699
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	54	1484560	3.6374413967775
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	55	1487728	3.69691233881462
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	64	1498513	4.27090055274796
Black or African American	Not Hispanic or Latino	30-34 years	F	2017	70	1519870	4.60565706277511
Black or African American	Not Hispanic or Latino	30-34 years	F	2018	78	1549097	5.03519146961101
Black or African American	Not Hispanic or Latino	30-34 years	F	2019	75	1602877	4.67908641773511
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	107	1341923	7.97363187008495
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	94	1362152	6.90084513328909
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	115	1374657	8.36572323132243
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	101	1397545	7.22695870258203
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	148	1431359	10.3398239016208
Black or African American	Not Hispanic or Latino	30-34 years	M	2018	115	1473500	7.80454699694605
Black or African American	Not Hispanic or Latino	30-34 years	M	2019	130	1538578	8.44936038341898
Black or African American	Not Hispanic or Latino	35-39 years	F	2013	94	1344139	6.99332435112738
Black or African American	Not Hispanic or Latino	35-39 years	F	2014	112	1374316	8.14950855552871
Black or African American	Not Hispanic or Latino	35-39 years	F	2015	97	1413525	6.86227693178402
Black or African American	Not Hispanic or Latino	35-39 years	F	2016	120	1445255	8.30303302877347
Black or African American	Not Hispanic or Latino	35-39 years	F	2017	129	1475146	8.74489711526859
Black or African American	Not Hispanic or Latino	35-39 years	F	2018	127	1494278	8.49908785379963
Black or African American	Not Hispanic or Latino	35-39 years	F	2019	133	1501244	8.85931933782916
Black or African American	Not Hispanic or Latino	35-39 years	M	2013	192	1199943	16.0007600361017
Black or African American	Not Hispanic or Latino	35-39 years	M	2014	199	1231071	16.1647865963864
Black or African American	Not Hispanic or Latino	35-39 years	M	2015	223	1271310	17.5409616851909
Black or African American	Not Hispanic or Latino	35-39 years	M	2016	219	1303281	16.8037437820393
Black or African American	Not Hispanic or Latino	35-39 years	M	2017	207	1336143	15.4923537375865
Black or African American	Not Hispanic or Latino	35-39 years	M	2018	243	1361639	17.846139835889
Black or African American	Not Hispanic or Latino	35-39 years	M	2019	247	1374076	17.9757160448185
Black or African American	Not Hispanic or Latino	40-44 years	F	2013	191	1412452	13.5225834223039
Black or African American	Not Hispanic or Latino	40-44 years	F	2014	185	1406532	13.1529179570746
Black or African American	Not Hispanic or Latino	40-44 years	F	2015	208	1386639	15.0002992848175
Black or African American	Not Hispanic or Latino	40-44 years	F	2016	194	1352538	14.3434047694039
Black or African American	Not Hispanic or Latino	40-44 years	F	2017	193	1351467	14.2807778510315
Black or African American	Not Hispanic or Latino	40-44 years	F	2018	205	1354893	15.1303460863699
Black or African American	Not Hispanic or Latino	40-44 years	F	2019	199	1378109	14.4400769460181
Black or African American	Not Hispanic or Latino	40-44 years	M	2013	323	1254873	25.7396565230107
Black or African American	Not Hispanic or Latino	40-44 years	M	2014	321	1246955	25.7427092397079
Black or African American	Not Hispanic or Latino	40-44 years	M	2015	363	1226949	29.5855817967984
Black or African American	Not Hispanic or Latino	40-44 years	M	2016	320	1199479	26.678249473313
Black or African American	Not Hispanic or Latino	40-44 years	M	2017	340	1197949	28.3818426326997
Black or African American	Not Hispanic or Latino	40-44 years	M	2018	354	1203743	29.4082707023011
Black or African American	Not Hispanic or Latino	40-44 years	M	2019	405	1228028	32.9797040458361
Black or African American	Not Hispanic or Latino	45-49 years	F	2013	292	1428396	20.4425103402698
Black or African American	Not Hispanic or Latino	45-49 years	F	2014	289	1402364	20.6080589632934
Black or African American	Not Hispanic or Latino	45-49 years	F	2015	327	1396052	23.423196270626
Black or African American	Not Hispanic or Latino	45-49 years	F	2016	319	1403832	22.7235167740869
Black or African American	Not Hispanic or Latino	45-49 years	F	2017	303	1413393	21.4377742071738
Black or African American	Not Hispanic or Latino	45-49 years	F	2018	309	1406949	21.9624165481478
Black or African American	Not Hispanic or Latino	45-49 years	F	2019	291	1397316	20.8256400127101
Black or African American	Not Hispanic or Latino	45-49 years	M	2013	478	1269490	37.652915737816
Black or African American	Not Hispanic or Latino	45-49 years	M	2014	496	1247238	39.7678710879559
Black or African American	Not Hispanic or Latino	45-49 years	M	2015	455	1240517	36.6782559207169
Black or African American	Not Hispanic or Latino	45-49 years	M	2016	528	1242735	42.4869340607611
Black or African American	Not Hispanic or Latino	45-49 years	M	2017	510	1249902	40.8031989707993
Black or African American	Not Hispanic or Latino	45-49 years	M	2018	515	1240961	41.500095490511
Black or African American	Not Hispanic or Latino	45-49 years	M	2019	562	1229131	45.7233606507362
Black or African American	Not Hispanic or Latino	50-54 years	F	2013	540	1467990	36.7849917233769
