Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	58	8676097	0.668503360439608
Black or African American	Not Hispanic or Latino	20-24 years	M	95	8389814	1.13232546037373
Black or African American	Not Hispanic or Latino	25-29 years	F	160	7926592	2.01852195748185
Black or African American	Not Hispanic or Latino	25-29 years	M	211	7115039	2.96554945095874
Black or African American	Not Hispanic or Latino	30-34 years	F	333	8282403	4.0205722904331
Black or African American	Not Hispanic or Latino	30-34 years	M	500	7381256	6.77391490011998
Black or African American	Not Hispanic or Latino	35-39 years	F	597	8711070	6.85334867014041
Black or African American	Not Hispanic or Latino	35-39 years	M	906	7715075	11.743242936718
Black or African American	Not Hispanic or Latino	40-44 years	F	1218	8919841	13.6549519212282
Black or African American	Not Hispanic or Latino	40-44 years	M	1699	7875106	21.5743127775042
Black or African American	Not Hispanic or Latino	45-49 years	F	1896	8017885	23.6471338763277
Black or African American	Not Hispanic or Latino	45-49 years	M	2749	7015963	39.1820766443609
Black or African American	Not Hispanic or Latino	50-54 years	F	2241	6706149	33.4170922835147
Black or African American	Not Hispanic or Latino	50-54 years	M	3403	5744286	59.2414792717493
Black or African American	Not Hispanic or Latino	55-59 years	F	2388	4999264	47.7670313070084
Black or African American	Not Hispanic or Latino	55-59 years	M	3372	4156066	81.1344189432988
Black or African American	Not Hispanic or Latino	60-64 years	F	2455	3867229	63.4821470360302
Black or African American	Not Hispanic or Latino	60-64 years	M	3199	3065751	104.346373857499
Black or African American	Not Hispanic or Latino	65-69 years	F	2862	3210945	89.1326385223042
Black or African American	Not Hispanic or Latino	65-69 years	M	3153	2409604	130.851376408738
Black or African American	Not Hispanic or Latino	70-74 years	F	3592	2678186	134.120632398198
Black or African American	Not Hispanic or Latino	70-74 years	M	3158	1819341	173.579334495293
Black or African American	Not Hispanic or Latino	75-79 years	F	4529	2156008	210.064155606102
Black or African American	Not Hispanic or Latino	75-79 years	M	3162	1295091	244.152727491736
Black or African American	Not Hispanic or Latino	80-84 years	F	4935	1476427	334.252895673135
Black or African American	Not Hispanic or Latino	80-84 years	M	2706	756900	357.510899722553
White	Not Hispanic or Latino	20-24 years	F	32	36938462	0.0866305695131541
White	Not Hispanic or Latino	20-24 years	M	66	37753354	0.174818904831608
White	Not Hispanic or Latino	25-29 years	F	66	34509350	0.191252515622578
White	Not Hispanic or Latino	25-29 years	M	200	34904656	0.572989460202673
White	Not Hispanic or Latino	30-34 years	F	170	38604835	0.440359348770692
White	Not Hispanic or Latino	30-34 years	M	449	39156892	1.14666914830728
White	Not Hispanic or Latino	35-39 years	F	356	43440670	0.819508538887637
White	Not Hispanic or Latino	35-39 years	M	998	43663665	2.28565330006082
White	Not Hispanic or Latino	40-44 years	F	888	48452245	1.8327324151853
White	Not Hispanic or Latino	40-44 years	M	2210	48311247	4.57450415221118
White	Not Hispanic or Latino	45-49 years	F	1448	47311534	3.06056447038898
White	Not Hispanic or Latino	45-49 years	M	3582	46818149	7.65087914945121
White	Not Hispanic or Latino	50-54 years	F	1993	43493384	4.58230612729513
White	Not Hispanic or Latino	50-54 years	M	4815	42574722	11.3095277521718
White	Not Hispanic or Latino	55-59 years	F	2654	36757112	7.22037139370471
White	Not Hispanic or Latino	55-59 years	M	5438	35362830	15.3777285358666
White	Not Hispanic or Latino	60-64 years	F	3434	29187241	11.7654148948165
White	Not Hispanic or Latino	60-64 years	M	5693	27218622	20.9158274066924
White	Not Hispanic or Latino	65-69 years	F	4585	24799533	18.4882513715077
White	Not Hispanic or Latino	65-69 years	M	6309	22098581	28.5493444126571
White	Not Hispanic or Latino	70-74 years	F	7654	23460678	32.624803085401
White	Not Hispanic or Latino	70-74 years	M	7872	19349766	40.6826625190196
White	Not Hispanic or Latino	75-79 years	F	13841	21842200	63.368158885094
White	Not Hispanic or Latino	75-79 years	M	10779	15867124	67.9329158831809
White	Not Hispanic or Latino	80-84 years	F	22578	17051768	132.40855728274
White	Not Hispanic or Latino	80-84 years	M	12887	10469073	123.095903524601
