Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	67	11050062	0.606331439588303
Black or African American	Not Hispanic or Latino	20-24 years	M	140	10929409	1.28094757914175
Black or African American	Not Hispanic or Latino	25-29 years	F	180	10158086	1.77198736061104
Black or African American	Not Hispanic or Latino	25-29 years	M	306	9335122	3.27794323416448
Black or African American	Not Hispanic or Latino	30-34 years	F	435	9566672	4.54703579259329
Black or African American	Not Hispanic or Latino	30-34 years	M	669	8570746	7.80562158766576
Black or African American	Not Hispanic or Latino	35-39 years	F	719	9701843	7.41096305104092
Black or African American	Not Hispanic or Latino	35-39 years	M	1236	8605616	14.3627138371036
Black or African American	Not Hispanic or Latino	40-44 years	F	1403	10057585	13.9496708205797
Black or African American	Not Hispanic or Latino	40-44 years	M	2113	8954276	23.5976644007846
Black or African American	Not Hispanic or Latino	45-49 years	F	2313	10339811	22.3698479595033
Black or African American	Not Hispanic or Latino	45-49 years	M	3448	9185839	37.5360378077604
Black or African American	Not Hispanic or Latino	50-54 years	F	3363	9687107	34.7162470694295
Black or African American	Not Hispanic or Latino	50-54 years	M	4948	8486455	58.3046749202111
Black or African American	Not Hispanic or Latino	55-59 years	F	3538	8148890	43.4169561743992
Black or African American	Not Hispanic or Latino	55-59 years	M	5583	6885704	81.0810339799678
Black or African American	Not Hispanic or Latino	60-64 years	F	3616	6151985	58.7777766038116
Black or African American	Not Hispanic or Latino	60-64 years	M	5576	4992332	111.691289761979
Black or African American	Not Hispanic or Latino	65-69 years	F	3561	4493494	79.2479081979413
Black or African American	Not Hispanic or Latino	65-69 years	M	4544	3438593	132.147072945242
Black or African American	Not Hispanic or Latino	70-74 years	F	3815	3451939	110.517596052537
Black or African American	Not Hispanic or Latino	70-74 years	M	4081	2447118	166.767601725785
Black or African American	Not Hispanic or Latino	75-79 years	F	4563	2652820	172.005639281972
Black or African American	Not Hispanic or Latino	75-79 years	M	3855	1655142	232.910529730984
Black or African American	Not Hispanic or Latino	80-84 years	F	5616	1924283	291.848964003735
Black or African American	Not Hispanic or Latino	80-84 years	M	3517	1013701	346.946486192674
White	Not Hispanic or Latino	20-24 years	F	40	43961502	0.0909887018873923
White	Not Hispanic or Latino	20-24 years	M	122	45419515	0.268607007362364
White	Not Hispanic or Latino	25-29 years	F	99	42996556	0.230250999638204
White	Not Hispanic or Latino	25-29 years	M	307	43487715	0.705946495464294
White	Not Hispanic or Latino	30-34 years	F	223	40500557	0.550609711367673
White	Not Hispanic or Latino	30-34 years	M	687	41187939	1.66796401247462
White	Not Hispanic or Latino	35-39 years	F	521	43382242	1.20095222372325
White	Not Hispanic or Latino	35-39 years	M	1419	43852775	3.23582715118941
White	Not Hispanic or Latino	40-44 years	F	1202	48458553	2.4804702690978
White	Not Hispanic or Latino	40-44 years	M	2982	48599406	6.13587746319369
White	Not Hispanic or Latino	45-49 years	F	2326	54602317	4.25989248771256
White	Not Hispanic or Latino	45-49 years	M	5709	54105170	10.5516718642599
White	Not Hispanic or Latino	50-54 years	F	3554	55541764	6.39878848644418
White	Not Hispanic or Latino	50-54 years	M	8493	54413985	15.6081198610982
White	Not Hispanic or Latino	55-59 years	F	4618	51454895	8.97485069204786
White	Not Hispanic or Latino	55-59 years	M	10433	49562426	21.0502205844403
White	Not Hispanic or Latino	60-64 years	F	5771	44375263	13.0049933450535
White	Not Hispanic or Latino	60-64 years	M	11110	41990687	26.4582477538412
White	Not Hispanic or Latino	65-69 years	F	6623	34604279	19.1392515359155
White	Not Hispanic or Latino	65-69 years	M	10056	31590281	31.8325753417641
White	Not Hispanic or Latino	70-74 years	F	8922	27266367	32.7216310115682
White	Not Hispanic or Latino	70-74 years	M	10072	23522947	42.8177642877825
White	Not Hispanic or Latino	75-79 years	F	14140	23422782	60.3685762007263
White	Not Hispanic or Latino	75-79 years	M	12653	18405785	68.7446908675723
White	Not Hispanic or Latino	80-84 years	F	25529	20018796	127.52515186228
White	Not Hispanic or Latino	80-84 years	M	17016	13434174	126.662048593386
