Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	39	11969123	0.325838409380537
Black or African American	Not Hispanic or Latino	20-24 years	M	136	12294588	1.10617777513163
Black or African American	Not Hispanic or Latino	25-29 years	F	200	11831236	1.6904404577848
Black or African American	Not Hispanic or Latino	25-29 years	M	350	11677662	2.99717529073885
Black or African American	Not Hispanic or Latino	30-34 years	F	457	10613254	4.30593670894902
Black or African American	Not Hispanic or Latino	30-34 years	M	810	9919714	8.16555799895037
Black or African American	Not Hispanic or Latino	35-39 years	F	812	10047903	8.08128820511106
Black or African American	Not Hispanic or Latino	35-39 years	M	1530	9077463	16.8549296207542
Black or African American	Not Hispanic or Latino	40-44 years	F	1375	9642630	14.2595951519451
Black or African American	Not Hispanic or Latino	40-44 years	M	2426	8557976	28.3478242986426
Black or African American	Not Hispanic or Latino	45-49 years	F	2130	9848302	21.6280938582103
Black or African American	Not Hispanic or Latino	45-49 years	M	3544	8719974	40.6423230161007
Black or African American	Not Hispanic or Latino	50-54 years	F	3374	10074416	33.4907750483998
Black or African American	Not Hispanic or Latino	50-54 years	M	5179	8859436	58.4574458238651
Black or African American	Not Hispanic or Latino	55-59 years	F	4443	9780084	45.4290576645354
Black or African American	Not Hispanic or Latino	55-59 years	M	7246	8407986	86.1799722311621
Black or African American	Not Hispanic or Latino	60-64 years	F	5257	8347902	62.9739064977044
Black or African American	Not Hispanic or Latino	60-64 years	M	8092	6828337	118.506160431156
Black or African American	Not Hispanic or Latino	65-69 years	F	4989	6463659	77.1853836967575
Black or African American	Not Hispanic or Latino	65-69 years	M	7153	4991564	143.301778761126
Black or African American	Not Hispanic or Latino	70-74 years	F	4970	4495475	110.555614256558
Black or African American	Not Hispanic or Latino	70-74 years	M	5886	3253993	180.885453656477
Black or African American	Not Hispanic or Latino	75-79 years	F	5370	3167907	169.512551978325
Black or African American	Not Hispanic or Latino	75-79 years	M	5082	2083749	243.887339598003
Black or African American	Not Hispanic or Latino	80-84 years	F	6183	2195297	281.64754017338
Black or African American	Not Hispanic or Latino	80-84 years	M	4473	1252239	357.200183032153
White	Not Hispanic or Latino	20-24 years	F	38	42508943	0.0893929543249288
White	Not Hispanic or Latino	20-24 years	M	144	44740216	0.321858079540787
White	Not Hispanic or Latino	25-29 years	F	131	44357865	0.295325304768388
White	Not Hispanic or Latino	25-29 years	M	371	45869026	0.808824673974983
White	Not Hispanic or Latino	30-34 years	F	336	43518467	0.772086020401408
White	Not Hispanic or Latino	30-34 years	M	892	44373752	2.01019737974828
White	Not Hispanic or Latino	35-39 years	F	710	41580520	1.70753035315576
White	Not Hispanic or Latino	35-39 years	M	1679	42151917	3.9832114871549
White	Not Hispanic or Latino	40-44 years	F	1339	41288694	3.24301853674519
White	Not Hispanic or Latino	40-44 years	M	3099	41648573	7.4408311660522
White	Not Hispanic or Latino	45-49 years	F	2527	45787793	5.51893820259037
White	Not Hispanic or Latino	45-49 years	M	5900	45806176	12.8803591899922
White	Not Hispanic or Latino	50-54 years	F	4647	51228757	9.07107701246782
White	Not Hispanic or Latino	50-54 years	M	10269	50377945	20.3839199872087
White	Not Hispanic or Latino	55-59 years	F	7200	54601071	13.1865545274744
White	Not Hispanic or Latino	55-59 years	M	15243	52712508	28.9172353552216
White	Not Hispanic or Latino	60-64 years	F	9035	51261435	17.6253356933921
White	Not Hispanic or Latino	60-64 years	M	18216	48293904	37.7190462796298
White	Not Hispanic or Latino	65-69 years	F	11196	45039876	24.8579725219492
White	Not Hispanic or Latino	65-69 years	M	18682	41449826	45.0713592862851
White	Not Hispanic or Latino	70-74 years	F	14037	35087001	40.0062689883356
White	Not Hispanic or Latino	70-74 years	M	18163	31094416	58.4124172005675
White	Not Hispanic or Latino	75-79 years	F	17770	25568699	69.4990386487791
White	Not Hispanic or Latino	75-79 years	M	18641	21164051	88.0786008311925
White	Not Hispanic or Latino	80-84 years	F	27229	18944368	143.731371772339
White	Not Hispanic or Latino	80-84 years	M	21812	14025993	155.51127110929
