Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2020	8	1610597	0.496710226083868
Black or African American	Not Hispanic or Latino	20-24 years	F	2021	13	1607120	0.808900393250037
Black or African American	Not Hispanic or Latino	20-24 years	F	2022	10	1686424	0.592970688272937
Black or African American	Not Hispanic or Latino	20-24 years	F	2023	11	1603843	0.685852667623951
Black or African American	Not Hispanic or Latino	20-24 years	M	2020	18	1652385	1.08933450739386
Black or African American	Not Hispanic or Latino	20-24 years	M	2021	23	1642560	1.40025326319891
Black or African American	Not Hispanic or Latino	20-24 years	M	2022	20	1718441	1.16384560191476
Black or African American	Not Hispanic or Latino	20-24 years	M	2023	22	1626325	1.35274314789479
Black or African American	Not Hispanic or Latino	25-29 years	F	2020	40	1789798	2.23488907686789
Black or African American	Not Hispanic or Latino	25-29 years	F	2021	30	1717789	1.74643102266926
Black or African American	Not Hispanic or Latino	25-29 years	F	2022	28	1673395	1.67324510949298
Black or African American	Not Hispanic or Latino	25-29 years	F	2023	34	1650922	2.05945526196877
Black or African American	Not Hispanic or Latino	25-29 years	M	2020	72	1830579	3.93318179657911
Black or African American	Not Hispanic or Latino	25-29 years	M	2021	77	1736416	4.43442124467869
Black or African American	Not Hispanic or Latino	25-29 years	M	2022	64	1704656	3.75442317980871
Black or African American	Not Hispanic or Latino	25-29 years	M	2023	61	1654189	3.68760764338295
Black or African American	Not Hispanic or Latino	30-34 years	F	2020	91	1669692	5.45010696583561
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	101	1727635	5.8461422696345
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	92	1766776	5.20722491136398
Black or African American	Not Hispanic or Latino	30-34 years	F	2023	84	1813191	4.63271657536354
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	160	1617245	9.89336804256622
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	141	1678798	8.3988663317445
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	141	1739488	8.1058334406446
Black or African American	Not Hispanic or Latino	30-34 years	M	2023	149	1780286	8.36944176385142
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	138	1502992	9.18168559779427
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	159	1528319	10.4035872092148
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	152	1533513	9.91188206425378
Black or African American	Not Hispanic or Latino	35-39 years	F	2023	161	1574482	10.225585303611
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	276	1383849	19.9443725435362
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	276	1434313	19.2426618178877
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	290	1453787	19.9479015839322
Black or African American	Not Hispanic or Latino	35-39 years	M	2023	275	1486365	18.5015120781235
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	251	1414368	17.7464422271997
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	279	1459174	19.1204064765408
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	263	1472391	17.8621032049231
Black or African American	Not Hispanic or Latino	40-44 years	F	2023	257	1504847	17.0781481439641
Black or African American	Not Hispanic or Latino	40-44 years	M	2020	438	1265505	34.6106890134768
Black or African American	Not Hispanic or Latino	40-44 years	M	2021	487	1329536	36.6293203042264
Black or African American	Not Hispanic or Latino	40-44 years	M	2022	442	1354606	32.6294140141119
Black or African American	Not Hispanic or Latino	40-44 years	M	2023	413	1376345	30.007011323469
Black or African American	Not Hispanic or Latino	45-49 years	F	2020	378	1375619	27.4785387523726
Black or African American	Not Hispanic or Latino	45-49 years	F	2021	378	1349300	28.0145260505447
Black or African American	Not Hispanic or Latino	45-49 years	F	2022	353	1334539	26.4510816094547
Black or African American	Not Hispanic or Latino	45-49 years	F	2023	343	1351608	25.3771803659049
Black or African American	Not Hispanic or Latino	45-49 years	M	2020	659	1207681	54.5673898984914
Black or African American	Not Hispanic or Latino	45-49 years	M	2021	630	1208836	52.1162506742023
Black or African American	Not Hispanic or Latino	45-49 years	M	2022	582	1200224	48.4909483563068
Black or African American	Not Hispanic or Latino	45-49 years	M	2023	570	1203359	47.3674107228184
Black or African American	Not Hispanic or Latino	50-54 years	F	2020	549	1370203	40.0670557574316
Black or African American	Not Hispanic or Latino	50-54 years	F	2021	552	1385068	39.8536389549105
Black or African American	Not Hispanic or Latino	50-54 years	F	2022	483	1380503	34.9872474018528
Black or African American	Not Hispanic or Latino	50-54 years	F	2023	513	1386233	37.0067658178676
Black or African American	Not Hispanic or Latino	50-54 years	M	2020	913	1200964	76.0222621161001
Black or African American	Not Hispanic or Latino	50-54 years	M	2021	969	1241322	78.0619371927671
Black or African American	Not Hispanic or Latino	50-54 years	M	2022	866	1242380	69.704921199633
Black or African American	Not Hispanic or Latino	50-54 years	M	2023	804	1231765	65.272190718197
Black or African American	Not Hispanic or Latino	55-59 years	F	2020	794	1421662	55.8501247131878
Black or African American	Not Hispanic or Latino	55-59 years	F	2021	734	1417403	51.7848487691927
Black or African American	Not Hispanic or Latino	55-59 years	F	2022	699	1384021	50.5050140135157
Black or African American	Not Hispanic or Latino	55-59 years	F	2023	673	1371843	49.0580919245132
Black or African American	Not Hispanic or Latino	55-59 years	M	2020	1360	1221168	111.368787914521
Black or African American	Not Hispanic or Latino	55-59 years	M	2021	1309	1245183	105.125110124375
Black or African American	Not Hispanic or Latino	55-59 years	M	2022	1247	1217698	102.406343773251
Black or African American	Not Hispanic or Latino	55-59 years	M	2023	1040	1197968	86.8136711498137
Black or African American	Not Hispanic or Latino	60-64 years	F	2020	1055	1329313	79.3643032152698
Black or African American	Not Hispanic or Latino	60-64 years	F	2021	1015	1343674	75.5391560750599
Black or African American	Not Hispanic or Latino	60-64 years	F	2022	962	1339506	71.8175207875142
Black or African American	Not Hispanic or Latino	60-64 years	F	2023	861	1360597	63.2810450118588
