Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	30-34 years	F	2020	93	1669692	5.56988953651332
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	105	1727635	6.07767265655072
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	94	1766776	5.32042545291537
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	142	1617245	8.78036413777752
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	153	1678798	9.11366346636105
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	182	1739488	10.4628488382789
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	151	1502992	10.0466269946879
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	137	1528319	8.96409715510963
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	144	1533513	9.390204060872
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	243	1383849	17.5597193046351
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	231	1434313	16.1052713041017
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	193	1453787	13.2756724334445
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	185	1414368	13.0800470598882
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	220	1459174	15.0770230280967
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	190	1472391	12.9041810225681
Black or African American	Not Hispanic or Latino	40-44 years	M	2020	324	1265505	25.6024274894212
Black or African American	Not Hispanic or Latino	40-44 years	M	2021	323	1329536	24.2941898527005
Black or African American	Not Hispanic or Latino	40-44 years	M	2022	296	1354606	21.8513722809437
Black or African American	Not Hispanic or Latino	45-49 years	F	2020	304	1375619	22.0991422770404
Black or African American	Not Hispanic or Latino	45-49 years	F	2021	299	1349300	22.1596383309864
Black or African American	Not Hispanic or Latino	45-49 years	F	2022	278	1334539	20.831163420477
Black or African American	Not Hispanic or Latino	45-49 years	M	2020	472	1207681	39.0831684857177
Black or African American	Not Hispanic or Latino	45-49 years	M	2021	424	1208836	35.0750639458123
Black or African American	Not Hispanic or Latino	45-49 years	M	2022	446	1200224	37.159730183699
Black or African American	Not Hispanic or Latino	50-54 years	F	2020	498	1370203	36.3449795395281
Black or African American	Not Hispanic or Latino	50-54 years	F	2021	442	1385068	31.9117906124465
Black or African American	Not Hispanic or Latino	50-54 years	F	2022	401	1380503	29.0473834537122
Black or African American	Not Hispanic or Latino	50-54 years	M	2020	689	1200964	57.3705789682288
Black or African American	Not Hispanic or Latino	50-54 years	M	2021	707	1241322	56.9554072190777
Black or African American	Not Hispanic or Latino	50-54 years	M	2022	652	1242380	52.4799175775528
Black or African American	Not Hispanic or Latino	55-59 years	F	2020	727	1421662	51.137330814216
Black or African American	Not Hispanic or Latino	55-59 years	F	2021	746	1417403	52.6314675501604
Black or African American	Not Hispanic or Latino	55-59 years	F	2022	647	1384021	46.7478455890481
Black or African American	Not Hispanic or Latino	55-59 years	M	2020	1114	1221168	91.2241395123357
Black or African American	Not Hispanic or Latino	55-59 years	M	2021	979	1245183	78.6229815215916
Black or African American	Not Hispanic or Latino	55-59 years	M	2022	986	1217698	80.9724578672216
Black or African American	Not Hispanic or Latino	60-64 years	F	2020	1036	1329313	77.9349934891181
Black or African American	Not Hispanic or Latino	60-64 years	F	2021	1020	1343674	75.9112701443951
Black or African American	Not Hispanic or Latino	60-64 years	F	2022	897	1339506	66.9649855991687
Black or African American	Not Hispanic or Latino	60-64 years	M	2020	1381	1102596	125.249864864375
Black or African American	Not Hispanic or Latino	60-64 years	M	2021	1399	1145296	122.15182799905
Black or African American	Not Hispanic or Latino	60-64 years	M	2022	1191	1142395	104.25465797732
Black or African American	Not Hispanic or Latino	65-69 years	F	2020	1209	1077483	112.205946636745
Black or African American	Not Hispanic or Latino	65-69 years	F	2021	1128	1106116	101.978454339328
Black or African American	Not Hispanic or Latino	65-69 years	F	2022	1069	1131633	94.4652550782807
Black or African American	Not Hispanic or Latino	65-69 years	M	2020	1406	827816	169.844506508693
Black or African American	Not Hispanic or Latino	65-69 years	M	2021	1445	874172	165.299277487726
Black or African American	Not Hispanic or Latino	65-69 years	M	2022	1358	897110	151.374970739374
Black or African American	Not Hispanic or Latino	70-74 years	F	2020	1208	806836	149.720637155506
Black or African American	Not Hispanic or Latino	70-74 years	F	2021	1227	849704	144.403227476863
Black or African American	Not Hispanic or Latino	70-74 years	F	2022	1174	869073	135.086465693906
Black or African American	Not Hispanic or Latino	70-74 years	M	2020	1359	586258	231.809203456499
Black or African American	Not Hispanic or Latino	70-74 years	M	2021	1395	624975	223.208928357134
Black or African American	Not Hispanic or Latino	70-74 years	M	2022	1327	629514	210.797535876883
Black or African American	Not Hispanic or Latino	75-79 years	F	2020	1112	526453	211.224933659795
Black or African American	Not Hispanic or Latino	75-79 years	F	2021	1088	520718	208.942268175865
Black or African American	Not Hispanic or Latino	75-79 years	F	2022	1104	560885	196.831792613459
Black or African American	Not Hispanic or Latino	75-79 years	M	2020	1053	349269	301.486819614681
Black or African American	Not Hispanic or Latino	75-79 years	M	2021	1068	350902	304.358481855333
Black or African American	Not Hispanic or Latino	75-79 years	M	2022	1032	375396	274.909695361698
Black or African American	Not Hispanic or Latino	80-84 years	F	2020	1080	351927	306.881824923919
Black or African American	Not Hispanic or Latino	80-84 years	F	2021	1063	342321	310.527253659577
Black or African American	Not Hispanic or Latino	80-84 years	F	2022	960	358127	268.061330198505
Black or African American	Not Hispanic or Latino	80-84 years	M	2020	847	207884	407.438763926036
Black or African American	Not Hispanic or Latino	80-84 years	M	2021	780	204075	382.212421903712
Black or African American	Not Hispanic or Latino	80-84 years	M	2022	811	208099	389.718355205936
White	Not Hispanic or Latino	30-34 years	F	2020	117	6341955	1.8448569881054
White	Not Hispanic or Latino	30-34 years	F	2021	133	6387735	2.08211517854138
White	Not Hispanic or Latino	30-34 years	F	2022	148	6330447	2.33790757587892
White	Not Hispanic or Latino	30-34 years	M	2020	216	6506642	3.31968471601788
