Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	30-34 years	F	2006	55	1320401	4.16540126825108
Black or African American	Not Hispanic or Latino	30-34 years	F	2007	55	1313374	4.18768758936906
Black or African American	Not Hispanic or Latino	30-34 years	F	2008	55	1320241	4.16590607320936
Black or African American	Not Hispanic or Latino	30-34 years	F	2009	44	1353009	3.25201088832373
Black or African American	Not Hispanic or Latino	30-34 years	F	2010	53	1384808	3.8272453654225
Black or African American	Not Hispanic or Latino	30-34 years	F	2011	69	1424682	4.8431860583625
Black or African American	Not Hispanic or Latino	30-34 years	F	2012	67	1450157	4.62018940018219
Black or African American	Not Hispanic or Latino	30-34 years	M	2006	85	1171760	7.25404519696866
Black or African American	Not Hispanic or Latino	30-34 years	M	2007	74	1165879	6.34714237069198
Black or African American	Not Hispanic or Latino	30-34 years	M	2008	54	1175694	4.593031860331
Black or African American	Not Hispanic or Latino	30-34 years	M	2009	63	1210245	5.20555755239642
Black or African American	Not Hispanic or Latino	30-34 years	M	2010	77	1245147	6.18400879574861
Black or African American	Not Hispanic or Latino	30-34 years	M	2011	78	1286022	6.06521505852933
Black or African American	Not Hispanic or Latino	30-34 years	M	2012	60	1315999	4.55927398121123
Black or African American	Not Hispanic or Latino	35-39 years	F	2006	88	1405559	6.26085422241258
Black or African American	Not Hispanic or Latino	35-39 years	F	2007	87	1413720	6.15397674221204
Black or African American	Not Hispanic or Latino	35-39 years	F	2008	84	1412276	5.94784588848072
Black or African American	Not Hispanic or Latino	35-39 years	F	2009	77	1403007	5.48821210442998
Black or African American	Not Hispanic or Latino	35-39 years	F	2010	84	1384151	6.0687020419015
Black or African American	Not Hispanic or Latino	35-39 years	F	2011	74	1344610	5.50345453328474
Black or African American	Not Hispanic or Latino	35-39 years	F	2012	83	1338520	6.2008785823148
Black or African American	Not Hispanic or Latino	35-39 years	M	2006	128	1244414	10.2859659245235
Black or African American	Not Hispanic or Latino	35-39 years	M	2007	121	1253650	9.65181669524987
Black or African American	Not Hispanic or Latino	35-39 years	M	2008	106	1253548	8.45599849387498
Black or African American	Not Hispanic or Latino	35-39 years	M	2009	100	1244299	8.03665356960023
Black or African American	Not Hispanic or Latino	35-39 years	M	2010	97	1226242	7.91034722346812
Black or African American	Not Hispanic or Latino	35-39 years	M	2011	86	1193704	7.20446609879836
Black or African American	Not Hispanic or Latino	35-39 years	M	2012	112	1189759	9.4136711720609
Black or African American	Not Hispanic or Latino	40-44 years	F	2006	147	1494626	9.83523637351418
Black or African American	Not Hispanic or Latino	40-44 years	F	2007	158	1471651	10.7362411332578
Black or African American	Not Hispanic or Latino	40-44 years	F	2008	145	1446445	10.0245774986259
Black or African American	Not Hispanic or Latino	40-44 years	F	2009	120	1414333	8.48456480899477
Black or African American	Not Hispanic or Latino	40-44 years	F	2010	123	1404513	8.75748391079328
Black or African American	Not Hispanic or Latino	40-44 years	F	2011	139	1410151	9.85710040981427
Black or African American	Not Hispanic or Latino	40-44 years	F	2012	122	1415866	8.61663462502807
Black or African American	Not Hispanic or Latino	40-44 years	M	2006	215	1324308	16.2348939974689
Black or African American	Not Hispanic or Latino	40-44 years	M	2007	188	1305269	14.4031613406892
Black or African American	Not Hispanic or Latino	40-44 years	M	2008	187	1286275	14.5381042156615
Black or African American	Not Hispanic or Latino	40-44 years	M	2009	227	1262389	17.981778992054
Black or African American	Not Hispanic or Latino	40-44 years	M	2010	203	1257524	16.1428330592498
Black or African American	Not Hispanic or Latino	40-44 years	M	2011	188	1256689	14.9599463351712
Black or African American	Not Hispanic or Latino	40-44 years	M	2012	188	1261822	14.899090362983
Black or African American	Not Hispanic or Latino	45-49 years	F	2006	225	1461455	15.3956160128092
Black or African American	Not Hispanic or Latino	45-49 years	F	2007	218	1473530	14.7944052716945
Black or African American	Not Hispanic or Latino	45-49 years	F	2008	224	1485776	15.076296830747
Black or African American	Not Hispanic or Latino	45-49 years	F	2009	201	1496992	13.4269254611915
Black or African American	Not Hispanic or Latino	45-49 years	F	2010	237	1493767	15.8659282203985
Black or African American	Not Hispanic or Latino	45-49 years	F	2011	238	1475059	16.1349478224261
Black or African American	Not Hispanic or Latino	45-49 years	F	2012	240	1453232	16.5149129664087
Black or African American	Not Hispanic or Latino	45-49 years	M	2006	307	1293433	23.7352843170075
Black or African American	Not Hispanic or Latino	45-49 years	M	2007	315	1307530	24.0912254403341
Black or African American	Not Hispanic or Latino	45-49 years	M	2008	284	1318543	21.5389259205047
Black or African American	Not Hispanic or Latino	45-49 years	M	2009	278	1330207	20.8990029371369
Black or African American	Not Hispanic or Latino	45-49 years	M	2010	321	1329666	24.1414009232394
Black or African American	Not Hispanic or Latino	45-49 years	M	2011	302	1313392	22.9938967193344
Black or African American	Not Hispanic or Latino	45-49 years	M	2012	322	1293068	24.9020159805981
Black or African American	Not Hispanic or Latino	50-54 years	F	2006	385	1264163	30.4549334223514
Black or African American	Not Hispanic or Latino	50-54 years	F	2007	410	1315461	31.1677807247801
Black or African American	Not Hispanic or Latino	50-54 years	F	2008	367	1361382	26.9579001338346
Black or African American	Not Hispanic or Latino	50-54 years	F	2009	355	1399562	25.3650785031317
Black or African American	Not Hispanic or Latino	50-54 years	F	2010	362	1431800	25.2828607347395
Black or African American	Not Hispanic or Latino	50-54 years	F	2011	406	1454259	27.917998100751
Black or African American	Not Hispanic or Latino	50-54 years	F	2012	349	1460480	23.8962532865907
Black or African American	Not Hispanic or Latino	50-54 years	M	2006	485	1093251	44.3630968551595
Black or African American	Not Hispanic or Latino	50-54 years	M	2007	469	1144327	40.9847884389689
Black or African American	Not Hispanic or Latino	50-54 years	M	2008	469	1191230	39.3710702383251
Black or African American	Not Hispanic or Latino	50-54 years	M	2009	494	1229480	40.1795881185542
Black or African American	Not Hispanic or Latino	50-54 years	M	2010	465	1260649	36.8857628094735
Black or African American	Not Hispanic or Latino	50-54 years	M	2011	490	1280547	38.2648977351085
Black or African American	Not Hispanic or Latino	50-54 years	M	2012	484	1286971	37.6076850216516
Black or African American	Not Hispanic or Latino	55-59 years	F	2006	557	1046312	53.2345992399972
Black or African American	Not Hispanic or Latino	55-59 years	F	2007	547	1085461	50.3933351820102
Black or African American	Not Hispanic or Latino	55-59 years	F	2008	524	1123799	46.6275552834626
Black or African American	Not Hispanic or Latino	55-59 years	F	2009	541	1164471	46.458864153766
Black or African American	Not Hispanic or Latino	55-59 years	F	2010	511	1194067	42.7949185430968
Black or African American	Not Hispanic or Latino	55-59 years	F	2011	516	1242711	41.5221238083513
Black or African American	Not Hispanic or Latino	55-59 years	F	2012	543	1292069	42.0256193748167
Black or African American	Not Hispanic or Latino	55-59 years	M	2006	621	881087	70.4811216145511
Black or African American	Not Hispanic or Latino	55-59 years	M	2007	643	912345	70.4777249834218
Black or African American	Not Hispanic or Latino	55-59 years	M	2008	589	945305	62.3079323604551
Black or African American	Not Hispanic or Latino	55-59 years	M	2009	638	981716	64.9882450729131
Black or African American	Not Hispanic or Latino	55-59 years	M	2010	648	1009656	64.1802752620695
Black or African American	Not Hispanic or Latino	55-59 years	M	2011	709	1054879	67.2115000867398
Black or African American	Not Hispanic or Latino	55-59 years	M	2012	665	1100716	60.4152206382028
Black or African American	Not Hispanic or Latino	60-64 years	F	2006	629	720394	87.3133313159188
Black or African American	Not Hispanic or Latino	60-64 years	F	2007	637	768767	82.8599562676338
Black or African American	Not Hispanic or Latino	60-64 years	F	2008	556	815179	68.205878708848
Black or African American	Not Hispanic or Latino	60-64 years	F	2009	594	873483	68.0036131212628
Black or African American	Not Hispanic or Latino	60-64 years	F	2010	614	927423	66.2049571770379
Black or African American	Not Hispanic or Latino	60-64 years	F	2011	695	1006503	69.0509615967364
Black or African American	Not Hispanic or Latino	60-64 years	F	2012	642	1040236	61.7167642727227
Black or African American	Not Hispanic or Latino	60-64 years	M	2006	668	576788	115.813782533617
Black or African American	Not Hispanic or Latino	60-64 years	M	2007	633	620088	102.082285095019
Black or African American	Not Hispanic or Latino	60-64 years	M	2008	611	661596	92.3524326023737
Black or African American	Not Hispanic or Latino	60-64 years	M	2009	655	710808	92.1486533634962
Black or African American	Not Hispanic or Latino	60-64 years	M	2010	691	757918	91.1708126736665
Black or African American	Not Hispanic or Latino	60-64 years	M	2011	825	820245	100.579704844284
Black or African American	Not Hispanic or Latino	60-64 years	M	2012	812	844889	96.1072993020385
Black or African American	Not Hispanic or Latino	65-69 years	F	2006	762	574475	132.642847817573
Black or African American	Not Hispanic or Latino	65-69 years	F	2007	692	592733	116.747338177561
