Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	30-34 years	F	292	5164103	5.65441858924967
Black or African American	Not Hispanic or Latino	30-34 years	M	477	5035531	9.47268520440049
Black or African American	Not Hispanic or Latino	35-39 years	F	432	4564824	9.46367264104815
Black or African American	Not Hispanic or Latino	35-39 years	M	667	4271949	15.613482277059
Black or African American	Not Hispanic or Latino	40-44 years	F	595	4345933	13.690961181408
Black or African American	Not Hispanic or Latino	40-44 years	M	943	3949647	23.8755514100374
Black or African American	Not Hispanic or Latino	45-49 years	F	881	4059458	21.7024046067234
Black or African American	Not Hispanic or Latino	45-49 years	M	1342	3616741	37.1052281598268
Black or African American	Not Hispanic or Latino	50-54 years	F	1341	4135774	32.4244023005126
Black or African American	Not Hispanic or Latino	50-54 years	M	2048	3684666	55.58169994241
Black or African American	Not Hispanic or Latino	55-59 years	F	2120	4223086	50.2002564001775
Black or African American	Not Hispanic or Latino	55-59 years	M	3079	3684049	83.5765213763443
Black or African American	Not Hispanic or Latino	60-64 years	F	2953	4012493	73.5951439666063
Black or African American	Not Hispanic or Latino	60-64 years	M	3971	3390287	117.128726859997
Black or African American	Not Hispanic or Latino	65-69 years	F	3406	3315232	102.737907935252
Black or African American	Not Hispanic or Latino	65-69 years	M	4209	2599098	161.940796383976
Black or African American	Not Hispanic or Latino	70-74 years	F	3609	2525613	142.896001881523
Black or African American	Not Hispanic or Latino	70-74 years	M	4081	1840747	221.703471471093
Black or African American	Not Hispanic or Latino	75-79 years	F	3304	1608056	205.465481301646
Black or African American	Not Hispanic or Latino	75-79 years	M	3153	1075567	293.147707209314
Black or African American	Not Hispanic or Latino	80-84 years	F	3103	1052375	294.856871362395
Black or African American	Not Hispanic or Latino	80-84 years	M	2438	620058	393.18902425257
White	Not Hispanic or Latino	30-34 years	F	398	19060137	2.08812769813774
White	Not Hispanic or Latino	30-34 years	M	662	19574578	3.38193753142469
White	Not Hispanic or Latino	35-39 years	F	603	18685335	3.22712972499556
White	Not Hispanic or Latino	35-39 years	M	1020	19143755	5.32810830477093
White	Not Hispanic or Latino	40-44 years	F	922	17807055	5.17772309907506
White	Not Hispanic or Latino	40-44 years	M	1562	18232962	8.56690207548285
White	Not Hispanic or Latino	45-49 years	F	1498	17191949	8.7133808970699
White	Not Hispanic or Latino	45-49 years	M	2674	17518712	15.263679201987
White	Not Hispanic or Latino	50-54 years	F	2649	19379130	13.6693442894495
White	Not Hispanic or Latino	50-54 years	M	4978	19647157	25.3369991393666
White	Not Hispanic or Latino	55-59 years	F	4392	21591719	20.3411317088741
White	Not Hispanic or Latino	55-59 years	M	8351	21276469	39.2499338118557
White	Not Hispanic or Latino	60-64 years	F	6787	22715038	29.8788846402106
White	Not Hispanic or Latino	60-64 years	M	12350	21866414	56.479311148138
White	Not Hispanic or Latino	65-69 years	F	8905	20865508	42.6780886427496
White	Not Hispanic or Latino	65-69 years	M	15184	19366589	78.4030682945768
White	Not Hispanic or Latino	70-74 years	F	11531	18028045	63.9614556098567
White	Not Hispanic or Latino	70-74 years	M	17327	16170216	107.153794358715
White	Not Hispanic or Latino	75-79 years	F	11574	12888425	89.801507942204
White	Not Hispanic or Latino	75-79 years	M	16434	10931589	150.334960452684
White	Not Hispanic or Latino	80-84 years	F	10769	8500853	126.681404795495
White	Not Hispanic or Latino	80-84 years	M	13818	6501879	212.523179837705
