Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	30-34 years	F	398	9566672	4.16027642632673
Black or African American	Not Hispanic or Latino	30-34 years	M	491	8570746	5.72878953594005
Black or African American	Not Hispanic or Latino	35-39 years	F	577	9701843	5.94732361676024
Black or African American	Not Hispanic or Latino	35-39 years	M	750	8605616	8.71523897882499
Black or African American	Not Hispanic or Latino	40-44 years	F	954	10057585	9.48537844820601
Black or African American	Not Hispanic or Latino	40-44 years	M	1396	8954276	15.5903168497375
Black or African American	Not Hispanic or Latino	45-49 years	F	1583	10339811	15.3097575961495
Black or African American	Not Hispanic or Latino	45-49 years	M	2129	9185839	23.1769792612302
Black or African American	Not Hispanic or Latino	50-54 years	F	2634	9687107	27.1907804879207
Black or African American	Not Hispanic or Latino	50-54 years	M	3356	8486455	39.5453696508142
Black or African American	Not Hispanic or Latino	55-59 years	F	3739	8148890	45.883549784081
Black or African American	Not Hispanic or Latino	55-59 years	M	4513	6885704	65.5415916803859
Black or African American	Not Hispanic or Latino	60-64 years	F	4367	6151985	70.9852185920479
Black or African American	Not Hispanic or Latino	60-64 years	M	4895	4992332	98.0503700475049
Black or African American	Not Hispanic or Latino	65-69 years	F	4934	4493494	109.803195464376
Black or African American	Not Hispanic or Latino	65-69 years	M	4927	3438593	143.285349560125
Black or African American	Not Hispanic or Latino	70-74 years	F	5511	3451939	159.649402842866
Black or African American	Not Hispanic or Latino	70-74 years	M	4859	2447118	198.5601021283
Black or African American	Not Hispanic or Latino	75-79 years	F	6114	2652820	230.471724429098
Black or African American	Not Hispanic or Latino	75-79 years	M	4442	1655142	268.37576473801
Black or African American	Not Hispanic or Latino	80-84 years	F	6208	1924283	322.613669610967
Black or African American	Not Hispanic or Latino	80-84 years	M	3729	1013701	367.859950813899
White	Not Hispanic or Latino	30-34 years	F	585	40500557	1.44442457914838
White	Not Hispanic or Latino	30-34 years	M	865	41187939	2.10012936068493
White	Not Hispanic or Latino	35-39 years	F	989	43382242	2.27973464349768
White	Not Hispanic or Latino	35-39 years	M	1566	43852775	3.57103968905046
White	Not Hispanic or Latino	40-44 years	F	1843	48458553	3.80325017133714
White	Not Hispanic or Latino	40-44 years	M	3101	48599406	6.3807364229925
White	Not Hispanic or Latino	45-49 years	F	3269	54602317	5.98692542662613
White	Not Hispanic or Latino	45-49 years	M	5995	54105170	11.0802719961882
White	Not Hispanic or Latino	50-54 years	F	5472	55541764	9.85204575065351
White	Not Hispanic or Latino	50-54 years	M	9667	54413985	17.7656534436873
White	Not Hispanic or Latino	55-59 years	F	8509	51454895	16.536813455746
White	Not Hispanic or Latino	55-59 years	M	14035	49562426	28.3178228604064
White	Not Hispanic or Latino	60-64 years	F	11734	44375263	26.4426601820929
White	Not Hispanic or Latino	60-64 years	M	18653	41990687	44.4217547571918
White	Not Hispanic or Latino	65-69 years	F	13654	34604279	39.4575480101753
White	Not Hispanic or Latino	65-69 years	M	20211	31590281	63.9785382092676
White	Not Hispanic or Latino	70-74 years	F	16751	27266367	61.434660510511
White	Not Hispanic or Latino	70-74 years	M	21719	23522947	92.3311182055548
White	Not Hispanic or Latino	75-79 years	F	21809	23422782	93.1102035616435
White	Not Hispanic or Latino	75-79 years	M	24509	18405785	133.159221407835
White	Not Hispanic or Latino	80-84 years	F	28310	20018796	141.417096212979
White	Not Hispanic or Latino	80-84 years	M	26492	13434174	197.198577299952
