Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	57	1470609	3.87594527165276
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	63	1484560	4.24368162957375
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	75	1487728	5.04124409838358
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	70	1498513	4.67129747956808
Black or African American	Not Hispanic or Latino	30-34 years	F	2017	80	1519870	5.26360807174298
Black or African American	Not Hispanic or Latino	30-34 years	F	2018	66	1549097	4.26054662813239
Black or African American	Not Hispanic or Latino	30-34 years	F	2019	76	1602877	4.74147423663825
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	65	1341923	4.84379506126656
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	82	1362152	6.01988618010325
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	87	1374657	6.32885148804393
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	77	1397545	5.50966158513679
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	76	1431359	5.30963930083229
Black or African American	Not Hispanic or Latino	30-34 years	M	2018	106	1473500	7.19375636240244
Black or African American	Not Hispanic or Latino	30-34 years	M	2019	93	1538578	6.04454242813819
Black or African American	Not Hispanic or Latino	35-39 years	F	2013	79	1344139	5.8773683376496
Black or African American	Not Hispanic or Latino	35-39 years	F	2014	92	1374316	6.69423917061287
Black or African American	Not Hispanic or Latino	35-39 years	F	2015	88	1413525	6.22557082471127
Black or African American	Not Hispanic or Latino	35-39 years	F	2016	108	1445255	7.47272972589612
Black or African American	Not Hispanic or Latino	35-39 years	F	2017	107	1475146	7.25351931266465
Black or African American	Not Hispanic or Latino	35-39 years	F	2018	113	1494278	7.56218053133353
Black or African American	Not Hispanic or Latino	35-39 years	F	2019	108	1501244	7.19403374801165
Black or African American	Not Hispanic or Latino	35-39 years	M	2013	110	1199943	9.16710210401661
Black or African American	Not Hispanic or Latino	35-39 years	M	2014	112	1231071	9.09776934067978
Black or African American	Not Hispanic or Latino	35-39 years	M	2015	129	1271310	10.1470137102674
Black or African American	Not Hispanic or Latino	35-39 years	M	2016	113	1303281	8.67042487383765
Black or African American	Not Hispanic or Latino	35-39 years	M	2017	164	1336143	12.2741353283294
Black or African American	Not Hispanic or Latino	35-39 years	M	2018	166	1361639	12.1911901759571
Black or African American	Not Hispanic or Latino	35-39 years	M	2019	156	1374076	11.3530838177801
Black or African American	Not Hispanic or Latino	40-44 years	F	2013	133	1412452	9.41624918935298
Black or African American	Not Hispanic or Latino	40-44 years	F	2014	154	1406532	10.9489154885918
Black or African American	Not Hispanic or Latino	40-44 years	F	2015	135	1386639	9.73577117043441
Black or African American	Not Hispanic or Latino	40-44 years	F	2016	151	1352538	11.1641964957731
Black or African American	Not Hispanic or Latino	40-44 years	F	2017	159	1351467	11.7649931518861
Black or African American	Not Hispanic or Latino	40-44 years	F	2018	161	1354893	11.882857170271
Black or African American	Not Hispanic or Latino	40-44 years	F	2019	138	1378109	10.0137217012588
Black or African American	Not Hispanic or Latino	40-44 years	M	2013	209	1254873	16.6550718678304
Black or African American	Not Hispanic or Latino	40-44 years	M	2014	186	1246955	14.916336194971
Black or African American	Not Hispanic or Latino	40-44 years	M	2015	188	1226949	15.3225602694163
Black or African American	Not Hispanic or Latino	40-44 years	M	2016	209	1199479	17.4242316872575
Black or African American	Not Hispanic or Latino	40-44 years	M	2017	216	1197949	18.0308176725386
Black or African American	Not Hispanic or Latino	40-44 years	M	2018	246	1203743	20.4362559117685
Black or African American	Not Hispanic or Latino	40-44 years	M	2019	244	1228028	19.8692537955161
Black or African American	Not Hispanic or Latino	45-49 years	F	2013	231	1428396	16.171985919871
Black or African American	Not Hispanic or Latino	45-49 years	F	2014	234	1402364	16.6861100256424
Black or African American	Not Hispanic or Latino	45-49 years	F	2015	248	1396052	17.7643812694656
Black or African American	Not Hispanic or Latino	45-49 years	F	2016	228	1403832	16.2412596379054
Black or African American	Not Hispanic or Latino	45-49 years	F	2017	230	1413393	16.2728979130362
Black or African American	Not Hispanic or Latino	45-49 years	F	2018	279	1406949	19.8301430968713
Black or African American	Not Hispanic or Latino	45-49 years	F	2019	223	1397316	15.9591674324204
Black or African American	Not Hispanic or Latino	45-49 years	M	2013	305	1269490	24.0253960251755
Black or African American	Not Hispanic or Latino	45-49 years	M	2014	332	1247238	26.618816937906
Black or African American	Not Hispanic or Latino	45-49 years	M	2015	315	1240517	25.3926387143425
Black or African American	Not Hispanic or Latino	45-49 years	M	2016	327	1242735	26.3129307535396
Black or African American	Not Hispanic or Latino	45-49 years	M	2017	347	1249902	27.7621765546419
Black or African American	Not Hispanic or Latino	45-49 years	M	2018	355	1240961	28.606861940061
Black or African American	Not Hispanic or Latino	45-49 years	M	2019	362	1229131	29.4517020561681
Black or African American	Not Hispanic or Latino	50-54 years	F	2013	404	1467990	27.5206234374894
Black or African American	Not Hispanic or Latino	50-54 years	F	2014	377	1473543	25.5845944095286
Black or African American	Not Hispanic or Latino	50-54 years	F	2015	380	1467603	25.8925608628491
Black or African American	Not Hispanic or Latino	50-54 years	F	2016	399	1451167	27.4951125542408
Black or African American	Not Hispanic or Latino	50-54 years	F	2017	385	1432173	26.8822272169633
Black or African American	Not Hispanic or Latino	50-54 years	F	2018	403	1404709	28.6892160582726
Black or African American	Not Hispanic or Latino	50-54 years	F	2019	399	1377231	28.9711747702455
Black or African American	Not Hispanic or Latino	50-54 years	M	2013	461	1291678	35.6900094295947
Black or African American	Not Hispanic or Latino	50-54 years	M	2014	483	1296563	37.2523355980388
Black or African American	Not Hispanic or Latino	50-54 years	M	2015	543	1291152	42.0554667459757
Black or African American	Not Hispanic or Latino	50-54 years	M	2016	547	1277354	42.8228979593754
