Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2000	16	1361689	1.17501132784358
Black or African American	Not Hispanic or Latino	20-24 years	F	2001	16	1420272	1.12654477452206
Black or African American	Not Hispanic or Latino	20-24 years	F	2002	16	1452733	1.10137237881978
Black or African American	Not Hispanic or Latino	20-24 years	F	2003	12	1474407	0.81388653200914
Black or African American	Not Hispanic or Latino	20-24 years	F	2004	20	1483898	1.34780153352858
Black or African American	Not Hispanic or Latino	20-24 years	F	2005	16	1483098	1.07882284245545
Black or African American	Not Hispanic or Latino	20-24 years	M	2000	22	1288774	1.70704871451472
Black or African American	Not Hispanic or Latino	20-24 years	M	2001	20	1354373	1.47669807357353
Black or African American	Not Hispanic or Latino	20-24 years	M	2002	20	1397013	1.4316259046981
Black or African American	Not Hispanic or Latino	20-24 years	M	2003	31	1426855	2.17261039138525
Black or African American	Not Hispanic or Latino	20-24 years	M	2004	16	1455519	1.09926424869754
Black or African American	Not Hispanic or Latino	20-24 years	M	2005	27	1467280	1.84013957799466
Black or African American	Not Hispanic or Latino	25-29 years	F	2000	25	1345107	1.85858820153341
Black or African American	Not Hispanic or Latino	25-29 years	F	2001	24	1304639	1.83958934233914
Black or African American	Not Hispanic or Latino	25-29 years	F	2002	16	1293736	1.23672835879963
Black or African American	Not Hispanic or Latino	25-29 years	F	2003	34	1295263	2.62494952762489
Black or African American	Not Hispanic or Latino	25-29 years	F	2004	40	1324683	3.01959034727554
Black or African American	Not Hispanic or Latino	25-29 years	F	2005	42	1363164	3.08106728170638
Black or African American	Not Hispanic or Latino	25-29 years	M	2000	39	1217250	3.20394331484905
Black or African American	Not Hispanic or Latino	25-29 years	M	2001	27	1176367	2.29520209254425
Black or African American	Not Hispanic or Latino	25-29 years	M	2002	46	1161423	3.96065860586539
Black or African American	Not Hispanic or Latino	25-29 years	M	2003	38	1156545	3.28564820218841
Black or African American	Not Hispanic or Latino	25-29 years	M	2004	47	1184157	3.96906829077563
Black or African American	Not Hispanic or Latino	25-29 years	M	2005	37	1219297	3.03453547412976
Black or African American	Not Hispanic or Latino	30-34 years	F	2000	53	1384892	3.82701322558005
Black or African American	Not Hispanic or Latino	30-34 years	F	2001	62	1388476	4.46532745254509
Black or African American	Not Hispanic or Latino	30-34 years	F	2002	60	1393457	4.30583792682515
Black or African American	Not Hispanic or Latino	30-34 years	F	2003	60	1388044	4.32262954200299
Black or African American	Not Hispanic or Latino	30-34 years	F	2004	54	1376595	3.92272236932431
Black or African American	Not Hispanic or Latino	30-34 years	F	2005	63	1350939	4.66342299689327
Black or African American	Not Hispanic or Latino	30-34 years	M	2000	64	1243849	5.14531908615917
Black or African American	Not Hispanic or Latino	30-34 years	M	2001	79	1241242	6.36459288357951
Black or African American	Not Hispanic or Latino	30-34 years	M	2002	83	1243774	6.67323806414992
Black or African American	Not Hispanic or Latino	30-34 years	M	2003	91	1233902	7.37497791558811
Black or African American	Not Hispanic or Latino	30-34 years	M	2004	80	1222155	6.54581456525564
Black or African American	Not Hispanic or Latino	30-34 years	M	2005	82	1196334	6.85427313776922
Black or African American	Not Hispanic or Latino	35-39 years	F	2000	96	1505402	6.37703417426043
Black or African American	Not Hispanic or Latino	35-39 years	F	2001	102	1491812	6.83732266532244
Black or African American	Not Hispanic or Latino	35-39 years	F	2002	89	1467701	6.06390538672386
Black or African American	Not Hispanic or Latino	35-39 years	F	2003	111	1440844	7.70381803998212
Black or African American	Not Hispanic or Latino	35-39 years	F	2004	89	1408319	6.31959094494926
Black or African American	Not Hispanic or Latino	35-39 years	F	2005	97	1396992	6.94349001282756
Black or African American	Not Hispanic or Latino	35-39 years	M	2000	113	1333184	8.47594930632231
Black or African American	Not Hispanic or Latino	35-39 years	M	2001	114	1322748	8.61842164947518
Black or African American	Not Hispanic or Latino	35-39 years	M	2002	175	1298817	13.4737996191919
Black or African American	Not Hispanic or Latino	35-39 years	M	2003	148	1273108	11.6250938647782
Black or African American	Not Hispanic or Latino	35-39 years	M	2004	184	1248378	14.7391254892348
Black or African American	Not Hispanic or Latino	35-39 years	M	2005	158	1238840	12.7538665202932
Black or African American	Not Hispanic or Latino	40-44 years	F	2000	167	1442018	11.5809927476633
Black or African American	Not Hispanic or Latino	40-44 years	F	2001	191	1475496	12.9447995792601
Black or African American	Not Hispanic or Latino	40-44 years	F	2002	196	1487168	13.1794121444248
Black or African American	Not Hispanic or Latino	40-44 years	F	2003	235	1498869	15.6784882468048
Black or African American	Not Hispanic or Latino	40-44 years	F	2004	214	1510161	14.1706745174852
Black or African American	Not Hispanic or Latino	40-44 years	F	2005	216	1506129	14.3414010353695
Black or African American	Not Hispanic or Latino	40-44 years	M	2000	252	1273647	19.7857020037734
Black or African American	Not Hispanic or Latino	40-44 years	M	2001	295	1304062	22.6216238184994
Black or African American	Not Hispanic or Latino	40-44 years	M	2002	275	1314793	20.9158399839366
Black or African American	Not Hispanic or Latino	40-44 years	M	2003	294	1321512	22.2472440658882
Black or African American	Not Hispanic or Latino	40-44 years	M	2004	285	1331998	21.396428523166
Black or African American	Not Hispanic or Latino	40-44 years	M	2005	313	1329094	23.5498768333918
Black or African American	Not Hispanic or Latino	45-49 years	F	2000	266	1225916	21.6980608785594
Black or African American	Not Hispanic or Latino	45-49 years	F	2001	258	1272430	20.2761645041378
Black or African American	Not Hispanic or Latino	45-49 years	F	2002	302	1321076	22.8601533901153
Black or African American	Not Hispanic or Latino	45-49 years	F	2003	349	1363748	25.5912382639608
Black or African American	Not Hispanic or Latino	45-49 years	F	2004	380	1398644	27.1691724270079
Black or African American	Not Hispanic or Latino	45-49 years	F	2005	348	1436071	24.2327851478095
Black or African American	Not Hispanic or Latino	45-49 years	M	2000	358	1061019	33.7411488389935
Black or African American	Not Hispanic or Latino	45-49 years	M	2001	428	1105384	38.7195761834801
Black or African American	Not Hispanic or Latino	45-49 years	M	2002	429	1153639	37.1866762479424
Black or African American	Not Hispanic or Latino	45-49 years	M	2003	513	1196401	42.8786000680374
Black or African American	Not Hispanic or Latino	45-49 years	M	2004	509	1231607	41.3281184663614
Black or African American	Not Hispanic or Latino	45-49 years	M	2005	507	1267913	39.9869707148677
Black or African American	Not Hispanic or Latino	50-54 years	F	2000	297	980443	30.2924290346303
Black or African American	Not Hispanic or Latino	50-54 years	F	2001	348	1066260	32.6374430251533
Black or African American	Not Hispanic or Latino	50-54 years	F	2002	372	1105949	33.6362707502787
Black or African American	Not Hispanic or Latino	50-54 years	F	2003	430	1144404	37.5741433969123
Black or African American	Not Hispanic or Latino	50-54 years	F	2004	412	1185311	34.7588101350616
Black or African American	Not Hispanic or Latino	50-54 years	F	2005	398	1223782	32.5221322098217
Black or African American	Not Hispanic or Latino	50-54 years	M	2000	461	834987	55.2104404020661
Black or African American	Not Hispanic or Latino	50-54 years	M	2001	511	912639	55.9914708882702
Black or African American	Not Hispanic or Latino	50-54 years	M	2002	547	945720	57.8395296705156
Black or African American	Not Hispanic or Latino	50-54 years	M	2003	615	979716	62.7732934850508
Black or African American	Not Hispanic or Latino	50-54 years	M	2004	615	1017168	60.4619885800576
Black or African American	Not Hispanic or Latino	50-54 years	M	2005	662	1054056	62.8050122574133
Black or African American	Not Hispanic or Latino	55-59 years	F	2000	345	721707	47.8033329315082
Black or African American	Not Hispanic or Latino	55-59 years	F	2001	355	749059	47.3927954940799
Black or African American	Not Hispanic or Latino	55-59 years	F	2002	402	799225	50.2987268916763
Black or African American	Not Hispanic or Latino	55-59 years	F	2003	449	846733	53.0273415586732
Black or African American	Not Hispanic or Latino	55-59 years	F	2004	444	906422	48.9838066595912
Black or African American	Not Hispanic or Latino	55-59 years	F	2005	405	976118	41.4908853232908
Black or African American	Not Hispanic or Latino	55-59 years	M	2000	449	590653	76.0175602257163
Black or African American	Not Hispanic or Latino	55-59 years	M	2001	460	616383	74.6289238995884
Black or African American	Not Hispanic or Latino	55-59 years	M	2002	553	662769	83.4378192100113
Black or African American	Not Hispanic or Latino	55-59 years	M	2003	615	706655	87.0297386985162
Black or African American	Not Hispanic or Latino	55-59 years	M	2004	648	758635	85.4165705510555
Black or African American	Not Hispanic or Latino	55-59 years	M	2005	666	820971	81.12345015841
Black or African American	Not Hispanic or Latino	60-64 years	F	2000	397	596149	66.5940897326004
Black or African American	Not Hispanic or Latino	60-64 years	F	2001	396	610941	64.8180429861476
Black or African American	Not Hispanic or Latino	60-64 years	F	2002	407	629297	64.6753440744196
Black or African American	Not Hispanic or Latino	60-64 years	F	2003	446	653908	68.205313285661
Black or African American	Not Hispanic or Latino	60-64 years	F	2004	422	678186	62.2248173804826
Black or African American	Not Hispanic or Latino	60-64 years	F	2005	400	698748	57.2452443513255
Black or African American	Not Hispanic or Latino	60-64 years	M	2000	495	470342	105.242568173797
Black or African American	Not Hispanic or Latino	60-64 years	M	2001	450	483638	93.0447979687287
Black or African American	Not Hispanic or Latino	60-64 years	M	2002	526	497980	105.626731997269
Black or African American	Not Hispanic or Latino	60-64 years	M	2003	530	518313	102.254815140658
Black or African American	Not Hispanic or Latino	60-64 years	M	2004	617	538700	114.534991646557
Black or African American	Not Hispanic or Latino	60-64 years	M	2005	594	556778	106.685249776392
Black or African American	Not Hispanic or Latino	65-69 years	F	2000	474	508629	93.1916976814142
Black or African American	Not Hispanic or Latino	65-69 years	F	2001	458	522334	87.6833596893941
