Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	12	1770138	0.677913247441725
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	20	1785941	1.11985782285081
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	8	1762150	0.453990863433873
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	12	1714649	0.699851689762744
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	4	1677678	0.23842477519524
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	8	1643358	0.486808108762668
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	12	1615209	0.742937910821448
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	19	1794159	1.05899198454541
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	28	1826372	1.53309402465653
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	15	1815640	0.826154964640567
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	25	1773358	1.40975482671858
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	36	1733291	2.07697380301404
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	29	1691428	1.71452760625933
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	28	1660340	1.6864015803992
Black or African American	Not Hispanic or Latino	25-29 years	F	2013	33	1510526	2.18466944627236
Black or African American	Not Hispanic or Latino	25-29 years	F	2014	29	1571068	1.84587809057278
Black or African American	Not Hispanic or Latino	25-29 years	F	2015	36	1639497	2.19579541774093
Black or African American	Not Hispanic or Latino	25-29 years	F	2016	29	1707945	1.69794694794036
Black or African American	Not Hispanic or Latino	25-29 years	F	2017	35	1773228	1.9738014513644
Black or African American	Not Hispanic or Latino	25-29 years	F	2018	44	1811064	2.42951104985798
Black or African American	Not Hispanic or Latino	25-29 years	F	2019	36	1817908	1.98029823291388
Black or African American	Not Hispanic or Latino	25-29 years	M	2013	48	1442576	3.32738101840042
Black or African American	Not Hispanic or Latino	25-29 years	M	2014	44	1517010	2.90044231745341
Black or African American	Not Hispanic or Latino	25-29 years	M	2015	50	1599040	3.1268761256754
Black or African American	Not Hispanic or Latino	25-29 years	M	2016	45	1683093	2.67364904969601
Black or African American	Not Hispanic or Latino	25-29 years	M	2017	48	1765639	2.71856251476094
Black or African American	Not Hispanic or Latino	25-29 years	M	2018	69	1824430	3.78200314618812
Black or African American	Not Hispanic or Latino	25-29 years	M	2019	65	1845874	3.52136711389835
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	62	1470609	4.21594047092055
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	54	1484560	3.6374413967775
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	58	1487728	3.89856210274997
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	61	1498513	4.0707020893379
Black or African American	Not Hispanic or Latino	30-34 years	F	2017	61	1519870	4.01350115470402
Black or African American	Not Hispanic or Latino	30-34 years	F	2018	75	1549097	4.84153025924135
Black or African American	Not Hispanic or Latino	30-34 years	F	2019	83	1602877	5.17818896896019
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	107	1341923	7.97363187008495
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	95	1362152	6.97425837938791
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	109	1374657	7.92925071490561
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	92	1397545	6.58297228354007
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	148	1431359	10.3398239016208
Black or African American	Not Hispanic or Latino	30-34 years	M	2018	117	1473500	7.94027824906685
Black or African American	Not Hispanic or Latino	30-34 years	M	2019	130	1538578	8.44936038341898
Black or African American	Not Hispanic or Latino	35-39 years	F	2013	91	1344139	6.77013314843182
Black or African American	Not Hispanic or Latino	35-39 years	F	2014	112	1374316	8.14950855552871
Black or African American	Not Hispanic or Latino	35-39 years	F	2015	104	1413525	7.35749279284059
Black or African American	Not Hispanic or Latino	35-39 years	F	2016	126	1445255	8.71818468021214
Black or African American	Not Hispanic or Latino	35-39 years	F	2017	133	1475146	9.01605671574204
Black or African American	Not Hispanic or Latino	35-39 years	F	2018	128	1494278	8.56600980540435
Black or African American	Not Hispanic or Latino	35-39 years	F	2019	138	1501244	9.19237645579266
Black or African American	Not Hispanic or Latino	35-39 years	M	2013	190	1199943	15.8340854523923
Black or African American	Not Hispanic or Latino	35-39 years	M	2014	199	1231071	16.1647865963864
Black or African American	Not Hispanic or Latino	35-39 years	M	2015	225	1271310	17.6982797272105
Black or African American	Not Hispanic or Latino	35-39 years	M	2016	219	1303281	16.8037437820393
Black or African American	Not Hispanic or Latino	35-39 years	M	2017	206	1336143	15.4175114489991
Black or African American	Not Hispanic or Latino	35-39 years	M	2018	240	1361639	17.6258171218656
Black or African American	Not Hispanic or Latino	35-39 years	M	2019	249	1374076	18.1212684014567
Black or African American	Not Hispanic or Latino	40-44 years	F	2013	194	1412452	13.73498002056
Black or African American	Not Hispanic or Latino	40-44 years	F	2014	187	1406532	13.2951116647186
Black or African American	Not Hispanic or Latino	40-44 years	F	2015	208	1386639	15.0002992848175
Black or African American	Not Hispanic or Latino	40-44 years	F	2016	195	1352538	14.4173398455348
Black or African American	Not Hispanic or Latino	40-44 years	F	2017	201	1351467	14.8727271920069
Black or African American	Not Hispanic or Latino	40-44 years	F	2018	201	1354893	14.83511982127
Black or African American	Not Hispanic or Latino	40-44 years	F	2019	200	1378109	14.5126401467518
Black or African American	Not Hispanic or Latino	40-44 years	M	2013	326	1254873	25.9787245402523
Black or African American	Not Hispanic or Latino	40-44 years	M	2014	321	1246955	25.7427092397079
Black or African American	Not Hispanic or Latino	40-44 years	M	2015	364	1226949	29.6670847769549
Black or African American	Not Hispanic or Latino	40-44 years	M	2016	324	1199479	27.0117275917294
Black or African American	Not Hispanic or Latino	40-44 years	M	2017	341	1197949	28.465318640443
Black or African American	Not Hispanic or Latino	40-44 years	M	2018	354	1203743	29.4082707023011
Black or African American	Not Hispanic or Latino	40-44 years	M	2019	407	1228028	33.1425667818649
Black or African American	Not Hispanic or Latino	45-49 years	F	2013	297	1428396	20.7925533255484
Black or African American	Not Hispanic or Latino	45-49 years	F	2014	297	1402364	21.1785242633154
Black or African American	Not Hispanic or Latino	45-49 years	F	2015	325	1396052	23.2799351313561
Black or African American	Not Hispanic or Latino	45-49 years	F	2016	319	1403832	22.7235167740869
Black or African American	Not Hispanic or Latino	45-49 years	F	2017	305	1413393	21.5792776672872
Black or African American	Not Hispanic or Latino	45-49 years	F	2018	309	1406949	21.9624165481478
Black or African American	Not Hispanic or Latino	45-49 years	F	2019	296	1397316	21.1834688789078
Black or African American	Not Hispanic or Latino	45-49 years	M	2013	477	1269490	37.5741439475695
Black or African American	Not Hispanic or Latino	45-49 years	M	2014	496	1247238	39.7678710879559
Black or African American	Not Hispanic or Latino	45-49 years	M	2015	461	1240517	37.1619252295615
Black or African American	Not Hispanic or Latino	45-49 years	M	2016	531	1242735	42.7283370951973
Black or African American	Not Hispanic or Latino	45-49 years	M	2017	513	1249902	41.0432177882746
Black or African American	Not Hispanic or Latino	45-49 years	M	2018	518	1240961	41.7418436195819
Black or African American	Not Hispanic or Latino	45-49 years	M	2019	567	1229131	46.1301521156004
Black or African American	Not Hispanic or Latino	50-54 years	F	2013	545	1467990	37.1255934985933
Black or African American	Not Hispanic or Latino	50-54 years	F	2014	477	1473543	32.3709589743903
Black or African American	Not Hispanic or Latino	50-54 years	F	2015	465	1467603	31.6843178979601
Black or African American	Not Hispanic or Latino	50-54 years	F	2016	516	1451167	35.5575891678904
Black or African American	Not Hispanic or Latino	50-54 years	F	2017	457	1432173	31.9095528263694
Black or African American	Not Hispanic or Latino	50-54 years	F	2018	464	1404709	33.0317524839664
Black or African American	Not Hispanic or Latino	50-54 years	F	2019	470	1377231	34.1264464712165
Black or African American	Not Hispanic or Latino	50-54 years	M	2013	738	1291678	57.1349825575724
Black or African American	Not Hispanic or Latino	50-54 years	M	2014	728	1296563	56.1484478579136
Black or African American	Not Hispanic or Latino	50-54 years	M	2015	752	1291152	58.2425616813512
Black or African American	Not Hispanic or Latino	50-54 years	M	2016	768	1277354	60.1242881769658
Black or African American	Not Hispanic or Latino	50-54 years	M	2017	727	1259223	57.7340153412064
Black or African American	Not Hispanic or Latino	50-54 years	M	2018	779	1234617	63.0964906525668
Black or African American	Not Hispanic or Latino	50-54 years	M	2019	723	1208849	59.8089587698712
Black or African American	Not Hispanic or Latino	55-59 years	F	2013	597	1330735	44.8624256519893
Black or African American	Not Hispanic or Latino	55-59 years	F	2014	639	1364351	46.8354550991644
Black or African American	Not Hispanic or Latino	55-59 years	F	2015	644	1395987	46.1322347557678
Black or African American	Not Hispanic or Latino	55-59 years	F	2016	627	1412482	44.3899462081641
Black or African American	Not Hispanic or Latino	55-59 years	F	2017	670	1421202	47.1431928747638
Black or African American	Not Hispanic or Latino	55-59 years	F	2018	664	1426347	46.5524868773167
Black or African American	Not Hispanic or Latino	55-59 years	F	2019	635	1428980	44.4372909347926
Black or African American	Not Hispanic or Latino	55-59 years	M	2013	947	1139012	83.1422320396976
Black or African American	Not Hispanic or Latino	55-59 years	M	2014	1012	1171735	86.3676513887526
Black or African American	Not Hispanic or Latino	55-59 years	M	2015	987	1200683	82.2032126714545
Black or African American	Not Hispanic or Latino	55-59 years	M	2016	1057	1216592	86.8820442679222
Black or African American	Not Hispanic or Latino	55-59 years	M	2017	1042	1224431	85.1007529211528
Black or African American	Not Hispanic or Latino	55-59 years	M	2018	1143	1227043	93.1507697774243
Black or African American	Not Hispanic or Latino	55-59 years	M	2019	1086	1228490	88.401207987041
Black or African American	Not Hispanic or Latino	60-64 years	F	2013	634	1075039	58.9746046422502
Black or African American	Not Hispanic or Latino	60-64 years	F	2014	703	1114807	63.0602427146582
Black or African American	Not Hispanic or Latino	60-64 years	F	2015	739	1153658	64.057112246437
Black or African American	Not Hispanic or Latino	60-64 years	F	2016	711	1190046	59.7455896662818
Black or African American	Not Hispanic or Latino	60-64 years	F	2017	816	1239642	65.825456059088
Black or African American	Not Hispanic or Latino	60-64 years	F	2018	862	1272746	67.7275748656841
Black or African American	Not Hispanic or Latino	60-64 years	F	2019	830	1301964	63.7498425455696
Black or African American	Not Hispanic or Latino	60-64 years	M	2013	953	872930	109.172556791495
Black or African American	Not Hispanic or Latino	60-64 years	M	2014	1022	904640	112.973116377786
Black or African American	Not Hispanic or Latino	60-64 years	M	2015	1099	938589	117.090654162791
Black or African American	Not Hispanic or Latino	60-64 years	M	2016	1135	971972	116.772911153819
Black or African American	Not Hispanic or Latino	60-64 years	M	2017	1275	1015295	125.579265139688
Black or African American	Not Hispanic or Latino	60-64 years	M	2018	1277	1048087	121.841030372479
Black or African American	Not Hispanic or Latino	60-64 years	M	2019	1346	1076824	124.997214029405
