Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2020	8	1610597	0.496710226083868
Black or African American	Not Hispanic or Latino	20-24 years	F	2021	9	1607120	0.560007964557718
Black or African American	Not Hispanic or Latino	20-24 years	F	2022	14	1686424	0.830158963582112
Black or African American	Not Hispanic or Latino	20-24 years	M	2020	16	1652385	0.968297339905651
Black or African American	Not Hispanic or Latino	20-24 years	M	2021	24	1642560	1.46113383985973
Black or African American	Not Hispanic or Latino	20-24 years	M	2022	31	1718441	1.80396068296788
Black or African American	Not Hispanic or Latino	25-29 years	F	2020	44	1789798	2.45837798455468
Black or African American	Not Hispanic or Latino	25-29 years	F	2021	28	1717789	1.63000228782464
Black or African American	Not Hispanic or Latino	25-29 years	F	2022	39	1673395	2.33059140250807
Black or African American	Not Hispanic or Latino	25-29 years	M	2020	65	1830579	3.5507891219117
Black or African American	Not Hispanic or Latino	25-29 years	M	2021	64	1736416	3.68575272284982
Black or African American	Not Hispanic or Latino	25-29 years	M	2022	71	1704656	4.16506321510029
Black or African American	Not Hispanic or Latino	30-34 years	F	2020	88	1669692	5.27043310981906
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	91	1727635	5.26731630234396
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	111	1766776	6.28263005610219
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	161	1617245	9.95520159283226
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	139	1678798	8.27973347597507
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	153	1739488	8.79569160580585
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	137	1502992	9.11515164418706
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	151	1528319	9.8801362804493
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	159	1533513	10.3683503172128
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	280	1383849	20.2334214209787
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	264	1434313	18.4060243475448
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	306	1453787	21.048475464425
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	256	1414368	18.0999570126021
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	269	1459174	18.435087247991
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	273	1472391	18.5412706271636
Black or African American	Not Hispanic or Latino	40-44 years	M	2020	440	1265505	34.7687286893375
Black or African American	Not Hispanic or Latino	40-44 years	M	2021	485	1329536	36.4788918840859
Black or African American	Not Hispanic or Latino	40-44 years	M	2022	451	1354606	33.2938138469784
Black or African American	Not Hispanic or Latino	45-49 years	F	2020	377	1375619	27.4058442054086
Black or African American	Not Hispanic or Latino	45-49 years	F	2021	380	1349300	28.1627510561032
Black or African American	Not Hispanic or Latino	45-49 years	F	2022	361	1334539	27.0505395496123
Black or African American	Not Hispanic or Latino	45-49 years	M	2020	662	1207681	54.8157998676803
Black or African American	Not Hispanic or Latino	45-49 years	M	2021	629	1208836	52.0335264667829
Black or African American	Not Hispanic or Latino	45-49 years	M	2022	600	1200224	49.9906684085637
Black or African American	Not Hispanic or Latino	50-54 years	F	2020	555	1370203	40.5049470771849
Black or African American	Not Hispanic or Latino	50-54 years	F	2021	550	1385068	39.7092417123203
Black or African American	Not Hispanic or Latino	50-54 years	F	2022	494	1380503	35.7840584192863
Black or African American	Not Hispanic or Latino	50-54 years	M	2020	920	1200964	76.605127214471
Black or African American	Not Hispanic or Latino	50-54 years	M	2021	967	1241322	77.9008186433496
Black or African American	Not Hispanic or Latino	50-54 years	M	2022	879	1242380	70.7512999243388
Black or African American	Not Hispanic or Latino	55-59 years	F	2020	796	1421662	55.9908051280825
Black or African American	Not Hispanic or Latino	55-59 years	F	2021	731	1417403	51.5731940739507
Black or African American	Not Hispanic or Latino	55-59 years	F	2022	708	1384021	51.1552931639043
Black or African American	Not Hispanic or Latino	55-59 years	M	2020	1356	1221168	111.041232655949
Black or African American	Not Hispanic or Latino	55-59 years	M	2021	1300	1245183	104.402324798845
Black or African American	Not Hispanic or Latino	55-59 years	M	2022	1260	1217698	103.473931960141
Black or African American	Not Hispanic or Latino	60-64 years	F	2020	1053	1329313	79.2138495598854
