Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	96	8676097	1.10648832072763
Black or African American	Not Hispanic or Latino	20-24 years	M	136	8389814	1.62101329064029
Black or African American	Not Hispanic or Latino	25-29 years	F	181	7926592	2.28345296440135
Black or African American	Not Hispanic or Latino	25-29 years	M	234	7115039	3.28880839584997
Black or African American	Not Hispanic or Latino	30-34 years	F	352	8282403	4.24997431301037
Black or African American	Not Hispanic or Latino	30-34 years	M	479	7381256	6.48941047431494
Black or African American	Not Hispanic or Latino	35-39 years	F	584	8711070	6.70411327196314
Black or African American	Not Hispanic or Latino	35-39 years	M	892	7715075	11.5617800215811
Black or African American	Not Hispanic or Latino	40-44 years	F	1219	8919841	13.6661628833967
Black or African American	Not Hispanic or Latino	40-44 years	M	1714	7875106	21.7647864041449
Black or African American	Not Hispanic or Latino	45-49 years	F	1903	8017885	23.7344386954914
Black or African American	Not Hispanic or Latino	45-49 years	M	2744	7015963	39.1108105900787
Black or African American	Not Hispanic or Latino	50-54 years	F	2257	6706149	33.6556792877701
Black or African American	Not Hispanic or Latino	50-54 years	M	3411	5744286	59.3807481034196
Black or African American	Not Hispanic or Latino	55-59 years	F	2400	4999264	48.0070666402094
Black or African American	Not Hispanic or Latino	55-59 years	M	3391	4156066	81.5915820393613
Black or African American	Not Hispanic or Latino	60-64 years	F	2468	3867229	63.818305044775
Black or African American	Not Hispanic or Latino	60-64 years	M	3212	3065751	104.770413513687
Black or African American	Not Hispanic or Latino	65-69 years	F	2883	3210945	89.7866515932226
Black or African American	Not Hispanic or Latino	65-69 years	M	3168	2409604	131.473885335516
Black or African American	Not Hispanic or Latino	70-74 years	F	3612	2678186	134.867406520682
Black or African American	Not Hispanic or Latino	70-74 years	M	3171	1819341	174.293878937483
Black or African American	Not Hispanic or Latino	75-79 years	F	4547	2156008	210.899031914538
Black or African American	Not Hispanic or Latino	75-79 years	M	3187	1295091	246.083093774878
Black or African American	Not Hispanic or Latino	80-84 years	F	4953	1476427	335.472055171031
Black or African American	Not Hispanic or Latino	80-84 years	M	2729	756900	360.549610252345
White	Not Hispanic or Latino	20-24 years	F	60	36938462	0.162432317837164
White	Not Hispanic or Latino	20-24 years	M	106	37753354	0.280769756244703
White	Not Hispanic or Latino	25-29 years	F	92	34509350	0.26659441571632
White	Not Hispanic or Latino	25-29 years	M	239	34904656	0.684722404942194
White	Not Hispanic or Latino	30-34 years	F	198	38604835	0.512889123862335
White	Not Hispanic or Latino	30-34 years	M	467	39156892	1.19263806739309
White	Not Hispanic or Latino	35-39 years	F	358	43440670	0.824112519443185
White	Not Hispanic or Latino	35-39 years	M	1003	43663665	2.2971044688988
White	Not Hispanic or Latino	40-44 years	F	886	48452245	1.82860463947543
White	Not Hispanic or Latino	40-44 years	M	2234	48311247	4.62418202535737
White	Not Hispanic or Latino	45-49 years	F	1488	47311534	3.14511045023397
White	Not Hispanic or Latino	45-49 years	M	3597	46818149	7.68291800686097
White	Not Hispanic or Latino	50-54 years	F	2012	43493384	4.62599093232203
White	Not Hispanic or Latino	50-54 years	M	4821	42574722	11.3236206216449
White	Not Hispanic or Latino	55-59 years	F	2643	36757112	7.19044521234421
White	Not Hispanic or Latino	55-59 years	M	5449	35362830	15.4088346436074
White	Not Hispanic or Latino	60-64 years	F	3445	29187241	11.8031025954115
White	Not Hispanic or Latino	60-64 years	M	5701	27218622	20.9452190489291
White	Not Hispanic or Latino	65-69 years	F	4592	24799533	18.5164777094794
White	Not Hispanic or Latino	65-69 years	M	6322	22098581	28.6081717192611
White	Not Hispanic or Latino	70-74 years	F	7663	23460678	32.6631651480831
White	Not Hispanic or Latino	70-74 years	M	7863	19349766	40.6361503286396
White	Not Hispanic or Latino	75-79 years	F	13848	21842200	63.4002069388615
White	Not Hispanic or Latino	75-79 years	M	10783	15867124	67.9581252405918
White	Not Hispanic or Latino	80-84 years	F	22581	17051768	132.426150766302
White	Not Hispanic or Latino	80-84 years	M	12895	10469073	123.172319077343
