Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Deaths	Population	Crude Rate
Black or African American	Female	F	55 years	55	1486	7020369	21.16697854486
Black or African American	Female	F	60 years	60	2046	5970899	34.2661967653447
Black or African American	Female	F	65 years	65	2224	4646004	47.8690935263939
Black or African American	Female	F	70 years	70	2662	3182915	83.6340272988754
Black or African American	Female	F	75 years	75	3166	2250432	140.684099763956
Black or African American	Female	F	80 years	80	4084	1563340	261.235559763071
Black or African American	Female	F	85 years	85	11988	1681461	712.951415465479
Black or African American	Male	M	55 years	55	2163	6040484	35.8083888642036
Black or African American	Male	M	60 years	60	2792	4878583	57.2297324858468
Black or African American	Male	M	65 years	65	2944	3589217	82.0234608272501
Black or African American	Male	M	70 years	70	2793	2303763	121.236429268115
Black or African American	Male	M	75 years	75	3025	1482363	204.066075583376
Black or African American	Male	M	80 years	80	2944	891728	330.145515224373
Black or African American	Male	M	85 years	85	5302	712118	744.539528561278
White	Female	F	55 years	55	2266	39165570	5.78569391432322
White	Female	F	60 years	60	3873	36704470	10.5518483171123
White	Female	F	65 years	65	6331	32395039	19.5431158456083
White	Female	F	70 years	70	10620	24961617	42.5453206817491
White	Female	F	75 years	75	16350	18133396	90.1651295763904
White	Female	F	80 years	80	28780	13426553	214.351367771013
White	Female	F	85 years	85	151211	16758921	902.271691596374
White	Male	M	55 years	55	4177	37817716	11.0450879688239
White	Male	M	60 years	60	6697	34558810	19.3785607779898
White	Male	M	65 years	65	10134	29829851	33.9726805876436
White	Male	M	70 years	70	14358	22122327	64.9027563872462
White	Male	M	75 years	75	19284	15015321	128.428822800392
White	Male	M	80 years	80	27575	9950744	277.114957434339
White	Male	M	85 years	85	85867	9086773	944.966931604872
