Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Female	F	55 years	55	2009	2009	194	1164471	16.6599254081896
Black or African American	Female	F	55 years	55	2010	2010	193	1194067	16.1632471209739
Black or African American	Female	F	55 years	55	2011	2011	208	1242711	16.7376002948393
Black or African American	Female	F	55 years	55	2012	2012	220	1292069	17.0269544428355
Black or African American	Female	F	55 years	55	2013	2013	252	1330735	18.9369032902869
Black or African American	Female	F	60 years	60	2009	2009	228	873483	26.1023969556362
Black or African American	Female	F	60 years	60	2010	2010	212	927423	22.8590405888144
Black or African American	Female	F	60 years	60	2011	2011	226	1006503	22.4539817566366
Black or African American	Female	F	60 years	60	2012	2012	274	1040236	26.3401766522212
Black or African American	Female	F	60 years	60	2013	2013	330	1075039	30.6965607759346
Black or African American	Female	F	65 years	65	2009	2009	261	641482	40.687034086693
Black or African American	Female	F	65 years	65	2010	2010	242	657563	36.8025573215038
Black or African American	Female	F	65 years	65	2011	2011	271	680703	39.8117828186448
Black or African American	Female	F	65 years	65	2012	2012	314	729212	43.0601800299501
Black or African American	Female	F	65 years	65	2013	2013	327	774692	42.2103235866641
Black or African American	Female	F	70 years	70	2009	2009	365	487912	74.8085720375805
Black or African American	Female	F	70 years	70	2010	2010	331	496664	66.6446531256544
Black or African American	Female	F	70 years	70	2011	2011	355	515854	68.8179213498393
Black or African American	Female	F	70 years	70	2012	2012	353	531565	66.4076829738602
Black or African American	Female	F	70 years	70	2013	2013	424	556554	76.1830837618632
Black or African American	Female	F	75 years	75	2009	2009	453	374583	120.934479140805
Black or African American	Female	F	75 years	75	2010	2010	459	378077	121.403841016513
Black or African American	Female	F	75 years	75	2011	2011	455	393168	115.726610507468
Black or African American	Female	F	75 years	75	2012	2012	459	399504	114.892466658657
Black or African American	Female	F	75 years	75	2013	2013	522	409261	127.546968804748
Black or African American	Female	F	80 years	80	2009	2009	618	274423	225.199782817038
Black or African American	Female	F	80 years	80	2010	2010	669	277702	240.905719080165
Black or African American	Female	F	80 years	80	2011	2011	643	281890	228.103160807407
Black or African American	Female	F	80 years	80	2012	2012	649	284580	228.055379858036
Black or African American	Female	F	80 years	80	2013	2013	717	290087	247.167229141602
Black or African American	Female	F	85 years	85	2009	2009	1732	267385	647.755109673318
Black or African American	Female	F	85 years	85	2010	2010	1827	275593	662.934109356914
Black or African American	Female	F	85 years	85	2011	2011	1812	284598	636.687538211793
Black or African American	Female	F	85 years	85	2012	2012	1949	299097	651.628067148784
Black or African American	Female	F	85 years	85	2013	2013	1978	309079	639.965833977721
Black or African American	Male	M	55 years	55	2009	2009	272	981716	27.7065872411166
Black or African American	Male	M	55 years	55	2010	2010	277	1009656	27.4350868018414
Black or African American	Male	M	55 years	55	2011	2011	288	1054879	27.3017094851637
Black or African American	Male	M	55 years	55	2012	2012	333	1100716	30.2530352970248
Black or African American	Male	M	55 years	55	2013	2013	354	1139012	31.0795672038574
