Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Female	F	55 years	55	2014	2014	252	1364351	18.4703203207972
Black or African American	Female	F	55 years	55	2015	2015	264	1395987	18.9113508936688
Black or African American	Female	F	55 years	55	2016	2016	297	1412482	21.0268166249198
Black or African American	Female	F	55 years	55	2017	2017	331	1421202	23.2901445396221
Black or African American	Female	F	55 years	55	2018	2018	342	1426347	23.9773351084974
Black or African American	Female	F	60 years	60	2014	2014	342	1114807	30.6779559152391
Black or African American	Female	F	60 years	60	2015	2015	360	1153658	31.2050885097663
Black or African American	Female	F	60 years	60	2016	2016	414	1190046	34.7885711980881
Black or African American	Female	F	60 years	60	2017	2017	460	1239642	37.1074874842898
Black or African American	Female	F	60 years	60	2018	2018	470	1272746	36.9280280590157
Black or African American	Female	F	65 years	65	2014	2014	347	828528	41.8815055133924
Black or African American	Female	F	65 years	65	2015	2015	373	885437	42.1260914102302
Black or African American	Female	F	65 years	65	2016	2016	459	946010	48.519571674718
Black or African American	Female	F	65 years	65	2017	2017	511	978448	52.2255653851814
Black or African American	Female	F	65 years	65	2018	2018	534	1007581	52.9982204904618
Black or African American	Female	F	70 years	70	2014	2014	436	581078	75.0329559886969
Black or African American	Female	F	70 years	70	2015	2015	533	603471	88.32238831692
Black or African American	Female	F	70 years	70	2016	2016	517	621831	83.1415609707461
Black or African American	Female	F	70 years	70	2017	2017	565	668247	84.5495752319128
Black or African American	Female	F	70 years	70	2018	2018	611	708288	86.2643444474564
Black or African American	Female	F	75 years	75	2014	2014	552	420226	131.357888374351
Black or African American	Female	F	75 years	75	2015	2015	563	433526	129.865336796409
Black or African American	Female	F	75 years	75	2016	2016	632	445948	141.720559347727
Black or African American	Female	F	75 years	75	2017	2017	726	464257	156.378902202875
Black or African American	Female	F	75 years	75	2018	2018	693	486475	142.453363482193
Black or African American	Female	F	80 years	80	2014	2014	693	296006	234.11687600927
Black or African American	Female	F	80 years	80	2015	2015	758	303164	250.029686902139
Black or African American	Female	F	80 years	80	2016	2016	890	312789	284.536860311584
Black or African American	Female	F	80 years	80	2017	2017	850	321524	264.365957129172
Black or African American	Female	F	80 years	80	2018	2018	893	329857	270.723374068157
Black or African American	Female	F	85 years	85	2014	2014	2076	318456	651.895395282237
Black or African American	Female	F	85 years	85	2015	2015	2296	328330	699.296439557762
Black or African American	Female	F	85 years	85	2016	2016	2419	335598	720.802865332928
Black or African American	Female	F	85 years	85	2017	2017	2472	345025	716.469821027462
Black or African American	Female	F	85 years	85	2018	2018	2725	354052	769.660953758205
Black or African American	Male	M	55 years	55	2014	2014	339	1171735	28.9314563446513
Black or African American	Male	M	55 years	55	2015	2015	417	1200683	34.7302327092163
Black or African American	Male	M	55 years	55	2016	2016	454	1216592	37.3173586543393
Black or African American	Male	M	55 years	55	2017	2017	487	1224431	39.7735764612297
Black or African American	Male	M	55 years	55	2018	2018	466	1227043	37.9774791918458
Black or African American	Male	M	60 years	60	2014	2014	449	904640	49.6330031835868
Black or African American	Male	M	60 years	60	2015	2015	548	938589	58.3855127217557
Black or African American	Male	M	60 years	60	2016	2016	557	971972	57.3061775442091
Black or African American	Male	M	60 years	60	2017	2017	612	1015295	60.2780472670505
