Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Deaths	Population	Crude Rate
Black or African American	Female	F	55 years	55	1067	6224053	17.1431702140069
Black or African American	Female	F	60 years	60	1270	4922684	25.7989340774261
Black or African American	Female	F	65 years	65	1415	3483652	40.6182936757173
Black or African American	Female	F	70 years	70	1828	2588549	70.6187134182123
Black or African American	Female	F	75 years	75	2348	1954593	120.127310391473
Black or African American	Female	F	80 years	80	3296	1408682	233.977576202436
Black or African American	Female	F	85 years	85	9298	1435752	647.604878837014
Black or African American	Male	M	55 years	55	1524	5285979	28.8309885453574
Black or African American	Male	M	60 years	60	1789	4006790	44.6492079694718
Black or African American	Male	M	65 years	65	1758	2683169	65.5195405134749
Black or African American	Male	M	70 years	70	1881	1849501	101.703108027517
Black or African American	Male	M	75 years	75	2088	1242098	168.10267788854
Black or African American	Male	M	80 years	80	2120	753664	281.29245923913
Black or African American	Male	M	85 years	85	3554	566145	627.754373879483
White	Female	F	55 years	55	1741	37842474	4.60065058114329
White	Female	F	60 years	60	2844	33869975	8.3968175352949
White	Female	F	65 years	65	4400	26839710	16.3936197522253
White	Female	F	70 years	70	7386	20424738	36.1620305729258
White	Female	F	75 years	75	12820	16485957	77.7631532097287
White	Female	F	80 years	80	25968	14004676	185.423782742278
White	Female	F	85 years	85	121672	16104286	755.525578718609
White	Male	M	55 years	55	2967	36433389	8.14362891138126
White	Male	M	60 years	60	4637	32068150	14.4598300806252
White	Male	M	65 years	65	6549	24651952	26.5658476050903
White	Male	M	70 years	70	9092	17796157	51.0896818903092
White	Male	M	75 years	75	13670	13201050	103.552368940349
White	Male	M	80 years	80	22275	9719689	229.173999291541
White	Male	M	85 years	85	61461	7992428	768.990349365675
