Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	176	1502992	11.709975834868
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	168	1528319	10.992469504076
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	188	1533513	12.2594330794718
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	326	1383849	23.5574835115681
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	322	1434313	22.449772120869
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	364	1453787	25.0380557812114
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	324	1414368	22.9077580940745
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	301	1459174	20.6281087793505
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	343	1472391	23.2954425828465
Black or African American	Not Hispanic or Latino	40-44 years	M	2020	604	1265505	47.7279821099087
Black or African American	Not Hispanic or Latino	40-44 years	M	2021	645	1329536	48.5131654953307
Black or African American	Not Hispanic or Latino	40-44 years	M	2022	638	1354606	47.0985659298719
Black or African American	Not Hispanic or Latino	45-49 years	F	2020	530	1375619	38.5281098908928
Black or African American	Not Hispanic or Latino	45-49 years	F	2021	455	1349300	33.7211887645446
Black or African American	Not Hispanic or Latino	45-49 years	F	2022	448	1334539	33.5696446488263
Black or African American	Not Hispanic or Latino	45-49 years	M	2020	1041	1207681	86.1982593085426
Black or African American	Not Hispanic or Latino	45-49 years	M	2021	1039	1208836	85.9504515087241
Black or African American	Not Hispanic or Latino	45-49 years	M	2022	973	1200224	81.0682006025542
Black or African American	Not Hispanic or Latino	50-54 years	F	2020	786	1370203	57.3637628876889
Black or African American	Not Hispanic or Latino	50-54 years	F	2021	791	1385068	57.109109444446
Black or African American	Not Hispanic or Latino	50-54 years	F	2022	749	1380503	54.2555865506993
Black or African American	Not Hispanic or Latino	50-54 years	M	2020	1797	1200964	149.629797396092
Black or African American	Not Hispanic or Latino	50-54 years	M	2021	1782	1241322	143.556627530971
Black or African American	Not Hispanic or Latino	50-54 years	M	2022	1606	1242380	129.268017836733
Black or African American	Not Hispanic or Latino	55-59 years	F	2020	1390	1421662	97.7728883518023
Black or African American	Not Hispanic or Latino	55-59 years	F	2021	1418	1417403	100.042119284353
Black or African American	Not Hispanic or Latino	55-59 years	F	2022	1202	1384021	86.848393196346
Black or African American	Not Hispanic or Latino	55-59 years	M	2020	2830	1221168	231.745345439776
Black or African American	Not Hispanic or Latino	55-59 years	M	2021	2784	1245183	223.581594030757
Black or African American	Not Hispanic or Latino	55-59 years	M	2022	2470	1217698	202.841755509166
Black or African American	Not Hispanic or Latino	60-64 years	F	2020	2041	1329313	153.537955319778
Black or African American	Not Hispanic or Latino	60-64 years	F	2021	2023	1343674	150.55735245305
Black or African American	Not Hispanic or Latino	60-64 years	F	2022	1922	1339506	143.485732800002
Black or African American	Not Hispanic or Latino	60-64 years	M	2020	3996	1102596	362.417422156438
Black or African American	Not Hispanic or Latino	60-64 years	M	2021	4018	1145296	350.8263365977
Black or African American	Not Hispanic or Latino	60-64 years	M	2022	3781	1142395	330.971336534211
Black or African American	Not Hispanic or Latino	65-69 years	F	2020	2458	1077483	228.124248828056
Black or African American	Not Hispanic or Latino	65-69 years	F	2021	2418	1106116	218.602750525261
Black or African American	Not Hispanic or Latino	65-69 years	F	2022	2285	1131633	201.920587328224
Black or African American	Not Hispanic or Latino	65-69 years	M	2020	4134	827816	499.38633706041
Black or African American	Not Hispanic or Latino	65-69 years	M	2021	4179	874172	478.052374132322
Black or African American	Not Hispanic or Latino	65-69 years	M	2022	4256	897110	474.412279430616
Black or African American	Not Hispanic or Latino	70-74 years	F	2020	2626	806836	325.468868518509
Black or African American	Not Hispanic or Latino	70-74 years	F	2021	2559	849704	301.163699358836
Black or African American	Not Hispanic or Latino	70-74 years	F	2022	2560	869073	294.566739502896
Black or African American	Not Hispanic or Latino	70-74 years	M	2020	3827	586258	652.784269041958
Black or African American	Not Hispanic or Latino	70-74 years	M	2021	4005	624975	640.825633025321
Black or African American	Not Hispanic or Latino	70-74 years	M	2022	3942	629514	626.197352243159
Black or African American	Not Hispanic or Latino	75-79 years	F	2020	2651	526453	503.558722241112
Black or African American	Not Hispanic or Latino	75-79 years	F	2021	2530	520718	485.867590519245
Black or African American	Not Hispanic or Latino	75-79 years	F	2022	2451	560885	436.987974361946
Black or African American	Not Hispanic or Latino	75-79 years	M	2020	3074	349269	880.12391595017
Black or African American	Not Hispanic or Latino	75-79 years	M	2021	2972	350902	846.960119919522
Black or African American	Not Hispanic or Latino	75-79 years	M	2022	3005	375396	800.48801798634
Black or African American	Not Hispanic or Latino	80-84 years	F	2020	2749	351927	781.12790436653
Black or African American	Not Hispanic or Latino	80-84 years	F	2021	2491	342321	727.679575603016
Black or African American	Not Hispanic or Latino	80-84 years	F	2022	2412	358127	673.504092123744
Black or African American	Not Hispanic or Latino	80-84 years	M	2020	2628	207884	1264.16655442458
Black or African American	Not Hispanic or Latino	80-84 years	M	2021	2289	204075	1121.64645350974
Black or African American	Not Hispanic or Latino	80-84 years	M	2022	2412	208099	1159.06371486648
White	Not Hispanic or Latino	35-39 years	F	2020	280	6204534	4.51282884419684
White	Not Hispanic or Latino	35-39 years	F	2021	260	6278072	4.14139882435244
White	Not Hispanic or Latino	35-39 years	F	2022	283	6202729	4.56250788967243
White	Not Hispanic or Latino	35-39 years	M	2020	765	6278993	12.1834822876853
White	Not Hispanic or Latino	35-39 years	M	2021	682	6440962	10.5884804164347
White	Not Hispanic or Latino	35-39 years	M	2022	714	6423800	11.1149164046203
White	Not Hispanic or Latino	40-44 years	F	2020	556	5799848	9.58645812786818
White	Not Hispanic or Latino	40-44 years	F	2021	542	5985407	9.05535747193132
White	Not Hispanic or Latino	40-44 years	F	2022	577	6021800	9.58185260221196
White	Not Hispanic or Latino	40-44 years	M	2020	1595	5855872	27.2376172156768
White	Not Hispanic or Latino	40-44 years	M	2021	1760	6136616	28.6803019775068
White	Not Hispanic or Latino	40-44 years	M	2022	1480	6240474	23.7161472029208
White	Not Hispanic or Latino	45-49 years	F	2020	1105	5914090	18.684193172576
White	Not Hispanic or Latino	45-49 years	F	2021	1119	5707123	19.6070769808185
White	Not Hispanic or Latino	45-49 years	F	2022	1004	5570736	18.0227531873706
White	Not Hispanic or Latino	45-49 years	M	2020	3135	5930598	52.8614483733344
White	Not Hispanic or Latino	45-49 years	M	2021	3032	5833025	51.9798903656336
White	Not Hispanic or Latino	45-49 years	M	2022	2877	5755089	49.9905388083486
White	Not Hispanic or Latino	50-54 years	F	2020	2103	6501091	32.3484165965374
White	Not Hispanic or Latino	50-54 years	F	2021	2139	6519637	32.8085750786432
White	Not Hispanic or Latino	50-54 years	F	2022	1955	6358402	30.7467190655765
White	Not Hispanic or Latino	50-54 years	M	2020	6358	6446345	98.6295334798246
White	Not Hispanic or Latino	50-54 years	M	2021	6297	6642883	94.7931794071941
White	Not Hispanic or Latino	50-54 years	M	2022	5913	6557929	90.165660530939
White	Not Hispanic or Latino	55-59 years	F	2020	4080	7450226	54.7634393909661
White	Not Hispanic or Latino	55-59 years	F	2021	4027	7236990	55.6446810068827
White	Not Hispanic or Latino	55-59 years	F	2022	3813	6904503	55.2248293613603
White	Not Hispanic or Latino	55-59 years	M	2020	11505	7199900	159.793886026195
White	Not Hispanic or Latino	55-59 years	M	2021	11144	7170652	155.411251306018
White	Not Hispanic or Latino	55-59 years	M	2022	10287	6905917	148.959218594721
White	Not Hispanic or Latino	60-64 years	F	2020	6391	7604662	84.0405530186614
White	Not Hispanic or Latino	60-64 years	F	2021	6634	7616608	87.099139144354
White	Not Hispanic or Latino	60-64 years	F	2022	6580	7493768	87.8062945103184
White	Not Hispanic or Latino	60-64 years	M	2020	17153	7179085	238.93017007042
White	Not Hispanic or Latino	60-64 years	M	2021	17423	7387407	235.847300683447
White	Not Hispanic or Latino	60-64 years	M	2022	16546	7299922	226.659956092682
White	Not Hispanic or Latino	65-69 years	F	2020	8356	6898198	121.133084321442
White	Not Hispanic or Latino	65-69 years	F	2021	8773	6968490	125.895280039148
White	Not Hispanic or Latino	65-69 years	F	2022	8783	6998820	125.492583035426
White	Not Hispanic or Latino	65-69 years	M	2020	20282	6293104	322.289286812994
White	Not Hispanic or Latino	65-69 years	M	2021	20716	6512384	318.101635284406
White	Not Hispanic or Latino	65-69 years	M	2022	20657	6561101	314.840451320594
White	Not Hispanic or Latino	70-74 years	F	2020	11489	5924967	193.908252991114
White	Not Hispanic or Latino	70-74 years	F	2021	11772	6097584	193.060071005172
White	Not Hispanic or Latino	70-74 years	F	2022	11805	6005494	196.570007396561
White	Not Hispanic or Latino	70-74 years	M	2020	23071	5275819	437.297033882322
White	Not Hispanic or Latino	70-74 years	M	2021	24212	5505091	439.811076692465
White	Not Hispanic or Latino	70-74 years	M	2022	23453	5389306	435.176625710249
White	Not Hispanic or Latino	75-79 years	F	2020	13519	4218840	320.44353424164
White	Not Hispanic or Latino	75-79 years	F	2021	13832	4128920	335.002857890199
White	Not Hispanic or Latino	75-79 years	F	2022	14455	4540665	318.34544059075
White	Not Hispanic or Latino	75-79 years	M	2020	23888	3539105	674.972909817595
White	Not Hispanic or Latino	75-79 years	M	2021	24190	3515488	688.097925522716
White	Not Hispanic or Latino	75-79 years	M	2022	25506	3876996	657.880482724254
White	Not Hispanic or Latino	80-84 years	F	2020	16446	2838947	579.299296534948
White	Not Hispanic or Latino	80-84 years	F	2021	16170	2741242	589.878602472894
White	Not Hispanic or Latino	80-84 years	F	2022	16412	2920664	561.927013857123
White	Not Hispanic or Latino	80-84 years	M	2020	23698	2165823	1094.17990297453
White	Not Hispanic or Latino	80-84 years	M	2021	23802	2113729	1126.06677582604
White	Not Hispanic or Latino	80-84 years	M	2022	24434	2222327	1099.47815960477
