Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	35-39 years	F	1019	10047903	10.1414195578918
Black or African American	Not Hispanic or Latino	35-39 years	M	1945	9077463	21.4266915767104
Black or African American	Not Hispanic or Latino	40-44 years	F	1752	9642630	18.169316877242
Black or African American	Not Hispanic or Latino	40-44 years	M	3573	8557976	41.7505260589653
Black or African American	Not Hispanic or Latino	45-49 years	F	3149	9848302	31.9750551922555
Black or African American	Not Hispanic or Latino	45-49 years	M	6428	8719974	73.7158161251398
Black or African American	Not Hispanic or Latino	50-54 years	F	5778	10074416	57.3532004237268
Black or African American	Not Hispanic or Latino	50-54 years	M	11414	8859436	128.834386297277
Black or African American	Not Hispanic or Latino	55-59 years	F	9188	9780084	93.9460233674885
Black or African American	Not Hispanic or Latino	55-59 years	M	18104	8407986	215.319102577002
Black or African American	Not Hispanic or Latino	60-64 years	F	12149	8347902	145.533572387409
Black or African American	Not Hispanic or Latino	60-64 years	M	22445	6828337	328.703753197887
Black or African American	Not Hispanic or Latino	65-69 years	F	13708	6463659	212.07801958612
Black or African American	Not Hispanic or Latino	65-69 years	M	22537	4991564	451.501773792743
Black or African American	Not Hispanic or Latino	70-74 years	F	14443	4495475	321.278619055828
Black or African American	Not Hispanic or Latino	70-74 years	M	19847	3253993	609.927556697264
Black or African American	Not Hispanic or Latino	75-79 years	F	15564	3167907	491.302301488017
Black or African American	Not Hispanic or Latino	75-79 years	M	17910	2083749	859.508510861913
Black or African American	Not Hispanic or Latino	80-84 years	F	17340	2195297	789.870345561443
Black or African American	Not Hispanic or Latino	80-84 years	M	15567	1252239	1243.1332996337
White	Not Hispanic or Latino	35-39 years	F	1888	41580520	4.54058775599728
White	Not Hispanic or Latino	35-39 years	M	4953	42151917	11.7503552685397
White	Not Hispanic or Latino	40-44 years	F	4139	41288694	10.0245360146291
White	Not Hispanic or Latino	40-44 years	M	11250	41648573	27.0117297896377
White	Not Hispanic or Latino	45-49 years	F	8305	45787793	18.1380220706423
White	Not Hispanic or Latino	45-49 years	M	24274	45806176	52.9928540640459
White	Not Hispanic or Latino	50-54 years	F	16920	51228757	33.0283243062095
White	Not Hispanic or Latino	50-54 years	M	49371	50377945	98.001218588809
White	Not Hispanic or Latino	55-59 years	F	28563	54601071	52.3121606900348
White	Not Hispanic or Latino	55-59 years	M	81909	52712508	155.388167074122
White	Not Hispanic or Latino	60-64 years	F	41306	51261435	80.579094206005
White	Not Hispanic or Latino	60-64 years	M	110195	48293904	228.175796266129
White	Not Hispanic or Latino	65-69 years	F	55291	45039876	122.760107066014
White	Not Hispanic or Latino	65-69 years	M	129763	41449826	313.060421532288
White	Not Hispanic or Latino	70-74 years	F	70365	35087001	200.544355443772
White	Not Hispanic or Latino	70-74 years	M	140089	31094416	450.527837538418
White	Not Hispanic or Latino	75-79 years	F	87613	25568699	342.657246659284
White	Not Hispanic or Latino	75-79 years	M	147215	21164051	695.589894392146
White	Not Hispanic or Latino	80-84 years	F	121879	18944368	643.352156165885
White	Not Hispanic or Latino	80-84 years	M	165177	14025993	1177.64924023561
