Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	35-39 years	F	1164	10218398	11.3912180754752
Black or African American	Not Hispanic or Latino	35-39 years	M	2256	9049287	24.9301409050238
Black or African American	Not Hispanic or Latino	40-44 years	F	2778	10340537	26.8651424969516
Black or African American	Not Hispanic or Latino	40-44 years	M	4902	9123463	53.7295980703818
Black or African American	Not Hispanic or Latino	45-49 years	F	4690	9210609	50.9195428879893
Black or African American	Not Hispanic or Latino	45-49 years	M	8945	8043151	111.212632959396
Black or African American	Not Hispanic or Latino	50-54 years	F	7071	7636550	92.5941688327844
Black or African American	Not Hispanic or Latino	50-54 years	M	13688	6532343	209.541966795069
Black or African American	Not Hispanic or Latino	55-59 years	F	9000	5702838	157.816161006152
Black or African American	Not Hispanic or Latino	55-59 years	M	16215	4730008	342.81125951584
Black or African American	Not Hispanic or Latino	60-64 years	F	11816	4453084	265.344197414646
Black or African American	Not Hispanic or Latino	60-64 years	M	18408	3525140	522.192026415972
Black or African American	Not Hispanic or Latino	65-69 years	F	15461	3718906	415.740543052177
Black or African American	Not Hispanic or Latino	65-69 years	M	20167	2786073	723.850380086954
Black or African American	Not Hispanic or Latino	70-74 years	F	19873	3113441	638.296983947985
Black or African American	Not Hispanic or Latino	70-74 years	M	22668	2108189	1075.23566435457
Black or African American	Not Hispanic or Latino	75-79 years	F	25955	2499398	1038.45005877415
Black or African American	Not Hispanic or Latino	75-79 years	M	23444	1501977	1560.87609863533
Black or African American	Not Hispanic or Latino	80-84 years	F	27932	1704207	1639.00277372408
Black or African American	Not Hispanic or Latino	80-84 years	M	19873	869818	2284.73082874808
White	Not Hispanic or Latino	35-39 years	F	2850	51506257	5.53330831242503
White	Not Hispanic or Latino	35-39 years	M	8629	51758252	16.6717376776944
White	Not Hispanic or Latino	40-44 years	F	6185	56585763	10.9303112162683
White	Not Hispanic or Latino	40-44 years	M	22087	56429053	39.141184949533
White	Not Hispanic or Latino	45-49 years	F	10820	54767272	19.756324543607
White	Not Hispanic or Latino	45-49 years	M	41232	54187520	76.0913213965135
White	Not Hispanic or Latino	50-54 years	F	18426	50150113	36.741691888112
White	Not Hispanic or Latino	50-54 years	M	64884	49088689	132.177088697561
White	Not Hispanic or Latino	55-59 years	F	28922	42061184	68.7617352854356
White	Not Hispanic or Latino	55-59 years	M	85384	40426612	211.207409614241
White	Not Hispanic or Latino	60-64 years	F	42730	33604952	127.153878987835
White	Not Hispanic or Latino	60-64 years	M	104622	31308616	334.163605315546
White	Not Hispanic or Latino	65-69 years	F	64068	28928441	221.4706281614
White	Not Hispanic or Latino	65-69 years	M	130374	25718224	506.9323604927
White	Not Hispanic or Latino	70-74 years	F	107512	27599305	389.546041105021
White	Not Hispanic or Latino	70-74 years	M	180796	22648385	798.273254362287
White	Not Hispanic or Latino	75-79 years	F	179732	25545359	703.579855738179
White	Not Hispanic or Latino	75-79 years	M	237835	18465862	1287.97128452492
White	Not Hispanic or Latino	80-84 years	F	265169	19737871	1343.45289823811
White	Not Hispanic or Latino	80-84 years	M	260974	12053862	2165.06543711883
