Race	Gender	Year	Hispanic Origin	AA_rate	Deaths	Population	Crude Rate
Black or African American	F	1999	Not Hispanic or Latino	281.821860064594	19307	7854964	245.793615349478
Black or African American	F	2000	Not Hispanic or Latino	272.965491720492	18968	7996868	237.192861005084
Black or African American	F	2001	Not Hispanic or Latino	261.159930941079	18652	8221665	226.864023284821
Black or African American	F	2002	Not Hispanic or Latino	249.765963992927	18210	8386293	217.140040301478
Black or African American	F	2003	Not Hispanic or Latino	234.827841036411	17534	8547971	205.124701522736
Black or African American	F	2004	Not Hispanic or Latino	219.388638906863	16723	8706471	192.075526352755
Black or African American	F	2005	Not Hispanic or Latino	209.679264859945	16346	8883736	183.999164315554
Black or African American	F	2006	Not Hispanic or Latino	193.647505458354	15445	9065685	170.367710768684
Black or African American	F	2007	Not Hispanic or Latino	180.99759731334	14753	9231263	159.815617862908
Black or African American	F	2008	Not Hispanic or Latino	172.268441860563	14428	9386662	153.707462780699
Black or African American	F	2009	Not Hispanic or Latino	163.068024508812	13912	9530248	145.977313496983
Black or African American	F	2010	Not Hispanic or Latino	154.291286701853	13449	9645727	139.429614792125
Black or African American	F	2011	Not Hispanic or Latino	147.207342320233	13266	9804908	135.299586696785
Black or African American	F	2012	Not Hispanic or Latino	139.628950404448	12963	9945264	130.343447896406
Black or African American	F	2013	Not Hispanic or Latino	137.894266176142	13180	10089345	130.632860706022
Black or African American	F	2014	Not Hispanic or Latino	132.743137758363	13091	10261751	127.57082100316
Black or African American	F	2015	Not Hispanic or Latino	129.228018134429	13200	10439062	126.448142563
Black or African American	F	2016	Not Hispanic or Latino	130.570445155216	13767	10581898	130.099534128944
Black or African American	F	2017	Not Hispanic or Latino	123.623585125763	13483	10765499	125.242684988406
Black or African American	F	2018	Not Hispanic or Latino	122.415391180618	13762	10892123	126.348187584734
Black or African American	F	2019	Not Hispanic or Latino	117.369139267673	13607	11033897	123.319983864268
Black or African American	F	2020	Not Hispanic or Latino	131.97919091477	15731	11176856	140.746199110018
Black or African American	F	2021	Not Hispanic or Latino	125.655618767255	15154	11301797	134.0848716359
Black or African American	F	2022	Not Hispanic or Latino	117.918477317789	14560	11364191	128.12174663379
Black or African American	M	1999	Not Hispanic or Latino	466.195123336772	22312	6416266	347.74119402157
Black or African American	M	2000	Not Hispanic or Latino	450.182342394427	21865	6555834	333.519732195782
Black or African American	M	2001	Not Hispanic or Latino	436.784277783079	21907	6762985	323.925012402068
Black or African American	M	2002	Not Hispanic or Latino	418.672545827641	21640	6910253	313.157853988848
Black or African American	M	2003	Not Hispanic or Latino	411.17964165702	21797	7053122	309.040450455841
Black or African American	M	2004	Not Hispanic or Latino	373.864573843577	20521	7202643	284.909303432087
Black or African American	M	2005	Not Hispanic or Latino	362.643006660902	20524	7368346	278.542837157756
Black or African American	M	2006	Not Hispanic or Latino	350.798579735274	20401	7536493	270.696197820392
Black or African American	M	2007	Not Hispanic or Latino	324.643652484815	19561	7691314	254.325853813796
Black or African American	M	2008	Not Hispanic or Latino	311.608524406318	19224	7837503	245.282202762793
Black or African American	M	2009	Not Hispanic or Latino	294.716820302679	18880	7971885	236.832317576081
Black or African American	M	2010	Not Hispanic or Latino	282.529919292482	18475	8082252	228.587279881894
Black or African American	M	2011	Not Hispanic or Latino	271.308010321169	18550	8213217	225.855471735375
Black or African American	M	2012	Not Hispanic or Latino	264.687395378048	18743	8332112	224.948968520826
Black or African American	M	2013	Not Hispanic or Latino	257.59839000341	18881	8454127	223.334709781388
Black or African American	M	2014	Not Hispanic or Latino	249.990820202581	18964	8597983	220.56335770843
Black or African American	M	2015	Not Hispanic or Latino	246.340104809241	19300	8746645	220.656034399475
Black or African American	M	2016	Not Hispanic or Latino	246.541282001038	20026	8865614	225.883960208509
Black or African American	M	2017	Not Hispanic or Latino	244.263212255158	20598	9014167	228.50697130417
Black or African American	M	2018	Not Hispanic or Latino	243.934472679558	21138	9120510	231.763355338682
Black or African American	M	2019	Not Hispanic or Latino	233.442555965216	20863	9233671	225.944805700788
Black or African American	M	2020	Not Hispanic or Latino	263.52868391864	24257	9352990	259.350218486281
Black or African American	M	2021	Not Hispanic or Latino	251.816389234733	24035	9658610	248.84533074635
Black or African American	M	2022	Not Hispanic or Latino	243.546044370771	23447	9721209	241.194279435819
White	F	1999	Not Hispanic or Latino	178.565560278743	118852	54690152	217.318832831183
White	F	2000	Not Hispanic or Latino	168.651206490213	112664	55031202	204.727492595928
White	F	2001	Not Hispanic or Latino	161.04707317975	108502	55514995	195.446293384337
White	F	2002	Not Hispanic or Latino	153.923479115086	104424	55847808	186.979585662521
White	F	2003	Not Hispanic or Latino	146.595140565043	99909	56135880	177.9770798997
White	F	2004	Not Hispanic or Latino	135.687791631877	92847	56454858	164.462374522313
White	F	2005	Not Hispanic or Latino	129.974106832772	89216	56811622	157.038290510347
White	F	2006	Not Hispanic or Latino	121.291285242394	83215	57140826	145.631426469054
White	F	2007	Not Hispanic or Latino	113.008446973103	77694	57357261	135.456258973036
White	F	2008	Not Hispanic or Latino	111.182392077127	76714	57509679	133.39319803889
White	F	2009	Not Hispanic or Latino	103.432819595918	71494	57621871	124.074416118838
White	F	2010	Not Hispanic or Latino	98.5863963804681	68315	57731842	118.331578611332
White	F	2011	Not Hispanic or Latino	94.955482207823	66233	57814220	114.561780821397
White	F	2012	Not Hispanic or Latino	92.3785619179025	64975	57951559	112.119503118113
White	F	2013	Not Hispanic or Latino	88.9234449066958	63316	58079581	109.01593797655
White	F	2014	Not Hispanic or Latino	86.927829193875	62530	58220223	107.402542927395
White	F	2015	Not Hispanic or Latino	86.734455494932	63209	58430450	108.178184491134
White	F	2016	Not Hispanic or Latino	83.6228390739839	61875	58638964	105.518576351383
White	F	2017	Not Hispanic or Latino	81.9334475931297	61994	58837295	105.365142976066
White	F	2018	Not Hispanic or Latino	80.1754473305062	62018	59014201	105.089959618364
