Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	35-39 years	F	1999	193	1507328	12.8041143002717
Black or African American	Not Hispanic or Latino	35-39 years	F	2000	168	1505402	11.1598098049558
Black or African American	Not Hispanic or Latino	35-39 years	F	2001	176	1491812	11.7977332264387
Black or African American	Not Hispanic or Latino	35-39 years	F	2002	170	1467701	11.5827406263265
Black or African American	Not Hispanic or Latino	35-39 years	F	2003	163	1440844	11.3128138785323
Black or African American	Not Hispanic or Latino	35-39 years	F	2004	132	1408319	9.37287645767756
Black or African American	Not Hispanic or Latino	35-39 years	F	2005	162	1396992	11.5963441451347
Black or African American	Not Hispanic or Latino	35-39 years	M	1999	349	1334212	26.1577620348191
Black or African American	Not Hispanic or Latino	35-39 years	M	2000	319	1333184	23.9276799001488
Black or African American	Not Hispanic or Latino	35-39 years	M	2001	353	1322748	26.68686703741
Black or African American	Not Hispanic or Latino	35-39 years	M	2002	334	1298817	25.7157089874863
Black or African American	Not Hispanic or Latino	35-39 years	M	2003	290	1273108	22.7789001404437
Black or African American	Not Hispanic or Latino	35-39 years	M	2004	277	1248378	22.1887921767285
Black or African American	Not Hispanic or Latino	35-39 years	M	2005	334	1238840	26.9607051758096
Black or African American	Not Hispanic or Latino	40-44 years	F	1999	420	1420696	29.5629747672972
Black or African American	Not Hispanic or Latino	40-44 years	F	2000	406	1442018	28.1549883565947
Black or African American	Not Hispanic or Latino	40-44 years	F	2001	420	1475496	28.4650043104149
Black or African American	Not Hispanic or Latino	40-44 years	F	2002	389	1487168	26.1570985927615
Black or African American	Not Hispanic or Latino	40-44 years	F	2003	378	1498869	25.2190151374136
Black or African American	Not Hispanic or Latino	40-44 years	F	2004	403	1510161	26.6858964044231
Black or African American	Not Hispanic or Latino	40-44 years	F	2005	362	1506129	24.0351258092766
Black or African American	Not Hispanic or Latino	40-44 years	M	1999	772	1248357	61.8412841839314
Black or African American	Not Hispanic or Latino	40-44 years	M	2000	715	1273647	56.1380037011825
Black or African American	Not Hispanic or Latino	40-44 years	M	2001	727	1304062	55.7488831052511
Black or African American	Not Hispanic or Latino	40-44 years	M	2002	695	1314793	52.8600319594035
Black or African American	Not Hispanic or Latino	40-44 years	M	2003	729	1321512	55.1640847756207
Black or African American	Not Hispanic or Latino	40-44 years	M	2004	654	1331998	49.0991728215808
Black or African American	Not Hispanic or Latino	40-44 years	M	2005	610	1329094	45.8959260970255
Black or African American	Not Hispanic or Latino	45-49 years	F	1999	661	1192724	55.4193593823885
Black or African American	Not Hispanic or Latino	45-49 years	F	2000	667	1225916	54.4082955112748
Black or African American	Not Hispanic or Latino	45-49 years	F	2001	680	1272430	53.4410537318359
Black or African American	Not Hispanic or Latino	45-49 years	F	2002	693	1321076	52.4572394018209
Black or African American	Not Hispanic or Latino	45-49 years	F	2003	693	1363748	50.8158398765754
Black or African American	Not Hispanic or Latino	45-49 years	F	2004	660	1398644	47.1885626363821
Black or African American	Not Hispanic or Latino	45-49 years	F	2005	636	1436071	44.2875038908243
Black or African American	Not Hispanic or Latino	45-49 years	M	1999	1243	1027188	121.009980646191
Black or African American	Not Hispanic or Latino	45-49 years	M	2000	1301	1061019	122.617973853437
Black or African American	Not Hispanic or Latino	45-49 years	M	2001	1220	1105384	110.368885382817
Black or African American	Not Hispanic or Latino	45-49 years	M	2002	1254	1153639	108.699515186293
Black or African American	Not Hispanic or Latino	45-49 years	M	2003	1346	1196401	112.504085168769
Black or African American	Not Hispanic or Latino	45-49 years	M	2004	1287	1231607	104.497619776438
