Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	35-39 years	F	992	9701843	10.2248614000453
Black or African American	Not Hispanic or Latino	35-39 years	M	1910	8605616	22.1948085994076
Black or African American	Not Hispanic or Latino	40-44 years	F	1931	10057585	19.1994400246182
Black or African American	Not Hispanic or Latino	40-44 years	M	3906	8954276	43.6216172027755
Black or African American	Not Hispanic or Latino	45-49 years	F	3986	10339811	38.5500276552444
Black or African American	Not Hispanic or Latino	45-49 years	M	7739	9185839	84.2492449519309
Black or African American	Not Hispanic or Latino	50-54 years	F	6644	9687107	68.5860081859321
Black or African American	Not Hispanic or Latino	50-54 years	M	13162	8486455	155.094206002389
Black or African American	Not Hispanic or Latino	55-59 years	F	9018	8148890	110.665378965724
Black or African American	Not Hispanic or Latino	55-59 years	M	17413	6885704	252.886269871606
Black or African American	Not Hispanic or Latino	60-64 years	F	10694	6151985	173.830072732622
Black or African American	Not Hispanic or Latino	60-64 years	M	18791	4992332	376.397242811576
Black or African American	Not Hispanic or Latino	65-69 years	F	11811	4493494	262.846684562169
Black or African American	Not Hispanic or Latino	65-69 years	M	18196	3438593	529.169925024567
Black or African American	Not Hispanic or Latino	70-74 years	F	14306	3451939	414.43374289059
Black or African American	Not Hispanic or Latino	70-74 years	M	18121	2447118	740.503727241596
Black or African American	Not Hispanic or Latino	75-79 years	F	17459	2652820	658.129839189994
Black or African American	Not Hispanic or Latino	75-79 years	M	18029	1655142	1089.27209870815
Black or African American	Not Hispanic or Latino	80-84 years	F	21375	1924283	1110.80334857191
Black or African American	Not Hispanic or Latino	80-84 years	M	16567	1013701	1634.30834141428
White	Not Hispanic or Latino	35-39 years	F	2111	43382242	4.86604634218766
White	Not Hispanic or Latino	35-39 years	M	6361	43852775	14.5053534240422
White	Not Hispanic or Latino	40-44 years	F	5193	48458553	10.7163744654117
White	Not Hispanic or Latino	40-44 years	M	15880	48599406	32.6752964840764
White	Not Hispanic or Latino	45-49 years	F	10921	54602317	20.0009827421792
White	Not Hispanic or Latino	45-49 years	M	35087	54105170	64.8496252761058
White	Not Hispanic or Latino	50-54 years	F	18527	55541764	33.3568807789396
White	Not Hispanic or Latino	50-54 years	M	60917	54413985	111.950999361653
White	Not Hispanic or Latino	55-59 years	F	27277	51454895	53.011477333692
White	Not Hispanic or Latino	55-59 years	M	84078	49562426	169.640606373869
White	Not Hispanic or Latino	60-64 years	F	40368	44375263	90.9696016900227
White	Not Hispanic or Latino	60-64 years	M	104384	41990687	248.588454863813
White	Not Hispanic or Latino	65-69 years	F	51086	34604279	147.629141471204
White	Not Hispanic or Latino	65-69 years	M	111712	31590281	353.627750256479
White	Not Hispanic or Latino	70-74 years	F	69211	27266367	253.832863028654
White	Not Hispanic or Latino	70-74 years	M	125257	23522947	532.488552561038
White	Not Hispanic or Latino	75-79 years	F	108879	23422782	464.842306093273
White	Not Hispanic or Latino	75-79 years	M	158441	18405785	860.821747075716
White	Not Hispanic or Latino	80-84 years	F	175067	20018796	874.513132558022
White	Not Hispanic or Latino	80-84 years	M	200112	13434174	1489.57427527736
