"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2019"	"2019"	Suppressed	284243	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2020 "	"2020"	0	289028	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2019"	"2019"	0	288039	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2020 "	"2020"	0	292866	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2019"	"2019"	0	294763	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2020 "	"2020"	0	299697	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2019"	"2019"	0	301803	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2020 "	"2020"	0	299245	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2019"	"2019"	0	304263	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2020 "	"2020"	0	302484	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2019"	"2019"	0	303635	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2020 "	"2020"	0	306030	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2019"	"2019"	0	302146	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2020 "	"2020"	0	305639	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2019"	"2019"	0	301753	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2020 "	"2020"	0	304199	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2019"	"2019"	0	303687	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2020 "	"2020"	0	303795	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2019"	"2019"	0	304289	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2020 "	"2020"	0	306181	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2019"	"2019"	0	307284	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2020 "	"2020"	0	305816	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2019"	"2019"	0	317221	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2020 "	"2020"	0	308241	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2019"	"2019"	0	315355	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2020 "	"2020"	Suppressed	318143	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2019"	"2019"	0	308779	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2020 "	"2020"	0	316261	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2019"	"2019"	0	303408	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2020 "	"2020"	0	309645	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2019"	"2019"	0	301819	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2020 "	"2020"	0	304278	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2019"	"2019"	0	300119	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2020 "	"2020"	0	302815	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2019"	"2019"	0	305247	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2020 "	"2020"	0	301343	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2019"	"2019"	Suppressed	316099	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2020 "	"2020"	0	306597	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2019"	"2019"	Suppressed	324974	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2020 "	"2020"	Suppressed	317408	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2019"	"2019"	Suppressed	317957	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2020 "	"2020"	Suppressed	326337	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2019"	"2019"	Suppressed	320297	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2020 "	"2020"	0	319322	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2019"	"2019"	0	320503	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2020 "	"2020"	0	321337	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2019"	"2019"	0	321082	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2020 "	"2020"	Suppressed	321526	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2019"	"2019"	Suppressed	335370	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2020 "	"2020"	Suppressed	322075	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2019"	"2019"	Suppressed	350584	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2020 "	"2020"	Suppressed	336475	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2019"	"2019"	Suppressed	358306	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2020 "	"2020"	Suppressed	351487	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2019"	"2019"	Suppressed	366851	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	"2020 "	"2020"	11	359410	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2019"	"2019"	Suppressed	373415	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	"2020 "	"2020"	Suppressed	367952	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2019"	"2019"	Suppressed	368752	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	"2020 "	"2020"	11	374474	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2019"	"2019"	Suppressed	347215	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	"2020 "	"2020"	11	369804	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2019"	"2019"	Suppressed	325824	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	"2020 "	"2020"	19	348247	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2019"	"2019"	20	313653	6.4
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	"2020 "	"2020"	21	326994	6.4
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2019"	"2019"	19	308705	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	"2020 "	"2020"	19	314921	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2019"	"2019"	20	307480	6.5
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	"2020 "	"2020"	21	309726	6.8
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2019"	"2019"	17	295680	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	"2020 "	"2020"	24	308355	7.8
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2019"	"2019"	20	299248	6.7
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	"2020 "	"2020"	27	296468	9.1
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2019"	"2019"	26	300060	8.7
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	"2020 "	"2020"	26	299803	8.7
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2019"	"2019"	40	297826	13.4
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	"2020 "	"2020"	30	300422	10.0
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2019"	"2019"	30	308430	9.7
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	"2020 "	"2020"	31	297944	10.4
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2019"	"2019"	39	288700	13.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	"2020 "	"2020"	33	308388	10.7
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2019"	"2019"	40	278464	14.4
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	"2020 "	"2020"	55	288655	19.1
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2019"	"2019"	34	275535	12.3
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	"2020 "	"2020"	54	278298	19.4
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2019"	"2019"	37	264057	14.0
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	"2020 "	"2020"	48	275275	17.4
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2019"	"2019"	49	271353	18.1
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	"2020 "	"2020"	61	263752	23.1
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2019"	"2019"	47	263062	17.9
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	"2020 "	"2020"	85	271025	31.4
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2019"	"2019"	45	271155	16.6
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	"2020 "	"2020"	52	262660	19.8
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2019"	"2019"	49	280075	17.5
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	"2020 "	"2020"	69	270709	25.5
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2019"	"2019"	68	292880	23.2
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	"2020 "	"2020"	79	279356	28.3
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2019"	"2019"	82	290144	28.3
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	"2020 "	"2020"	93	291869	31.9
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2019"	"2019"	67	268693	24.9
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	"2020 "	"2020"	99	288991	34.3
	"Black or African American"	"2054-5"	"Female"	"F"	"51 years"	"51"	"2019"	"2019"	97	269727	36.0
	"Black or African American"	"2054-5"	"Female"	"F"	"51 years"	"51"	"2020 "	"2020"	96	267640	35.9
	"Black or African American"	"2054-5"	"Female"	"F"	"52 years"	"52"	"2019"	"2019"	84	269400	31.2
	"Black or African American"	"2054-5"	"Female"	"F"	"52 years"	"52"	"2020 "	"2020"	115	268583	42.8
	"Black or African American"	"2054-5"	"Female"	"F"	"53 years"	"53"	"2019"	"2019"	107	278213	38.5
	"Black or African American"	"2054-5"	"Female"	"F"	"53 years"	"53"	"2020 "	"2020"	124	268113	46.2
	"Black or African American"	"2054-5"	"Female"	"F"	"54 years"	"54"	"2019"	"2019"	108	291198	37.1
	"Black or African American"	"2054-5"	"Female"	"F"	"54 years"	"54"	"2020 "	"2020"	115	276876	41.5
	"Black or African American"	"2054-5"	"Female"	"F"	"55 years"	"55"	"2019"	"2019"	102	289358	35.3
	"Black or African American"	"2054-5"	"Female"	"F"	"55 years"	"55"	"2020 "	"2020"	152	289680	52.5
	"Black or African American"	"2054-5"	"Female"	"F"	"56 years"	"56"	"2019"	"2019"	113	285407	39.6
	"Black or African American"	"2054-5"	"Female"	"F"	"56 years"	"56"	"2020 "	"2020"	155	287523	53.9
	"Black or African American"	"2054-5"	"Female"	"F"	"57 years"	"57"	"2019"	"2019"	125	282482	44.3
	"Black or African American"	"2054-5"	"Female"	"F"	"57 years"	"57"	"2020 "	"2020"	159	283364	56.1
	"Black or African American"	"2054-5"	"Female"	"F"	"58 years"	"58"	"2019"	"2019"	152	283268	53.7
	"Black or African American"	"2054-5"	"Female"	"F"	"58 years"	"58"	"2020 "	"2020"	147	280243	52.5
	"Black or African American"	"2054-5"	"Female"	"F"	"59 years"	"59"	"2019"	"2019"	140	288465	48.5
	"Black or African American"	"2054-5"	"Female"	"F"	"59 years"	"59"	"2020 "	"2020"	181	280852	64.4
	"Black or African American"	"2054-5"	"Female"	"F"	"60 years"	"60"	"2019"	"2019"	140	275085	50.9
	"Black or African American"	"2054-5"	"Female"	"F"	"60 years"	"60"	"2020 "	"2020"	178	285662	62.3
	"Black or African American"	"2054-5"	"Female"	"F"	"61 years"	"61"	"2019"	"2019"	173	265744	65.1
	"Black or African American"	"2054-5"	"Female"	"F"	"61 years"	"61"	"2020 "	"2020"	223	272101	82.0
	"Black or African American"	"2054-5"	"Female"	"F"	"62 years"	"62"	"2019"	"2019"	170	263838	64.4
	"Black or African American"	"2054-5"	"Female"	"F"	"62 years"	"62"	"2020 "	"2020"	183	262530	69.7
	"Black or African American"	"2054-5"	"Female"	"F"	"63 years"	"63"	"2019"	"2019"	162	252237	64.2
	"Black or African American"	"2054-5"	"Female"	"F"	"63 years"	"63"	"2020 "	"2020"	225	260334	86.4
	"Black or African American"	"2054-5"	"Female"	"F"	"64 years"	"64"	"2019"	"2019"	178	245060	72.6
	"Black or African American"	"2054-5"	"Female"	"F"	"64 years"	"64"	"2020 "	"2020"	246	248686	98.9
	"Black or African American"	"2054-5"	"Female"	"F"	"65 years"	"65"	"2019"	"2019"	185	230639	80.2
	"Black or African American"	"2054-5"	"Female"	"F"	"65 years"	"65"	"2020 "	"2020"	228	241521	94.4
	"Black or African American"	"2054-5"	"Female"	"F"	"66 years"	"66"	"2019"	"2019"	182	215044	84.6
	"Black or African American"	"2054-5"	"Female"	"F"	"66 years"	"66"	"2020 "	"2020"	234	227228	103.0
	"Black or African American"	"2054-5"	"Female"	"F"	"67 years"	"67"	"2019"	"2019"	152	203398	74.7
	"Black or African American"	"2054-5"	"Female"	"F"	"67 years"	"67"	"2020 "	"2020"	215	211641	101.6
