"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2014"	"2014"	0	297735	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2015"	"2015"	0	300980	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2016"	"2016"	Suppressed	298919	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2017"	"2017"	0	296615	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2018"	"2018"	0	289594	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2014"	"2014"	Suppressed	300070	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2015"	"2015"	0	302044	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2016"	"2016"	0	302656	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2017"	"2017"	0	300827	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2018"	"2018"	0	294704	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2014"	"2014"	0	297939	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2015"	"2015"	0	298740	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2016"	"2016"	0	301419	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2017"	"2017"	0	302935	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2018"	"2018"	0	301602	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2014"	"2014"	0	300227	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2015"	"2015"	Suppressed	298489	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2016"	"2016"	0	299798	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2017"	"2017"	0	302393	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2018"	"2018"	0	303939	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2014"	"2014"	0	300093	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2015"	"2015"	0	300653	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2016"	"2016"	0	299517	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2017"	"2017"	0	300934	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2018"	"2018"	0	303533	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2014"	"2014"	0	302924	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2015"	"2015"	0	300929	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2016"	"2016"	0	301563	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2017"	"2017"	0	300647	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2018"	"2018"	0	302069	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2014"	"2014"	0	312942	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2015"	"2015"	0	303868	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2016"	"2016"	0	301740	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2017"	"2017"	0	302813	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2018"	"2018"	0	301778	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2014"	"2014"	0	311014	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2015"	"2015"	0	313872	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2016"	"2016"	0	304615	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2017"	"2017"	0	302847	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2018"	"2018"	0	303904	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2014"	"2014"	0	304301	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2015"	"2015"	0	311977	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2016"	"2016"	0	314711	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2017"	"2017"	0	305615	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2018"	"2018"	0	303879	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2014"	"2014"	0	298682	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2015"	"2015"	0	305368	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2016"	"2016"	0	312856	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2017"	"2017"	0	315673	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2018"	"2018"	0	306542	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2014"	"2014"	0	297070	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2015"	"2015"	0	300023	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2016"	"2016"	0	306181	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2017"	"2017"	0	313869	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2018"	"2018"	0	316567	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2014"	"2014"	0	295310	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2015"	"2015"	0	298388	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2016"	"2016"	0	300607	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2017"	"2017"	0	307274	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2018"	"2018"	0	314489	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2014"	"2014"	0	299933	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2015"	"2015"	0	296675	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2016"	"2016"	0	298850	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2017"	"2017"	0	301797	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2018"	"2018"	0	307735	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2014"	"2014"	0	310136	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2015"	"2015"	0	301271	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2016"	"2016"	0	297077	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2017"	"2017"	0	300168	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2018"	"2018"	0	302408	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2014"	"2014"	0	318656	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2015"	"2015"	0	311419	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2016"	"2016"	Suppressed	301714	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2017"	"2017"	0	298371	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"14 years"	"14"	"2018"	"2018"	0	300793	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2014"	"2014"	0	311235	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2015"	"2015"	0	319973	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2016"	"2016"	0	312029	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2017"	"2017"	Suppressed	303118	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"15 years"	"15"	"2018"	"2018"	0	299113	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2014"	"2014"	0	313111	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2015"	"2015"	0	312732	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2016"	"2016"	0	320821	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2017"	"2017"	0	313802	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"16 years"	"16"	"2018"	"2018"	Suppressed	304073	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2014"	"2014"	0	313515	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2015"	"2015"	0	315049	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2016"	"2016"	0	313893	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2017"	"2017"	Suppressed	322873	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"17 years"	"17"	"2018"	"2018"	0	314863	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2014"	"2014"	0	314534	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2015"	"2015"	Suppressed	315719	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2016"	"2016"	0	316249	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2017"	"2017"	0	315957	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"18 years"	"18"	"2018"	"2018"	0	323783	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2014"	"2014"	Suppressed	329250	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2015"	"2015"	Suppressed	316660	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2016"	"2016"	Suppressed	316599	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2017"	"2017"	0	318262	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"19 years"	"19"	"2018"	"2018"	Suppressed	316806	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2014"	"2014"	Suppressed	344805	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2015"	"2015"	Suppressed	331250	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2016"	"2016"	0	317264	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2017"	"2017"	0	318616	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"20 years"	"20"	"2018"	"2018"	Suppressed	319124	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2014"	"2014"	Suppressed	352681	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2015"	"2015"	0	346706	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2016"	"2016"	Suppressed	331893	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2017"	"2017"	Suppressed	319408	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	"2018"	"2018"	Suppressed	319624	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2014"	"2014"	Suppressed	360528	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2015"	"2015"	0	354247	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2016"	"2016"	0	347293	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2017"	"2017"	Suppressed	333794	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	"2018"	"2018"	0	320253	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2014"	"2014"	Suppressed	366429	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2015"	"2015"	Suppressed	362086	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2016"	"2016"	Suppressed	355032	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2017"	"2017"	Suppressed	349040	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	"2018"	"2018"	Suppressed	334593	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2014"	"2014"	Suppressed	361498	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2015"	"2015"	0	367861	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2016"	"2016"	Suppressed	363167	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2017"	"2017"	Suppressed	356820	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	"2018"	"2018"	Suppressed	349764	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2014"	"2014"	Suppressed	339648	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2015"	"2015"	Suppressed	363310	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2016"	"2016"	Suppressed	369308	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2017"	"2017"	Suppressed	365332	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	"2018"	"2018"	Suppressed	357672	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2014"	"2014"	Suppressed	318586	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2015"	"2015"	Suppressed	341574	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2016"	"2016"	Suppressed	364443	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	"2017"	"2017"	Suppressed	371761	Suppressed
