"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	10	1767180	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	13	1799110	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	15	1795270	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	31	1762532	1.8
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	21	1710639	1.2
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	33	1646937	2.0
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	43	1587424	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	48	1538392	3.1
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	56	1513514	3.7
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	63	1501141	4.2
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	76	1492021	5.1
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	78	1494700	5.2
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	106	1489321	7.1
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	104	1470285	7.1
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	117	1447654	8.1
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	126	1415395	8.9
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	132	1379865	9.6
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	161	1355443	11.9
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	186	1349222	13.8
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	199	1355060	14.7
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	223	1385869	16.1
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	216	1406475	15.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	235	1413676	16.6
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	319	1413825	22.6
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	303	1405094	21.6
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	324	1393012	23.3
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	366	1396983	26.2
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	401	1420021	28.2
	"Black or African American"	"2054-5"	"Female"	"F"	"51 years"	"51"	425	1437908	29.6
	"Black or African American"	"2054-5"	"Female"	"F"	"52 years"	"52"	484	1452834	33.3
	"Black or African American"	"2054-5"	"Female"	"F"	"53 years"	"53"	489	1459511	33.5
	"Black or African American"	"2054-5"	"Female"	"F"	"54 years"	"54"	572	1458921	39.2
	"Black or African American"	"2054-5"	"Female"	"F"	"55 years"	"55"	563	1447329	38.9
	"Black or African American"	"2054-5"	"Female"	"F"	"56 years"	"56"	647	1430252	45.2
	"Black or African American"	"2054-5"	"Female"	"F"	"57 years"	"57"	646	1414152	45.7
	"Black or African American"	"2054-5"	"Female"	"F"	"58 years"	"58"	695	1385047	50.2
	"Black or African American"	"2054-5"	"Female"	"F"	"59 years"	"59"	671	1343589	49.9
	"Black or African American"	"2054-5"	"Female"	"F"	"60 years"	"60"	718	1300498	55.2
	"Black or African American"	"2054-5"	"Female"	"F"	"61 years"	"61"	757	1250559	60.5
