Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2006	70	1487479	4.70594878986527
Black or African American	Not Hispanic or Latino	20-24 years	F	2007	66	1498025	4.40580097127885
Black or African American	Not Hispanic or Latino	20-24 years	F	2008	75	1519892	4.93456113987046
Black or African American	Not Hispanic or Latino	20-24 years	F	2009	80	1554094	5.14769376884538
Black or African American	Not Hispanic or Latino	20-24 years	F	2010	68	1587829	4.28257702813086
Black or African American	Not Hispanic or Latino	20-24 years	F	2011	67	1671217	4.00905447946018
Black or African American	Not Hispanic or Latino	20-24 years	F	2012	65	1731526	3.75391417743655
Black or African American	Not Hispanic or Latino	20-24 years	M	2006	85	1480574	5.74101665975493
Black or African American	Not Hispanic or Latino	20-24 years	M	2007	88	1486497	5.91995812975068
Black or African American	Not Hispanic or Latino	20-24 years	M	2008	94	1497956	6.27521769664797
Black or African American	Not Hispanic or Latino	20-24 years	M	2009	89	1522604	5.84524932287056
Black or African American	Not Hispanic or Latino	20-24 years	M	2010	92	1550237	5.93457645508396
Black or African American	Not Hispanic or Latino	20-24 years	M	2011	94	1654175	5.6825910196926
Black or African American	Not Hispanic or Latino	20-24 years	M	2012	89	1737366	5.12269723247721
Black or African American	Not Hispanic or Latino	25-29 years	F	2006	128	1406128	9.10301195908196
Black or African American	Not Hispanic or Latino	25-29 years	F	2007	123	1434645	8.57354955407087
Black or African American	Not Hispanic or Latino	25-29 years	F	2008	104	1454865	7.14842957937678
Black or African American	Not Hispanic or Latino	25-29 years	F	2009	129	1459525	8.8384919751289
Black or African American	Not Hispanic or Latino	25-29 years	F	2010	114	1454543	7.83751322580357
Black or African American	Not Hispanic or Latino	25-29 years	F	2011	123	1465672	8.39205497546518
Black or African American	Not Hispanic or Latino	25-29 years	F	2012	115	1482708	7.75607874240916
Black or African American	Not Hispanic or Latino	25-29 years	M	2006	109	1261035	8.64369347401143
Black or African American	Not Hispanic or Latino	25-29 years	M	2007	109	1295064	8.41657246282809
Black or African American	Not Hispanic or Latino	25-29 years	M	2008	124	1326472	9.34810535013178
