Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	65	1770138	3.67203009030934
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	70	1785941	3.91950237997784
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	73	1762150	4.14266662883409
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	52	1714649	3.03269065563856
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	53	1677678	3.15912827133693
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	54	1643358	3.28595473414801
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	64	1615209	3.96233552438106
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	72	1794159	4.01302225722469
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	95	1826372	5.20156901222752
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	88	1815640	4.846775792558
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	88	1773358	4.96233699004939
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	80	1733291	4.61549734003119
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	75	1691428	4.43412311963619
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	76	1660340	4.57737571822639
Black or African American	Not Hispanic or Latino	25-29 years	F	2013	102	1510526	6.75261465211456
Black or African American	Not Hispanic or Latino	25-29 years	F	2014	120	1571068	7.63811623685289
Black or African American	Not Hispanic or Latino	25-29 years	F	2015	113	1639497	6.89235783902014
Black or African American	Not Hispanic or Latino	25-29 years	F	2016	125	1707945	7.31873684457052
Black or African American	Not Hispanic or Latino	25-29 years	F	2017	130	1773228	7.33126253363922
Black or African American	Not Hispanic or Latino	25-29 years	F	2018	119	1811064	6.57072306666137
Black or African American	Not Hispanic or Latino	25-29 years	F	2019	131	1817908	7.20608523643661
Black or African American	Not Hispanic or Latino	25-29 years	M	2013	131	1442576	9.0809773627178
Black or African American	Not Hispanic or Latino	25-29 years	M	2014	99	1517010	6.52599521427018
Black or African American	Not Hispanic or Latino	25-29 years	M	2015	99	1599040	6.1912147288373
Black or African American	Not Hispanic or Latino	25-29 years	M	2016	113	1683093	6.7138298359033
Black or African American	Not Hispanic or Latino	25-29 years	M	2017	115	1765639	6.51322269161476
Black or African American	Not Hispanic or Latino	25-29 years	M	2018	116	1824430	6.35815021678004
Black or African American	Not Hispanic or Latino	25-29 years	M	2019	109	1845874	5.90506177561415
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	230	1470609	15.6397791663182
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	247	1484560	16.6379263889637
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	250	1487728	16.8041469946119
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	241	1498513	16.0826098939415
Black or African American	Not Hispanic or Latino	30-34 years	F	2017	229	1519870	15.0670781053643
Black or African American	Not Hispanic or Latino	30-34 years	F	2018	273	1549097	17.6231701436385
Black or African American	Not Hispanic or Latino	30-34 years	F	2019	217	1602877	13.5381567019803
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	176	1341923	13.1155066274294
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	157	1362152	11.5258796375148
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	169	1374657	12.2939758790738
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	161	1397545	11.5202014961951
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	179	1431359	12.5055978269603
Black or African American	Not Hispanic or Latino	30-34 years	M	2018	154	1473500	10.4513064133017
Black or African American	Not Hispanic or Latino	30-34 years	M	2019	151	1538578	9.8142570607405
Black or African American	Not Hispanic or Latino	35-39 years	F	2013	381	1344139	28.3452827423354
Black or African American	Not Hispanic or Latino	35-39 years	F	2014	423	1374316	30.7789474909701
Black or African American	Not Hispanic or Latino	35-39 years	F	2015	451	1413525	31.9060504766453
Black or African American	Not Hispanic or Latino	35-39 years	F	2016	443	1445255	30.6520302645554
Black or African American	Not Hispanic or Latino	35-39 years	F	2017	437	1475146	29.6241863517238
Black or African American	Not Hispanic or Latino	35-39 years	F	2018	461	1494278	30.8510196897766
Black or African American	Not Hispanic or Latino	35-39 years	F	2019	485	1501244	32.3065404424597
Black or African American	Not Hispanic or Latino	35-39 years	M	2013	253	1199943	21.0843348392382
Black or African American	Not Hispanic or Latino	35-39 years	M	2014	260	1231071	21.1198216837209
Black or African American	Not Hispanic or Latino	35-39 years	M	2015	276	1271310	21.7098897987116
Black or African American	Not Hispanic or Latino	35-39 years	M	2016	269	1303281	20.6402149651533
Black or African American	Not Hispanic or Latino	35-39 years	M	2017	301	1336143	22.5275288647996
Black or African American	Not Hispanic or Latino	35-39 years	M	2018	257	1361639	18.8743125013311
Black or African American	Not Hispanic or Latino	35-39 years	M	2019	278	1374076	20.2317775727107
Black or African American	Not Hispanic or Latino	40-44 years	F	2013	803	1412452	56.8514894665447
Black or African American	Not Hispanic or Latino	40-44 years	F	2014	765	1406532	54.3890931738489
Black or African American	Not Hispanic or Latino	40-44 years	F	2015	760	1386639	54.8087858483715
Black or African American	Not Hispanic or Latino	40-44 years	F	2016	722	1352538	53.3811249665444
Black or African American	Not Hispanic or Latino	40-44 years	F	2017	738	1351467	54.6073267049806
Black or African American	Not Hispanic or Latino	40-44 years	F	2018	702	1354893	51.8122095250326
Black or African American	Not Hispanic or Latino	40-44 years	F	2019	706	1378109	51.2296197180339
Black or African American	Not Hispanic or Latino	40-44 years	M	2013	455	1254873	36.2586492816405
Black or African American	Not Hispanic or Latino	40-44 years	M	2014	495	1246955	39.6967011640356
Black or African American	Not Hispanic or Latino	40-44 years	M	2015	421	1226949	34.3127546458736
Black or African American	Not Hispanic or Latino	40-44 years	M	2016	440	1199479	36.6825930258054
Black or African American	Not Hispanic or Latino	40-44 years	M	2017	450	1197949	37.5642034844555
Black or African American	Not Hispanic or Latino	40-44 years	M	2018	466	1203743	38.7125823369274
Black or African American	Not Hispanic or Latino	40-44 years	M	2019	485	1228028	39.4942134869889
Black or African American	Not Hispanic or Latino	45-49 years	F	2013	1419	1428396	99.3421992220645
Black or African American	Not Hispanic or Latino	45-49 years	F	2014	1391	1402364	99.1896540413188
Black or African American	Not Hispanic or Latino	45-49 years	F	2015	1250	1396052	89.5382120436775
Black or African American	Not Hispanic or Latino	45-49 years	F	2016	1333	1403832	94.9543820058241
Black or African American	Not Hispanic or Latino	45-49 years	F	2017	1212	1413393	85.7510968286952
Black or African American	Not Hispanic or Latino	45-49 years	F	2018	1199	1406949	85.2198622693502
Black or African American	Not Hispanic or Latino	45-49 years	F	2019	1172	1397316	83.8750862367568
Black or African American	Not Hispanic or Latino	45-49 years	M	2013	1110	1269490	87.4366871735894
Black or African American	Not Hispanic or Latino	45-49 years	M	2014	1019	1247238	81.700525481103
Black or African American	Not Hispanic or Latino	45-49 years	M	2015	969	1240517	78.112593378406
Black or African American	Not Hispanic or Latino	45-49 years	M	2016	931	1242735	74.9154083533497
Black or African American	Not Hispanic or Latino	45-49 years	M	2017	849	1249902	67.9253253455071
Black or African American	Not Hispanic or Latino	45-49 years	M	2018	899	1240961	72.443856011591
Black or African American	Not Hispanic or Latino	45-49 years	M	2019	860	1229131	69.9681319566425
Black or African American	Not Hispanic or Latino	50-54 years	F	2013	2644	1467990	180.11021873446
Black or African American	Not Hispanic or Latino	50-54 years	F	2014	2583	1473543	175.291796710378
Black or African American	Not Hispanic or Latino	50-54 years	F	2015	2521	1467603	171.776699829586
Black or African American	Not Hispanic or Latino	50-54 years	F	2016	2489	1451167	171.517130695502
Black or African American	Not Hispanic or Latino	50-54 years	F	2017	2281	1432173	159.268468264658
Black or African American	Not Hispanic or Latino	50-54 years	F	2018	2073	1404709	147.575049351859
Black or African American	Not Hispanic or Latino	50-54 years	F	2019	2001	1377231	145.29153061469
Black or African American	Not Hispanic or Latino	50-54 years	M	2013	2416	1291678	187.043520134275
Black or African American	Not Hispanic or Latino	50-54 years	M	2014	2373	1296563	183.02234445993
Black or African American	Not Hispanic or Latino	50-54 years	M	2015	2297	1291152	177.903143859127
Black or African American	Not Hispanic or Latino	50-54 years	M	2016	2070	1277354	162.053745476978
Black or African American	Not Hispanic or Latino	50-54 years	M	2017	1918	1259223	152.31615051504
Black or African American	Not Hispanic or Latino	50-54 years	M	2018	1786	1234617	144.660246861982
Black or African American	Not Hispanic or Latino	50-54 years	M	2019	1690	1208849	139.802407083101
Black or African American	Not Hispanic or Latino	55-59 years	F	2013	3579	1330735	268.949114587052
Black or African American	Not Hispanic or Latino	55-59 years	F	2014	3789	1364351	277.71445910913
Black or African American	Not Hispanic or Latino	55-59 years	F	2015	3890	1395987	278.655890062013
Black or African American	Not Hispanic or Latino	55-59 years	F	2016	3864	1412482	273.561008211078
Black or African American	Not Hispanic or Latino	55-59 years	F	2017	3785	1421202	266.323858255195
Black or African American	Not Hispanic or Latino	55-59 years	F	2018	3715	1426347	260.455555345228
Black or African American	Not Hispanic or Latino	55-59 years	F	2019	3458	1428980	241.990790633879
Black or African American	Not Hispanic or Latino	55-59 years	M	2013	4310	1139012	378.398120476343
Black or African American	Not Hispanic or Latino	55-59 years	M	2014	4200	1171735	358.442821969131
Black or African American	Not Hispanic or Latino	55-59 years	M	2015	4157	1200683	346.219610005305
Black or African American	Not Hispanic or Latino	55-59 years	M	2016	4048	1216592	332.732748530321
Black or African American	Not Hispanic or Latino	55-59 years	M	2017	3816	1224431	311.654964632552
Black or African American	Not Hispanic or Latino	55-59 years	M	2018	3643	1227043	296.892610935395
Black or African American	Not Hispanic or Latino	55-59 years	M	2019	3608	1228490	293.693884362103
Black or African American	Not Hispanic or Latino	60-64 years	F	2013	4341	1075039	403.799304025249
Black or African American	Not Hispanic or Latino	60-64 years	F	2014	4411	1114807	395.673870006198
Black or African American	Not Hispanic or Latino	60-64 years	F	2015	4434	1153658	384.342673478622
Black or African American	Not Hispanic or Latino	60-64 years	F	2016	4587	1190046	385.447285230991
Black or African American	Not Hispanic or Latino	60-64 years	F	2017	4644	1239642	374.624286689222
Black or African American	Not Hispanic or Latino	60-64 years	F	2018	4705	1272746	369.673131952487
Black or African American	Not Hispanic or Latino	60-64 years	F	2019	4941	1301964	379.503580744168
Black or African American	Not Hispanic or Latino	60-64 years	M	2013	5301	872930	607.26518735752
Black or African American	Not Hispanic or Latino	60-64 years	M	2014	5417	904640	598.801733286169
Black or African American	Not Hispanic or Latino	60-64 years	M	2015	5489	938589	584.814013375396
Black or African American	Not Hispanic or Latino	60-64 years	M	2016	5711	971972	587.568366166927
Black or African American	Not Hispanic or Latino	60-64 years	M	2017	5505	1015295	542.206944779596
Black or African American	Not Hispanic or Latino	60-64 years	M	2018	5376	1048087	512.934517840599
Black or African American	Not Hispanic or Latino	60-64 years	M	2019	5429	1076824	504.167812010134
Black or African American	Not Hispanic or Latino	65-69 years	F	2013	4133	774692	533.502346739091
Black or African American	Not Hispanic or Latino	65-69 years	F	2014	4415	828528	532.872757468667
Black or African American	Not Hispanic or Latino	65-69 years	F	2015	4536	885437	512.289411894917
Black or African American	Not Hispanic or Latino	65-69 years	F	2016	4963	946010	524.624475428378
Black or African American	Not Hispanic or Latino	65-69 years	F	2017	5072	978448	518.371952316321
Black or African American	Not Hispanic or Latino	65-69 years	F	2018	5190	1007581	515.09506431741
Black or African American	Not Hispanic or Latino	65-69 years	F	2019	5089	1042963	487.936772445427
Black or African American	Not Hispanic or Latino	65-69 years	M	2013	5038	601865	837.064790276889
Black or African American	Not Hispanic or Latino	65-69 years	M	2014	5295	642116	824.617358857278
Black or African American	Not Hispanic or Latino	65-69 years	M	2015	5487	686820	798.899274919193
Black or African American	Not Hispanic or Latino	65-69 years	M	2016	5881	732181	803.216690954832
Black or African American	Not Hispanic or Latino	65-69 years	M	2017	6109	753775	810.454047958608
Black or African American	Not Hispanic or Latino	65-69 years	M	2018	6095	774325	787.137183998967
Black or African American	Not Hispanic or Latino	65-69 years	M	2019	6147	800482	767.912332819476
