Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	491	11050062	4.44341398265458
Black or African American	Not Hispanic or Latino	20-24 years	M	631	10929409	5.77341373170315
Black or African American	Not Hispanic or Latino	25-29 years	F	836	10158086	8.22989685261574
Black or African American	Not Hispanic or Latino	25-29 years	M	767	9335122	8.21628255099398
Black or African American	Not Hispanic or Latino	30-34 years	F	1617	9566672	16.902429601433
Black or African American	Not Hispanic or Latino	30-34 years	M	1077	8570746	12.5660006725202
Black or African American	Not Hispanic or Latino	35-39 years	F	3254	9701843	33.540019148939
Black or African American	Not Hispanic or Latino	35-39 years	M	1812	8605616	21.0560173728412
Black or African American	Not Hispanic or Latino	40-44 years	F	6311	10057585	62.7486618308471
Black or African American	Not Hispanic or Latino	40-44 years	M	3986	8954276	44.515045102474
Black or African American	Not Hispanic or Latino	45-49 years	F	12063	10339811	116.665575415257
Black or African American	Not Hispanic or Latino	45-49 years	M	9619	9185839	104.715530067531
Black or African American	Not Hispanic or Latino	50-54 years	F	18570	9687107	191.698099339669
Black or African American	Not Hispanic or Latino	50-54 years	M	19272	8486455	227.091288411946
Black or African American	Not Hispanic or Latino	55-59 years	F	23281	8148890	285.695352373145
Black or African American	Not Hispanic or Latino	55-59 years	M	28397	6885704	412.405180356286
Black or African American	Not Hispanic or Latino	60-64 years	F	25393	6151985	412.761084430472
Black or African American	Not Hispanic or Latino	60-64 years	M	32042	4992332	641.824301749162
Black or African American	Not Hispanic or Latino	65-69 years	F	25954	4493494	577.590623243294
Black or African American	Not Hispanic or Latino	65-69 years	M	31619	3438593	919.533076464705
Black or African American	Not Hispanic or Latino	70-74 years	F	26006	3451939	753.373683602173
Black or African American	Not Hispanic or Latino	70-74 years	M	30737	2447118	1256.04895227774
Black or African American	Not Hispanic or Latino	75-79 years	F	25228	2652820	950.98800521709
Black or African American	Not Hispanic or Latino	75-79 years	M	27456	1655142	1658.83048101009
Black or African American	Not Hispanic or Latino	80-84 years	F	22685	1924283	1178.88065320953
Black or African American	Not Hispanic or Latino	80-84 years	M	22345	1013701	2204.29890076068
White	Not Hispanic or Latino	20-24 years	F	1535	43961502	3.49169143492868
White	Not Hispanic or Latino	20-24 years	M	2394	45419515	5.27086209529098
White	Not Hispanic or Latino	25-29 years	F	2577	42996556	5.99350329361263
White	Not Hispanic or Latino	25-29 years	M	3158	43487715	7.2618209533428
White	Not Hispanic or Latino	30-34 years	F	4783	40500557	11.8097141231909
White	Not Hispanic or Latino	30-34 years	M	4389	41187939	10.6560320971632
White	Not Hispanic or Latino	35-39 years	F	9966	43382242	22.9725333236581
White	Not Hispanic or Latino	35-39 years	M	8044	43852775	18.3431949289412
White	Not Hispanic or Latino	40-44 years	F	21487	48458553	44.3409855841135
White	Not Hispanic or Latino	40-44 years	M	17325	48599406	35.6485838530619
White	Not Hispanic or Latino	45-49 years	F	45197	54602317	82.7748756522548
White	Not Hispanic or Latino	45-49 years	M	42172	54105170	77.9444921806918
White	Not Hispanic or Latino	50-54 years	F	77202	55541764	138.998106001819
White	Not Hispanic or Latino	50-54 years	M	84860	54413985	155.95255521168
White	Not Hispanic or Latino	55-59 years	F	109743	51454895	213.279999891167
White	Not Hispanic or Latino	55-59 years	M	134471	49562426	271.316420225273
White	Not Hispanic or Latino	60-64 years	F	147292	44375263	331.92366657072
White	Not Hispanic or Latino	60-64 years	M	183460	41990687	436.906402603034
White	Not Hispanic or Latino	65-69 years	F	172660	34604279	498.955634937517
White	Not Hispanic or Latino	65-69 years	M	213701	31590281	676.477046848681
White	Not Hispanic or Latino	70-74 years	F	190842	27266367	699.917227696671
White	Not Hispanic or Latino	70-74 years	M	231255	23522947	983.103860243362
White	Not Hispanic or Latino	75-79 years	F	214904	23422782	917.49989390671
White	Not Hispanic or Latino	75-79 years	M	251586	18405785	1366.88546562942
White	Not Hispanic or Latino	80-84 years	F	226144	20018796	1129.65834708541
White	Not Hispanic or Latino	80-84 years	M	244494	13434174	1819.94069750771
