Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	431	11969123	3.60093216520542
Black or African American	Not Hispanic or Latino	20-24 years	M	574	12294588	4.66872090386437
Black or African American	Not Hispanic or Latino	25-29 years	F	840	11831236	7.09984992269616
Black or African American	Not Hispanic or Latino	25-29 years	M	782	11677662	6.69654593530794
Black or African American	Not Hispanic or Latino	30-34 years	F	1687	10613254	15.8952193172801
Black or African American	Not Hispanic or Latino	30-34 years	M	1147	9919714	11.5628333639458
Black or African American	Not Hispanic or Latino	35-39 years	F	3081	10047903	30.6631144826936
Black or African American	Not Hispanic or Latino	35-39 years	M	1894	9077463	20.8648605893519
Black or African American	Not Hispanic or Latino	40-44 years	F	5196	9642630	53.8857137523684
Black or African American	Not Hispanic or Latino	40-44 years	M	3212	8557976	37.5322389312613
Black or African American	Not Hispanic or Latino	45-49 years	F	8976	9848302	91.1426152447396
Black or African American	Not Hispanic or Latino	45-49 years	M	6637	8719974	76.112612262376
Black or African American	Not Hispanic or Latino	50-54 years	F	16592	10074416	164.694410077964
Black or African American	Not Hispanic or Latino	50-54 years	M	14550	8859436	164.231673438354
Black or African American	Not Hispanic or Latino	55-59 years	F	26080	9780084	266.66437629779
Black or African American	Not Hispanic or Latino	55-59 years	M	27782	8407986	330.423956462344
Black or African American	Not Hispanic or Latino	60-64 years	F	32063	8347902	384.084528064656
Black or African American	Not Hispanic or Latino	60-64 years	M	38228	6828337	559.84348751387
Black or African American	Not Hispanic or Latino	65-69 years	F	33398	6463659	516.704238265045
Black or African American	Not Hispanic or Latino	65-69 years	M	40052	4991564	802.393798817365
Black or African American	Not Hispanic or Latino	70-74 years	F	29811	4495475	663.133484225805
Black or African American	Not Hispanic or Latino	70-74 years	M	34760	3253993	1068.22602261283
Black or African American	Not Hispanic or Latino	75-79 years	F	27178	3167907	857.916599193095
Black or African American	Not Hispanic or Latino	75-79 years	M	28767	2083749	1380.54055454856
Black or African American	Not Hispanic or Latino	80-84 years	F	23304	2195297	1061.54201458846
Black or African American	Not Hispanic or Latino	80-84 years	M	22429	1252239	1791.11176061439
White	Not Hispanic or Latino	20-24 years	F	1207	42508943	2.83940252289971
White	Not Hispanic or Latino	20-24 years	M	1847	44740216	4.12827689522107
White	Not Hispanic or Latino	25-29 years	F	2385	44357865	5.37672406009622
White	Not Hispanic or Latino	25-29 years	M	2792	45869026	6.08689619875512
White	Not Hispanic or Latino	30-34 years	F	4934	43518467	11.337715549585
White	Not Hispanic or Latino	30-34 years	M	4440	44373752	10.0059152086125
White	Not Hispanic or Latino	35-39 years	F	9014	41580520	21.6784205680929
White	Not Hispanic or Latino	35-39 years	M	7197	42151917	17.0739565652495
White	Not Hispanic or Latino	40-44 years	F	16436	41288694	39.8075075951785
White	Not Hispanic or Latino	40-44 years	M	13193	41648573	31.6769556546391
White	Not Hispanic or Latino	45-49 years	F	33074	45787793	72.2332260041448
White	Not Hispanic or Latino	45-49 years	M	29658	45806176	64.7467276028455
White	Not Hispanic or Latino	50-54 years	F	65266	51228757	127.401100128196
White	Not Hispanic or Latino	50-54 years	M	67787	50377945	134.55689786473
White	Not Hispanic or Latino	55-59 years	F	111401	54601071	204.027133460441
White	Not Hispanic or Latino	55-59 years	M	132091	52712508	250.587583501054
White	Not Hispanic or Latino	60-64 years	F	151726	51261435	295.984691025524
White	Not Hispanic or Latino	60-64 years	M	193382	48293904	400.427350002601
White	Not Hispanic or Latino	65-69 years	F	191160	45039876	424.423903831352
White	Not Hispanic or Latino	65-69 years	M	241763	41449826	583.266622156629
White	Not Hispanic or Latino	70-74 years	F	213121	35087001	607.407284538225
White	Not Hispanic or Latino	70-74 years	M	261191	31094416	839.993264385477
White	Not Hispanic or Latino	75-79 years	F	211115	25568699	825.6775207843
White	Not Hispanic or Latino	75-79 years	M	249726	21164051	1179.95368656029
White	Not Hispanic or Latino	80-84 years	F	200688	18944368	1059.35442132459
White	Not Hispanic or Latino	80-84 years	M	227476	14025993	1621.81743567104
