Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	1999	81	1331673	6.08257432567905
Black or African American	Not Hispanic or Latino	20-24 years	F	2000	66	1361689	4.84692172735478
Black or African American	Not Hispanic or Latino	20-24 years	F	2001	64	1420272	4.50617909808825
Black or African American	Not Hispanic or Latino	20-24 years	F	2002	59	1452733	4.06131064689795
Black or African American	Not Hispanic or Latino	20-24 years	F	2003	67	1474407	4.5441998037177
Black or African American	Not Hispanic or Latino	20-24 years	F	2004	78	1483898	5.25642598076148
Black or African American	Not Hispanic or Latino	20-24 years	F	2005	63	1483098	4.24786494216835
Black or African American	Not Hispanic or Latino	20-24 years	M	1999	97	1262470	7.68335089150633
Black or African American	Not Hispanic or Latino	20-24 years	M	2000	96	1288774	7.44893984515516
Black or African American	Not Hispanic or Latino	20-24 years	M	2001	83	1354373	6.12829700533014
Black or African American	Not Hispanic or Latino	20-24 years	M	2002	73	1397013	5.22543455214805
Black or African American	Not Hispanic or Latino	20-24 years	M	2003	85	1426855	5.95715752476601
Black or African American	Not Hispanic or Latino	20-24 years	M	2004	106	1455519	7.28262564762123
Black or African American	Not Hispanic or Latino	20-24 years	M	2005	95	1467280	6.47456518183305
Black or African American	Not Hispanic or Latino	25-29 years	F	1999	114	1358176	8.39361025375209
Black or African American	Not Hispanic or Latino	25-29 years	F	2000	120	1345107	8.92122336736037
Black or African American	Not Hispanic or Latino	25-29 years	F	2001	135	1304639	10.3476900506577
Black or African American	Not Hispanic or Latino	25-29 years	F	2002	109	1293736	8.42521194432249
Black or African American	Not Hispanic or Latino	25-29 years	F	2003	137	1295263	10.5770025083709
Black or African American	Not Hispanic or Latino	25-29 years	F	2004	139	1324683	10.4930764567825
Black or African American	Not Hispanic or Latino	25-29 years	F	2005	132	1363164	9.68335431393435
Black or African American	Not Hispanic or Latino	25-29 years	M	1999	113	1227359	9.20676020626402
Black or African American	Not Hispanic or Latino	25-29 years	M	2000	93	1217250	7.64017252002465
Black or African American	Not Hispanic or Latino	25-29 years	M	2001	106	1176367	9.0107934003589
Black or African American	Not Hispanic or Latino	25-29 years	M	2002	102	1161423	8.7823299521363
Black or African American	Not Hispanic or Latino	25-29 years	M	2003	89	1156545	7.69533394723076
Black or African American	Not Hispanic or Latino	25-29 years	M	2004	102	1184157	8.61372267359818
Black or African American	Not Hispanic or Latino	25-29 years	M	2005	124	1219297	10.1697945619484
Black or African American	Not Hispanic or Latino	30-34 years	F	1999	252	1393840	18.0795500200884
Black or African American	Not Hispanic or Latino	30-34 years	F	2000	262	1384892	18.9184427377731
Black or African American	Not Hispanic or Latino	30-34 years	F	2001	289	1388476	20.8141876417021
Black or African American	Not Hispanic or Latino	30-34 years	F	2002	267	1393457	19.1609787743719
Black or African American	Not Hispanic or Latino	30-34 years	F	2003	256	1388044	18.4432193792128
Black or African American	Not Hispanic or Latino	30-34 years	F	2004	258	1376595	18.7418957645495
Black or African American	Not Hispanic or Latino	30-34 years	F	2005	229	1350939	16.9511724807708
Black or African American	Not Hispanic or Latino	30-34 years	M	1999	181	1248190	14.5009974442993
Black or African American	Not Hispanic or Latino	30-34 years	M	2000	166	1243849	13.3456713797254
Black or African American	Not Hispanic or Latino	30-34 years	M	2001	161	1241242	12.9708791678013
Black or African American	Not Hispanic or Latino	30-34 years	M	2002	185	1243774	14.8740848417799
Black or African American	Not Hispanic or Latino	30-34 years	M	2003	174	1233902	14.1016061243113
Black or African American	Not Hispanic or Latino	30-34 years	M	2004	152	1222155	12.4370476739857
Black or African American	Not Hispanic or Latino	30-34 years	M	2005	189	1196334	15.79826369559
Black or African American	Not Hispanic or Latino	35-39 years	F	1999	667	1507328	44.25048828125
Black or African American	Not Hispanic or Latino	35-39 years	F	2000	629	1505402	41.7828593292689
Black or African American	Not Hispanic or Latino	35-39 years	F	2001	584	1491812	39.1470238877285
Black or African American	Not Hispanic or Latino	35-39 years	F	2002	562	1467701	38.2911778352675
Black or African American	Not Hispanic or Latino	35-39 years	F	2003	585	1440844	40.6012031836896
Black or African American	Not Hispanic or Latino	35-39 years	F	2004	523	1408319	37.1364726315558
Black or African American	Not Hispanic or Latino	35-39 years	F	2005	485	1396992	34.7174500641378
Black or African American	Not Hispanic or Latino	35-39 years	M	1999	382	1334212	28.6311320839567
Black or African American	Not Hispanic or Latino	35-39 years	M	2000	377	1333184	28.2781671547213
Black or African American	Not Hispanic or Latino	35-39 years	M	2001	365	1322748	27.5940693163021
Black or African American	Not Hispanic or Latino	35-39 years	M	2002	345	1298817	26.5626335349784
Black or African American	Not Hispanic or Latino	35-39 years	M	2003	288	1273108	22.6218042774062
Black or African American	Not Hispanic or Latino	35-39 years	M	2004	258	1248378	20.6668172620793
Black or African American	Not Hispanic or Latino	35-39 years	M	2005	280	1238840	22.6017887701398
Black or African American	Not Hispanic or Latino	40-44 years	F	1999	1127	1420696	79.3273156255807
Black or African American	Not Hispanic or Latino	40-44 years	F	2000	1151	1442018	79.8186985183264
Black or African American	Not Hispanic or Latino	40-44 years	F	2001	1165	1475496	78.9565000515081
Black or African American	Not Hispanic or Latino	40-44 years	F	2002	1150	1487168	77.3281835004519
Black or African American	Not Hispanic or Latino	40-44 years	F	2003	1090	1498869	72.7214986766689
Black or African American	Not Hispanic or Latino	40-44 years	F	2004	1101	1510161	72.9061338493048
Black or African American	Not Hispanic or Latino	40-44 years	F	2005	1076	1506129	71.4414236761924
Black or African American	Not Hispanic or Latino	40-44 years	M	1999	873	1248357	69.9319185136944
