Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	189	10007770	1.8885326101619
Black or African American	Not Hispanic or Latino	20-24 years	M	275	9652284	2.84906660433945
Black or African American	Not Hispanic or Latino	25-29 years	F	467	9284768	5.02974333876732
Black or African American	Not Hispanic or Latino	25-29 years	M	578	8342398	6.92846349454917
Black or African American	Not Hispanic or Latino	30-34 years	F	934	9676243	9.65250665986788
Black or African American	Not Hispanic or Latino	30-34 years	M	1333	8629446	15.4471098144655
Black or African American	Not Hispanic or Latino	35-39 years	F	1952	10218398	19.1027986970169
Black or African American	Not Hispanic or Latino	35-39 years	M	2783	9049287	30.7538041394863
Black or African American	Not Hispanic or Latino	40-44 years	F	4031	10340537	38.9825015857494
Black or African American	Not Hispanic or Latino	40-44 years	M	5378	9123463	58.946915222871
Black or African American	Not Hispanic or Latino	45-49 years	F	6628	9210609	71.9604968574825
Black or African American	Not Hispanic or Latino	45-49 years	M	9270	8043151	115.253337902024
Black or African American	Not Hispanic or Latino	50-54 years	F	9000	7636550	117.854266651826
Black or African American	Not Hispanic or Latino	50-54 years	M	12586	6532343	192.672062688686
Black or African American	Not Hispanic or Latino	55-59 years	F	10348	5702838	181.453514899073
Black or African American	Not Hispanic or Latino	55-59 years	M	14071	4730008	297.483640619635
Black or African American	Not Hispanic or Latino	60-64 years	F	12072	4453084	271.093022274002
Black or African American	Not Hispanic or Latino	60-64 years	M	14763	3525140	418.791877769394
Black or African American	Not Hispanic or Latino	65-69 years	F	15493	3718906	416.601011157582
Black or African American	Not Hispanic or Latino	65-69 years	M	15883	2786073	570.085564879312
Black or African American	Not Hispanic or Latino	70-74 years	F	19258	3113441	618.543919733825
Black or African American	Not Hispanic or Latino	70-74 years	M	17151	2108189	813.541859861711
Black or African American	Not Hispanic or Latino	75-79 years	F	24126	2499398	965.272437602975
Black or African American	Not Hispanic or Latino	75-79 years	M	17572	1501977	1169.92470590428
Black or African American	Not Hispanic or Latino	80-84 years	F	24836	1704207	1457.33470171171
Black or African American	Not Hispanic or Latino	80-84 years	M	14761	869818	1697.02167579885
White	Not Hispanic or Latino	20-24 years	F	145	42705590	0.339534004798903
White	Not Hispanic or Latino	20-24 years	M	247	43675492	0.565534556542603
White	Not Hispanic or Latino	25-29 years	F	258	40723128	0.63354661753881
White	Not Hispanic or Latino	25-29 years	M	663	41199210	1.60925415802876
White	Not Hispanic or Latino	30-34 years	F	637	45439511	1.40186367762628
White	Not Hispanic or Latino	30-34 years	M	1538	46078597	3.33777523651599
White	Not Hispanic or Latino	35-39 years	F	1474	51506257	2.86178822895245
White	Not Hispanic or Latino	35-39 years	M	3763	51758252	7.2703382641284
White	Not Hispanic or Latino	40-44 years	F	3573	56585763	6.31430913107949
White	Not Hispanic or Latino	40-44 years	M	8987	56429053	15.9261931969689
White	Not Hispanic or Latino	45-49 years	F	6492	54767272	11.8537947261642
White	Not Hispanic or Latino	45-49 years	M	16010	54187520	29.5455484952993
White	Not Hispanic or Latino	50-54 years	F	10879	50150113	21.6928723570374
White	Not Hispanic or Latino	50-54 years	M	24310	49088689	49.5226099845527
White	Not Hispanic or Latino	55-59 years	F	16376	42061184	38.9337589735943
White	Not Hispanic or Latino	55-59 years	M	32650	40426612	80.7636316394755
White	Not Hispanic or Latino	60-64 years	F	24444	33604952	72.7392796156947
White	Not Hispanic or Latino	60-64 years	M	39686	31308616	126.757439549548
White	Not Hispanic or Latino	65-69 years	F	36776	28928441	127.12748675257
White	Not Hispanic or Latino	65-69 years	M	50297	25718224	195.569491890264
White	Not Hispanic or Latino	70-74 years	F	62097	27599305	224.994796064611
White	Not Hispanic or Latino	70-74 years	M	68787	22648385	303.717019999439
White	Not Hispanic or Latino	75-79 years	F	105697	25545359	413.76204577904
White	Not Hispanic or Latino	75-79 years	M	91971	18465862	498.059608590165
White	Not Hispanic or Latino	80-84 years	F	154311	19737871	781.801644159089
White	Not Hispanic or Latino	80-84 years	M	100957	12053862	837.548994670754
