Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	28	1770138	1.58179757736402
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	38	1785941	2.12772986341654
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	26	1762150	1.47547030616009
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	29	1714649	1.69130825025997
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	34	1677678	2.02661058915954
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	27	1643358	1.642977367074
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	35	1615209	2.16690223989589
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	43	1794159	2.39666607028697
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	49	1826372	2.68291454314893
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	40	1815640	2.20307990570818
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	51	1773358	2.8758998465059
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	54	1733291	3.11546070452105
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	41	1691428	2.42398730540112
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	63	1660340	3.79440355589819
Black or African American	Not Hispanic or Latino	25-29 years	F	2013	82	1510526	5.42857256346465
Black or African American	Not Hispanic or Latino	25-29 years	F	2014	86	1571068	5.47398330307791
Black or African American	Not Hispanic or Latino	25-29 years	F	2015	89	1639497	5.42849422719285
Black or African American	Not Hispanic or Latino	25-29 years	F	2016	85	1707945	4.97674105430795
Black or African American	Not Hispanic or Latino	25-29 years	F	2017	89	1773228	5.01909511918377
Black or African American	Not Hispanic or Latino	25-29 years	F	2018	122	1811064	6.7363715473335
Black or African American	Not Hispanic or Latino	25-29 years	F	2019	102	1817908	5.61084499325598
Black or African American	Not Hispanic or Latino	25-29 years	M	2013	129	1442576	8.94233648695112
Black or African American	Not Hispanic or Latino	25-29 years	M	2014	143	1517010	9.42643753172359
Black or African American	Not Hispanic or Latino	25-29 years	M	2015	124	1599040	7.754652791675
Black or African American	Not Hispanic or Latino	25-29 years	M	2016	146	1683093	8.67450580568038
Black or African American	Not Hispanic or Latino	25-29 years	M	2017	134	1765639	7.58932035370764
Black or African American	Not Hispanic or Latino	25-29 years	M	2018	174	1824430	9.53722532517005
Black or African American	Not Hispanic or Latino	25-29 years	M	2019	179	1845874	9.6973032828893
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	193	1470609	13.1238146917366
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	176	1484560	11.85536455246
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	170	1487728	11.4268199563361
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	194	1498513	12.9461673005172
