Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	159	8676097	1.83262128120513
Black or African American	Not Hispanic or Latino	20-24 years	M	235	8389814	2.80101561250345
Black or African American	Not Hispanic or Latino	25-29 years	F	428	7926592	5.39954623626396
Black or African American	Not Hispanic or Latino	25-29 years	M	523	7115039	7.35062731209204
Black or African American	Not Hispanic or Latino	30-34 years	F	847	8282403	10.2265006906812
Black or African American	Not Hispanic or Latino	30-34 years	M	1218	7381256	16.5012566966923
Black or African American	Not Hispanic or Latino	35-39 years	F	1746	8711070	20.0434619398076
Black or African American	Not Hispanic or Latino	35-39 years	M	2511	7715075	32.5466699934868
Black or African American	Not Hispanic or Latino	40-44 years	F	3680	8919841	41.2563407800655
Black or African American	Not Hispanic or Latino	40-44 years	M	4927	7875106	62.5642372305846
Black or African American	Not Hispanic or Latino	45-49 years	F	6126	8017885	76.4041888852235
Black or African American	Not Hispanic or Latino	45-49 years	M	8609	7015963	122.705892263115
Black or African American	Not Hispanic or Latino	50-54 years	F	8381	6706149	124.974855166505
Black or African American	Not Hispanic or Latino	50-54 years	M	11825	5744286	205.856741812647
Black or African American	Not Hispanic or Latino	55-59 years	F	9604	4999264	192.108278338571
Black or African American	Not Hispanic or Latino	55-59 years	M	13146	4156066	316.308740044071
Black or African American	Not Hispanic or Latino	60-64 years	F	11201	3867229	289.63891199616
Black or African American	Not Hispanic or Latino	60-64 years	M	13777	3065751	449.384180254691
Black or African American	Not Hispanic or Latino	65-69 years	F	14278	3210945	444.66660126536
Black or African American	Not Hispanic or Latino	65-69 years	M	14700	2409604	610.05874824245
Black or African American	Not Hispanic or Latino	70-74 years	F	17726	2678186	661.865904757922
Black or African American	Not Hispanic or Latino	70-74 years	M	15929	1819341	875.536801512196
Black or African American	Not Hispanic or Latino	75-79 years	F	22282	2156008	1033.48410581037
Black or African American	Not Hispanic or Latino	75-79 years	M	16335	1295091	1261.30132940465
Black or African American	Not Hispanic or Latino	80-84 years	F	23098	1476427	1564.45256013335
Black or African American	Not Hispanic or Latino	80-84 years	M	13768	756900	1818.99854670366
White	Not Hispanic or Latino	20-24 years	F	125	36938462	0.338400662160758
White	Not Hispanic or Latino	20-24 years	M	237	37753354	0.627758794622592
White	Not Hispanic or Latino	25-29 years	F	243	34509350	0.704156989337672
White	Not Hispanic or Latino	25-29 years	M	614	34904656	1.75907764282221
White	Not Hispanic or Latino	30-34 years	F	603	38604835	1.56198051358075
White	Not Hispanic or Latino	30-34 years	M	1400	39156892	3.57536037334117
White	Not Hispanic or Latino	35-39 years	F	1363	43440670	3.13761274860632
White	Not Hispanic or Latino	35-39 years	M	3483	43663665	7.9768842125369
White	Not Hispanic or Latino	40-44 years	F	3326	48452245	6.86449100552513
White	Not Hispanic or Latino	40-44 years	M	8400	48311247	17.3872556011647
White	Not Hispanic or Latino	45-49 years	F	6060	47311534	12.8087159465174
White	Not Hispanic or Latino	45-49 years	M	15090	46818149	32.2310905542208
White	Not Hispanic or Latino	50-54 years	F	10200	43493384	23.4518426986504
White	Not Hispanic or Latino	50-54 years	M	23086	42574722	54.2246641093746
White	Not Hispanic or Latino	55-59 years	F	15359	36757112	41.7851108650756
White	Not Hispanic or Latino	55-59 years	M	31020	35362830	87.7192238290883
White	Not Hispanic or Latino	60-64 years	F	22832	29187241	78.2259618166719
White	Not Hispanic or Latino	60-64 years	M	37480	27218622	137.699843878944
White	Not Hispanic or Latino	65-69 years	F	34070	24799533	137.381619242588
White	Not Hispanic or Latino	65-69 years	M	47130	22098581	213.271612326601
White	Not Hispanic or Latino	70-74 years	F	57415	23460678	244.728647654599
White	Not Hispanic or Latino	70-74 years	M	64222	19349766	331.900654509207
White	Not Hispanic or Latino	75-79 years	F	98215	21842200	449.657085824688
White	Not Hispanic or Latino	75-79 years	M	86070	15867124	542.442348090303
White	Not Hispanic or Latino	80-84 years	F	144399	17051768	846.82714425859
White	Not Hispanic or Latino	80-84 years	M	95057	10469073	907.979149634356
