Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	217	11969123	1.81299832911735
Black or African American	Not Hispanic or Latino	20-24 years	M	341	12294588	2.77357809794033
Black or African American	Not Hispanic or Latino	25-29 years	F	655	11831236	5.53619249924522
Black or African American	Not Hispanic or Latino	25-29 years	M	1029	11677662	8.81169535477221
Black or African American	Not Hispanic or Latino	30-34 years	F	1382	10613254	13.0214541176533
Black or African American	Not Hispanic or Latino	30-34 years	M	2251	9919714	22.6921864884411
Black or African American	Not Hispanic or Latino	35-39 years	F	2527	10047903	25.1495262245266
Black or African American	Not Hispanic or Latino	35-39 years	M	4360	9077463	48.0310412722145
Black or African American	Not Hispanic or Latino	40-44 years	F	4236	9642630	43.9299236826468
Black or African American	Not Hispanic or Latino	40-44 years	M	7273	8557976	84.9850478664581
Black or African American	Not Hispanic or Latino	45-49 years	F	7301	9848302	74.1346071637527
Black or African American	Not Hispanic or Latino	45-49 years	M	11793	8719974	135.24122893027
Black or African American	Not Hispanic or Latino	50-54 years	F	12193	10074416	121.029348003894
Black or African American	Not Hispanic or Latino	50-54 years	M	18563	8859436	209.528010586678
Black or African American	Not Hispanic or Latino	55-59 years	F	17895	9780084	182.973888567828
Black or African American	Not Hispanic or Latino	55-59 years	M	27751	8407986	330.05525936889
Black or African American	Not Hispanic or Latino	60-64 years	F	22297	8347902	267.097050252866
Black or African American	Not Hispanic or Latino	60-64 years	M	33818	6828337	495.259680358483
Black or African American	Not Hispanic or Latino	65-69 years	F	23584	6463659	364.870733434422
Black or African American	Not Hispanic or Latino	65-69 years	M	33209	4991564	665.302498375259
Black or African American	Not Hispanic or Latino	70-74 years	F	24562	4495475	546.371629249412
Black or African American	Not Hispanic or Latino	70-74 years	M	28712	3253993	882.362070231866
Black or African American	Not Hispanic or Latino	75-79 years	F	27179	3167907	857.948165776331
Black or African American	Not Hispanic or Latino	75-79 years	M	26177	2083749	1256.24535392698
Black or African American	Not Hispanic or Latino	80-84 years	F	30585	2195297	1393.20556626279
Black or African American	Not Hispanic or Latino	80-84 years	M	22926	1252239	1830.80066984018
White	Not Hispanic or Latino	20-24 years	F	161	42508943	0.378743832797724
White	Not Hispanic or Latino	20-24 years	M	503	44740216	1.12426815284039
White	Not Hispanic or Latino	25-29 years	F	569	44357865	1.28274884284895
White	Not Hispanic or Latino	25-29 years	M	1391	45869026	3.03254749730243
White	Not Hispanic or Latino	30-34 years	F	1378	43518467	3.16647183367006
White	Not Hispanic or Latino	30-34 years	M	3459	44373752	7.7951488077907
White	Not Hispanic or Latino	35-39 years	F	2867	41580520	6.89505566548951
White	Not Hispanic or Latino	35-39 years	M	6775	42151917	16.072815857936
White	Not Hispanic or Latino	40-44 years	F	5647	41288694	13.6768675705751
White	Not Hispanic or Latino	40-44 years	M	12823	41648573	30.788569874891
White	Not Hispanic or Latino	45-49 years	F	11279	45787793	24.633203002381
White	Not Hispanic or Latino	45-49 years	M	25563	45806176	55.8068850803001
White	Not Hispanic or Latino	50-54 years	F	21816	51228757	42.5854564458786
White	Not Hispanic or Latino	50-54 years	M	48280	50377945	95.835588371062
White	Not Hispanic or Latino	55-59 years	F	36868	54601071	67.5224850442952
White	Not Hispanic or Latino	55-59 years	M	78508	52712508	148.936187972691
White	Not Hispanic or Latino	60-64 years	F	51821	51261435	101.091590588519
White	Not Hispanic or Latino	60-64 years	M	103458	48293904	214.225795454433
White	Not Hispanic or Latino	65-69 years	F	70992	45039876	157.620327373903
White	Not Hispanic or Latino	65-69 years	M	120733	41449826	291.275046606951
White	Not Hispanic or Latino	70-74 years	F	95294	35087001	271.593459925515
White	Not Hispanic or Latino	70-74 years	M	133260	31094416	428.565694882322
White	Not Hispanic or Latino	75-79 years	F	124557	25568699	487.146412885536
White	Not Hispanic or Latino	75-79 years	M	142564	21164051	673.613950372733
White	Not Hispanic or Latino	80-84 years	F	179429	18944368	947.136373195453
White	Not Hispanic or Latino	80-84 years	M	162012	14025993	1155.0839929836
