Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	1999	30	1331673	2.25280530580706
Black or African American	Not Hispanic or Latino	20-24 years	F	2000	29	1361689	2.12970803171649
Black or African American	Not Hispanic or Latino	20-24 years	F	2001	20	1420272	1.40818096815258
Black or African American	Not Hispanic or Latino	20-24 years	F	2002	27	1452733	1.85856588925838
Black or African American	Not Hispanic or Latino	20-24 years	F	2003	28	1474407	1.89906857468799
Black or African American	Not Hispanic or Latino	20-24 years	F	2004	25	1483898	1.68475191691073
Black or African American	Not Hispanic or Latino	20-24 years	F	2005	30	1483098	2.02279282960398
Black or African American	Not Hispanic or Latino	20-24 years	M	1999	40	1262470	3.1683921202088
Black or African American	Not Hispanic or Latino	20-24 years	M	2000	35	1288774	2.71575931854615
Black or African American	Not Hispanic or Latino	20-24 years	M	2001	40	1354373	2.95339614714706
Black or African American	Not Hispanic or Latino	20-24 years	M	2002	31	1397013	2.21902015228205
Black or African American	Not Hispanic or Latino	20-24 years	M	2003	41	1426855	2.87345245312243
Black or African American	Not Hispanic or Latino	20-24 years	M	2004	46	1455519	3.16038471500544
Black or African American	Not Hispanic or Latino	20-24 years	M	2005	42	1467280	2.86243934354724
Black or African American	Not Hispanic or Latino	25-29 years	F	1999	39	1358176	2.87149824470466
Black or African American	Not Hispanic or Latino	25-29 years	F	2000	51	1345107	3.79151993112816
Black or African American	Not Hispanic or Latino	25-29 years	F	2001	70	1304639	5.36546891515584
Black or African American	Not Hispanic or Latino	25-29 years	F	2002	75	1293736	5.79716418187327
Black or African American	Not Hispanic or Latino	25-29 years	F	2003	69	1295263	5.3271034531211
Black or African American	Not Hispanic or Latino	25-29 years	F	2004	86	1324683	6.4921192466424
Black or African American	Not Hispanic or Latino	25-29 years	F	2005	77	1363164	5.64862334979504
Black or African American	Not Hispanic or Latino	25-29 years	M	1999	55	1227359	4.48116647207541
Black or African American	Not Hispanic or Latino	25-29 years	M	2000	63	1217250	5.17560073937153
Black or African American	Not Hispanic or Latino	25-29 years	M	2001	83	1176367	7.05562124745084
Black or African American	Not Hispanic or Latino	25-29 years	M	2002	89	1161423	7.66301338960913
Black or African American	Not Hispanic or Latino	25-29 years	M	2003	103	1156545	8.90583591645807
Black or African American	Not Hispanic or Latino	25-29 years	M	2004	98	1184157	8.27592962757472
Black or African American	Not Hispanic or Latino	25-29 years	M	2005	87	1219297	7.13525908781864
Black or African American	Not Hispanic or Latino	30-34 years	F	1999	87	1393840	6.24174941169718
Black or African American	Not Hispanic or Latino	30-34 years	F	2000	116	1384892	8.37610441825067
Black or African American	Not Hispanic or Latino	30-34 years	F	2001	127	1388476	9.14671913666495
Black or African American	Not Hispanic or Latino	30-34 years	F	2002	151	1393457	10.83635878251
Black or African American	Not Hispanic or Latino	30-34 years	F	2003	145	1388044	10.4463547265072
Black or African American	Not Hispanic or Latino	30-34 years	F	2004	149	1376595	10.8238080190615
Black or African American	Not Hispanic or Latino	30-34 years	F	2005	159	1350939	11.7695913731116
Black or African American	Not Hispanic or Latino	30-34 years	M	1999	115	1248190	9.21334091764876
Black or African American	Not Hispanic or Latino	30-34 years	M	2000	188	1243849	15.1143748155926
Black or African American	Not Hispanic or Latino	30-34 years	M	2001	176	1241242	14.1793461710126
Black or African American	Not Hispanic or Latino	30-34 years	M	2002	198	1243774	15.9192908036347
Black or African American	Not Hispanic or Latino	30-34 years	M	2003	220	1233902	17.8296169387844
Black or African American	Not Hispanic or Latino	30-34 years	M	2004	206	1222155	16.8554725055333
