"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2014"	"2014"	Suppressed	297735	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2015"	"2015"	Suppressed	300980	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2016"	"2016"	Suppressed	298919	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2017"	"2017"	Suppressed	296615	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	"2018"	"2018"	Suppressed	289594	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2014"	"2014"	Suppressed	300070	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2015"	"2015"	Suppressed	302044	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2016"	"2016"	Suppressed	302656	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2017"	"2017"	0	300827	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"1 year"	"1"	"2018"	"2018"	0	294704	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2014"	"2014"	0	297939	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2015"	"2015"	0	298740	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2016"	"2016"	0	301419	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2017"	"2017"	0	302935	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"2 years"	"2"	"2018"	"2018"	Suppressed	301602	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2014"	"2014"	Suppressed	300227	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2015"	"2015"	0	298489	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2016"	"2016"	0	299798	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2017"	"2017"	0	302393	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"3 years"	"3"	"2018"	"2018"	0	303939	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2014"	"2014"	0	300093	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2015"	"2015"	0	300653	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2016"	"2016"	Suppressed	299517	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2017"	"2017"	0	300934	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"4 years"	"4"	"2018"	"2018"	Suppressed	303533	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2014"	"2014"	0	302924	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2015"	"2015"	0	300929	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2016"	"2016"	Suppressed	301563	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2017"	"2017"	0	300647	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"5 years"	"5"	"2018"	"2018"	0	302069	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2014"	"2014"	Suppressed	312942	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2015"	"2015"	Suppressed	303868	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2016"	"2016"	0	301740	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2017"	"2017"	0	302813	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"6 years"	"6"	"2018"	"2018"	0	301778	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2014"	"2014"	0	311014	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2015"	"2015"	Suppressed	313872	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2016"	"2016"	Suppressed	304615	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2017"	"2017"	0	302847	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"7 years"	"7"	"2018"	"2018"	0	303904	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2014"	"2014"	0	304301	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2015"	"2015"	0	311977	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2016"	"2016"	0	314711	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2017"	"2017"	Suppressed	305615	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"8 years"	"8"	"2018"	"2018"	Suppressed	303879	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2014"	"2014"	0	298682	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2015"	"2015"	0	305368	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2016"	"2016"	0	312856	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2017"	"2017"	0	315673	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"9 years"	"9"	"2018"	"2018"	0	306542	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2014"	"2014"	0	297070	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2015"	"2015"	Suppressed	300023	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2016"	"2016"	0	306181	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2017"	"2017"	Suppressed	313869	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"10 years"	"10"	"2018"	"2018"	Suppressed	316567	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2014"	"2014"	0	295310	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2015"	"2015"	Suppressed	298388	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2016"	"2016"	Suppressed	300607	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2017"	"2017"	0	307274	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"11 years"	"11"	"2018"	"2018"	Suppressed	314489	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2014"	"2014"	0	299933	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2015"	"2015"	0	296675	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2016"	"2016"	0	298850	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2017"	"2017"	0	301797	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"12 years"	"12"	"2018"	"2018"	0	307735	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2014"	"2014"	Suppressed	310136	Suppressed
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2015"	"2015"	0	301271	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2016"	"2016"	0	297077	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"13 years"	"13"	"2017"	"2017"	Suppressed	300168	Suppressed
