"Notes"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"Black or African American"	"2054-5"	"Female"	"F"	"< 1 year"	"0"	30	1481130	2.0
	"Black or African American"	"2054-5"	"Female"	"F"	"21 years"	"21"	12	1515855	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"22 years"	"22"	18	1476199	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"23 years"	"23"	17	1471149	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"24 years"	"24"	11	1463702	Unreliable
	"Black or African American"	"2054-5"	"Female"	"F"	"25 years"	"25"	25	1470885	1.7
	"Black or African American"	"2054-5"	"Female"	"F"	"26 years"	"26"	35	1431124	2.4
	"Black or African American"	"2054-5"	"Female"	"F"	"27 years"	"27"	38	1416374	2.7
	"Black or African American"	"2054-5"	"Female"	"F"	"28 years"	"28"	35	1355331	2.6
	"Black or African American"	"2054-5"	"Female"	"F"	"29 years"	"29"	50	1309771	3.8
	"Black or African American"	"2054-5"	"Female"	"F"	"30 years"	"30"	39	1312332	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"31 years"	"31"	39	1296019	3.0
	"Black or African American"	"2054-5"	"Female"	"F"	"32 years"	"32"	52	1326825	3.9
	"Black or African American"	"2054-5"	"Female"	"F"	"33 years"	"33"	69	1359896	5.1
	"Black or African American"	"2054-5"	"Female"	"F"	"34 years"	"34"	93	1386478	6.7
	"Black or African American"	"2054-5"	"Female"	"F"	"35 years"	"35"	91	1409456	6.5
	"Black or African American"	"2054-5"	"Female"	"F"	"36 years"	"36"	142	1412580	10.1
	"Black or African American"	"2054-5"	"Female"	"F"	"37 years"	"37"	123	1405780	8.7
	"Black or African American"	"2054-5"	"Female"	"F"	"38 years"	"38"	151	1397753	10.8
	"Black or African American"	"2054-5"	"Female"	"F"	"39 years"	"39"	190	1411297	13.5
	"Black or African American"	"2054-5"	"Female"	"F"	"40 years"	"40"	219	1442567	15.2
	"Black or African American"	"2054-5"	"Female"	"F"	"41 years"	"41"	273	1475046	18.5
	"Black or African American"	"2054-5"	"Female"	"F"	"42 years"	"42"	335	1496587	22.4
	"Black or African American"	"2054-5"	"Female"	"F"	"43 years"	"43"	395	1515020	26.1
	"Black or African American"	"2054-5"	"Female"	"F"	"44 years"	"44"	426	1499792	28.4
	"Black or African American"	"2054-5"	"Female"	"F"	"45 years"	"45"	486	1480226	32.8
	"Black or African American"	"2054-5"	"Female"	"F"	"46 years"	"46"	558	1472489	37.9
	"Black or African American"	"2054-5"	"Female"	"F"	"47 years"	"47"	595	1467268	40.6
	"Black or African American"	"2054-5"	"Female"	"F"	"48 years"	"48"	713	1436113	49.6
	"Black or African American"	"2054-5"	"Female"	"F"	"49 years"	"49"	799	1399380	57.1
	"Black or African American"	"2054-5"	"Female"	"F"	"50 years"	"50"	954	1351986	70.6
	"Black or African American"	"2054-5"	"Female"	"F"	"51 years"	"51"	959	1321212	72.6
	"Black or African American"	"2054-5"	"Female"	"F"	"52 years"	"52"	1035	1261633	82.0
	"Black or African American"	"2054-5"	"Female"	"F"	"53 years"	"53"	1038	1227503	84.6
	"Black or African American"	"2054-5"	"Female"	"F"	"54 years"	"54"	1132	1187765	95.3
	"Black or African American"	"2054-5"	"Female"	"F"	"55 years"	"55"	1226	1128147	108.7
	"Black or African American"	"2054-5"	"Female"	"F"	"56 years"	"56"	1242	1098613	113.1
	"Black or African American"	"2054-5"	"Female"	"F"	"57 years"	"57"	1303	1046601	124.5
	"Black or African American"	"2054-5"	"Female"	"F"	"58 years"	"58"	1411	970315	145.4
	"Black or African American"	"2054-5"	"Female"	"F"	"59 years"	"59"	1360	894436	152.1
	"Black or African American"	"2054-5"	"Female"	"F"	"60 years"	"60"	1464	816093	179.4
	"Black or African American"	"2054-5"	"Female"	"F"	"61 years"	"61"	1484	779514	190.4
	"Black or African American"	"2054-5"	"Female"	"F"	"62 years"	"62"	1517	724924	209.3
	"Black or African American"	"2054-5"	"Female"	"F"	"63 years"	"63"	1602	698682	229.3
	"Black or African American"	"2054-5"	"Female"	"F"	"64 years"	"64"	1582	662061	239.0
	"Black or African American"	"2054-5"	"Female"	"F"	"65 years"	"65"	1737	635305	273.4
	"Black or African American"	"2054-5"	"Female"	"F"	"66 years"	"66"	1618	601639	268.9
	"Black or African American"	"2054-5"	"Female"	"F"	"67 years"	"67"	1794	574915	312.0
	"Black or African American"	"2054-5"	"Female"	"F"	"68 years"	"68"	1912	554620	344.7
	"Black or African American"	"2054-5"	"Female"	"F"	"69 years"	"69"	2009	528479	380.1
	"Black or African American"	"2054-5"	"Female"	"F"	"70 years"	"70"	2099	501908	418.2
	"Black or African American"	"2054-5"	"Female"	"F"	"71 years"	"71"	2153	488916	440.4
	"Black or African American"	"2054-5"	"Female"	"F"	"72 years"	"72"	2320	465909	498.0
	"Black or African American"	"2054-5"	"Female"	"F"	"73 years"	"73"	2351	446185	526.9
	"Black or African American"	"2054-5"	"Female"	"F"	"74 years"	"74"	2469	424441	581.7
	"Black or African American"	"2054-5"	"Female"	"F"	"75 years"	"75"	2677	400643	668.2
	"Black or African American"	"2054-5"	"Female"	"F"	"76 years"	"76"	2804	387766	723.1
	"Black or African American"	"2054-5"	"Female"	"F"	"77 years"	"77"	2842	367074	774.2
	"Black or African American"	"2054-5"	"Female"	"F"	"78 years"	"78"	3116	353814	880.7
	"Black or African American"	"2054-5"	"Female"	"F"	"79 years"	"79"	3170	332134	954.4
	"Black or African American"	"2054-5"	"Female"	"F"	"80 years"	"80"	3264	306461	1065.1
	"Black or African American"	"2054-5"	"Female"	"F"	"81 years"	"81"	3548	290074	1223.1
	"Black or African American"	"2054-5"	"Female"	"F"	"82 years"	"82"	3503	264643	1323.7
	"Black or African American"	"2054-5"	"Female"	"F"	"83 years"	"83"	3468	240854	1439.9
	"Black or African American"	"2054-5"	"Female"	"F"	"84 years"	"84"	3696	217198	1701.7
	"Black or African American"	"2054-5"	"Female"	"F"	"85 years"	"85"	3553	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"86 years"	"86"	3498	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"87 years"	"87"	3320	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"88 years"	"88"	3142	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"89 years"	"89"	2934	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"90 years"	"90"	2898	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"91 years"	"91"	2748	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"92 years"	"92"	2462	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"93 years"	"93"	2237	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"94 years"	"94"	2121	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"95 years"	"95"	1840	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"96 years"	"96"	1498	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"97 years"	"97"	1225	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"98 years"	"98"	991	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"99 years"	"99"	809	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Female"	"F"	"100+ years"	"100"	2202	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"0"	31	1528270	2.0
	"Black or African American"	"2054-5"	"Male"	"M"	"17 years"	"17"	15	1739726	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"18 years"	"18"	10	1700785	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"19 years"	"19"	16	1634713	Unreliable
	"Black or African American"	"2054-5"	"Male"	"M"	"20 years"	"20"	25	1560540	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"21 years"	"21"	24	1523807	1.6
	"Black or African American"	"2054-5"	"Male"	"M"	"22 years"	"22"	27	1472317	1.8
	"Black or African American"	"2054-5"	"Male"	"M"	"23 years"	"23"	34	1432531	2.4
	"Black or African American"	"2054-5"	"Male"	"M"	"24 years"	"24"	41	1398631	2.9
	"Black or African American"	"2054-5"	"Male"	"M"	"25 years"	"25"	45	1365011	3.3
	"Black or African American"	"2054-5"	"Male"	"M"	"26 years"	"26"	41	1291759	3.2
	"Black or African American"	"2054-5"	"Male"	"M"	"27 years"	"27"	73	1252919	5.8
	"Black or African American"	"2054-5"	"Male"	"M"	"28 years"	"28"	69	1207680	5.7
	"Black or African American"	"2054-5"	"Male"	"M"	"29 years"	"29"	76	1168656	6.5
	"Black or African American"	"2054-5"	"Male"	"M"	"30 years"	"30"	88	1174754	7.5
	"Black or African American"	"2054-5"	"Male"	"M"	"31 years"	"31"	104	1146712	9.1
	"Black or African American"	"2054-5"	"Male"	"M"	"32 years"	"32"	131	1176253	11.1
	"Black or African American"	"2054-5"	"Male"	"M"	"33 years"	"33"	136	1203721	11.3
	"Black or African American"	"2054-5"	"Male"	"M"	"34 years"	"34"	188	1230382	15.3
	"Black or African American"	"2054-5"	"Male"	"M"	"35 years"	"35"	204	1257291	16.2
	"Black or African American"	"2054-5"	"Male"	"M"	"36 years"	"36"	250	1252620	20.0
	"Black or African American"	"2054-5"	"Male"	"M"	"37 years"	"37"	254	1238085	20.5
	"Black or African American"	"2054-5"	"Male"	"M"	"38 years"	"38"	317	1237707	25.6
	"Black or African American"	"2054-5"	"Male"	"M"	"39 years"	"39"	367	1253127	29.3
	"Black or African American"	"2054-5"	"Male"	"M"	"40 years"	"40"	431	1279735	33.7
	"Black or African American"	"2054-5"	"Male"	"M"	"41 years"	"41"	477	1305427	36.5
	"Black or African American"	"2054-5"	"Male"	"M"	"42 years"	"42"	585	1330318	44.0
	"Black or African American"	"2054-5"	"Male"	"M"	"43 years"	"43"	689	1337402	51.5
	"Black or African American"	"2054-5"	"Male"	"M"	"44 years"	"44"	819	1324062	61.9
	"Black or African American"	"2054-5"	"Male"	"M"	"45 years"	"45"	969	1308971	74.0
	"Black or African American"	"2054-5"	"Male"	"M"	"46 years"	"46"	1012	1309914	77.3
	"Black or African American"	"2054-5"	"Male"	"M"	"47 years"	"47"	1242	1298704	95.6
	"Black or African American"	"2054-5"	"Male"	"M"	"48 years"	"48"	1301	1269833	102.5
	"Black or African American"	"2054-5"	"Male"	"M"	"49 years"	"49"	1512	1231604	122.8
	"Black or African American"	"2054-5"	"Male"	"M"	"50 years"	"50"	1681	1183732	142.0
	"Black or African American"	"2054-5"	"Male"	"M"	"51 years"	"51"	1844	1154071	159.8
	"Black or African American"	"2054-5"	"Male"	"M"	"52 years"	"52"	2040	1090531	187.1
	"Black or African American"	"2054-5"	"Male"	"M"	"53 years"	"53"	2133	1055266	202.1
	"Black or African American"	"2054-5"	"Male"	"M"	"54 years"	"54"	2250	1016432	221.4
	"Black or African American"	"2054-5"	"Male"	"M"	"55 years"	"55"	2406	956654	251.5
	"Black or African American"	"2054-5"	"Male"	"M"	"56 years"	"56"	2477	925888	267.5
	"Black or African American"	"2054-5"	"Male"	"M"	"57 years"	"57"	2572	883262	291.2
	"Black or African American"	"2054-5"	"Male"	"M"	"58 years"	"58"	2492	815311	305.7
	"Black or African American"	"2054-5"	"Male"	"M"	"59 years"	"59"	2448	737228	332.1
	"Black or African American"	"2054-5"	"Male"	"M"	"60 years"	"60"	2486	666973	372.7
	"Black or African American"	"2054-5"	"Male"	"M"	"61 years"	"61"	2484	633609	392.0
	"Black or African American"	"2054-5"	"Male"	"M"	"62 years"	"62"	2522	580404	434.5
	"Black or African American"	"2054-5"	"Male"	"M"	"63 years"	"63"	2578	553509	465.8
	"Black or African American"	"2054-5"	"Male"	"M"	"64 years"	"64"	2708	519455	521.3
	"Black or African American"	"2054-5"	"Male"	"M"	"65 years"	"65"	2562	491567	521.2
	"Black or African American"	"2054-5"	"Male"	"M"	"66 years"	"66"	2587	461472	560.6
	"Black or African American"	"2054-5"	"Male"	"M"	"67 years"	"67"	2606	437621	595.5
	"Black or African American"	"2054-5"	"Male"	"M"	"68 years"	"68"	2674	418796	638.5
	"Black or African American"	"2054-5"	"Male"	"M"	"69 years"	"69"	2678	390712	685.4
	"Black or African American"	"2054-5"	"Male"	"M"	"70 years"	"70"	2692	364215	739.1
	"Black or African American"	"2054-5"	"Male"	"M"	"71 years"	"71"	2834	351095	807.2
	"Black or African American"	"2054-5"	"Male"	"M"	"72 years"	"72"	2862	324806	881.1
	"Black or African American"	"2054-5"	"Male"	"M"	"73 years"	"73"	2734	302486	903.8
	"Black or African American"	"2054-5"	"Male"	"M"	"74 years"	"74"	2768	281949	981.7
	"Black or African American"	"2054-5"	"Male"	"M"	"75 years"	"75"	2776	257346	1078.7
	"Black or African American"	"2054-5"	"Male"	"M"	"76 years"	"76"	2814	243801	1154.2
	"Black or African American"	"2054-5"	"Male"	"M"	"77 years"	"77"	2953	222987	1324.3
	"Black or African American"	"2054-5"	"Male"	"M"	"78 years"	"78"	2860	207648	1377.3
	"Black or African American"	"2054-5"	"Male"	"M"	"79 years"	"79"	2828	187297	1509.9
	"Black or African American"	"2054-5"	"Male"	"M"	"80 years"	"80"	2816	168796	1668.3
	"Black or African American"	"2054-5"	"Male"	"M"	"81 years"	"81"	2638	154199	1710.8
	"Black or African American"	"2054-5"	"Male"	"M"	"82 years"	"82"	2641	136791	1930.7
	"Black or African American"	"2054-5"	"Male"	"M"	"83 years"	"83"	2592	121261	2137.5
	"Black or African American"	"2054-5"	"Male"	"M"	"84 years"	"84"	2343	104329	2245.8
	"Black or African American"	"2054-5"	"Male"	"M"	"85 years"	"85"	2205	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"86 years"	"86"	1940	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"87 years"	"87"	1729	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"88 years"	"88"	1624	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"89 years"	"89"	1391	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"90 years"	"90"	1290	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"91 years"	"91"	1119	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"92 years"	"92"	946	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"93 years"	"93"	756	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"94 years"	"94"	641	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"95 years"	"95"	489	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"96 years"	"96"	403	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"97 years"	"97"	290	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"98 years"	"98"	250	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"99 years"	"99"	167	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"100+ years"	"100"	419	Not Applicable	Not Applicable
	"Black or African American"	"2054-5"	"Male"	"M"	"Not Stated"	"NS"	17	Not Applicable	Not Applicable
	"White"	"2106-3"	"Female"	"F"	"< 1 year"	"0"	38	5381200	0.7
	"White"	"2106-3"	"Female"	"F"	"1 year"	"1"	12	5368837	Unreliable
	"White"	"2106-3"	"Female"	"F"	"19 years"	"19"	12	6413529	Unreliable
	"White"	"2106-3"	"Female"	"F"	"20 years"	"20"	12	6310720	Unreliable
	"White"	"2106-3"	"Female"	"F"	"21 years"	"21"	17	6290259	Unreliable
	"White"	"2106-3"	"Female"	"F"	"22 years"	"22"	23	6248827	0.4
	"White"	"2106-3"	"Female"	"F"	"23 years"	"23"	28	6245621	0.4
	"White"	"2106-3"	"Female"	"F"	"24 years"	"24"	20	6243421	0.3
	"White"	"2106-3"	"Female"	"F"	"25 years"	"25"	37	6242344	0.6
	"White"	"2106-3"	"Female"	"F"	"26 years"	"26"	54	6109175	0.9
	"White"	"2106-3"	"Female"	"F"	"27 years"	"27"	52	6017694	0.9
	"White"	"2106-3"	"Female"	"F"	"28 years"	"28"	53	5786232	0.9
	"White"	"2106-3"	"Female"	"F"	"29 years"	"29"	68	5587762	1.2
	"White"	"2106-3"	"Female"	"F"	"30 years"	"30"	68	5607007	1.2
	"White"	"2106-3"	"Female"	"F"	"31 years"	"31"	105	5556160	1.9
	"White"	"2106-3"	"Female"	"F"	"32 years"	"32"	137	5750705	2.4
	"White"	"2106-3"	"Female"	"F"	"33 years"	"33"	141	6003086	2.3
	"White"	"2106-3"	"Female"	"F"	"34 years"	"34"	182	6238303	2.9
	"White"	"2106-3"	"Female"	"F"	"35 years"	"35"	245	6453490	3.8
	"White"	"2106-3"	"Female"	"F"	"36 years"	"36"	261	6596382	4.0
	"White"	"2106-3"	"Female"	"F"	"37 years"	"37"	295	6666973	4.4
	"White"	"2106-3"	"Female"	"F"	"38 years"	"38"	373	6694381	5.6
	"White"	"2106-3"	"Female"	"F"	"39 years"	"39"	487	6809866	7.2
