Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Female	F	35 years	35	2014	2014	146	1374316	10.6234665098856
Black or African American	Female	F	35 years	35	2015	2015	124	1413525	8.77239525300225
Black or African American	Female	F	35 years	35	2016	2016	131	1445255	9.06414438974437
Black or African American	Female	F	35 years	35	2017	2017	136	1475146	9.21942641609712
Black or African American	Female	F	35 years	35	2018	2018	142	1494278	9.50291712787045
Black or African American	Female	F	40 years	40	2014	2014	236	1406532	16.7788575019978
Black or African American	Female	F	40 years	40	2015	2015	233	1386639	16.8032198719349
Black or African American	Female	F	40 years	40	2016	2016	226	1352538	16.7093272055942
Black or African American	Female	F	40 years	40	2017	2017	255	1351467	18.8683852435909
Black or African American	Female	F	40 years	40	2018	2018	210	1354893	15.4993789177448
Black or African American	Female	F	45 years	45	2014	2014	454	1402364	32.3739057762464
Black or African American	Female	F	45 years	45	2015	2015	442	1396052	31.6607117786443
Black or African American	Female	F	45 years	45	2016	2016	428	1403832	30.4879786185242
Black or African American	Female	F	45 years	45	2017	2017	454	1413393	32.1212854457324
Black or African American	Female	F	45 years	45	2018	2018	452	1406949	32.1262533325657
Black or African American	Female	F	50 years	50	2014	2014	856	1473543	58.0912806752161
Black or African American	Female	F	50 years	50	2015	2015	853	1467603	58.1219853052903
Black or African American	Female	F	50 years	50	2016	2016	872	1451167	60.0895692914737
Black or African American	Female	F	50 years	50	2017	2017	786	1432173	54.8816379026835
Black or African American	Female	F	50 years	50	2018	2018	820	1404709	58.3750798208027
Black or African American	Female	F	55 years	55	2014	2014	1300	1364351	95.2833984803031
Black or African American	Female	F	55 years	55	2015	2015	1349	1395987	96.6341377104515
Black or African American	Female	F	55 years	55	2016	2016	1341	1412482	94.9392629428198
Black or African American	Female	F	55 years	55	2017	2017	1315	1421202	92.5273113885289
Black or African American	Female	F	55 years	55	2018	2018	1308	1426347	91.7027904149551
Black or African American	Female	F	60 years	60	2014	2014	1601	1114807	143.612302398532
Black or African American	Female	F	60 years	60	2015	2015	1711	1153658	148.310851222806
Black or African American	Female	F	60 years	60	2016	2016	1774	1190046	149.06986788746
Black or African American	Female	F	60 years	60	2017	2017	1807	1239642	145.767891052417
Black or African American	Female	F	60 years	60	2018	2018	1870	1272746	146.926409511403
Black or African American	Female	F	65 years	65	2014	2014	1798	828528	217.011374389278
Black or African American	Female	F	65 years	65	2015	2015	1811	885437	204.531773576212
Black or African American	Female	F	65 years	65	2016	2016	2136	946010	225.790425048361
Black or African American	Female	F	65 years	65	2017	2017	1998	978448	204.20093862934
Black or African American	Female	F	65 years	65	2018	2018	2070	1007581	205.442540103476
Black or African American	Female	F	70 years	70	2014	2014	1972	581078	339.369241306675
Black or African American	Female	F	70 years	70	2015	2015	2041	603471	338.210121116011
Black or African American	Female	F	70 years	70	2016	2016	2048	621831	329.349935915064
Black or African American	Female	F	70 years	70	2017	2017	2092	668247	313.057896256923
Black or African American	Female	F	70 years	70	2018	2018	2156	708288	304.395951929159
Black or African American	Female	F	75 years	75	2014	2014	2188	420226	520.672209715724
Black or African American	Female	F	75 years	75	2015	2015	2185	433526	504.006680106845
Black or African American	Female	F	75 years	75	2016	2016	2226	445948	499.161337196265
Black or African American	Female	F	75 years	75	2017	2017	2204	464257	474.737052968507
Black or African American	Female	F	75 years	75	2018	2018	2247	486475	461.894239169536
Black or African American	Female	F	80 years	80	2014	2014	2507	296006	846.942291710303
Black or African American	Female	F	80 years	80	2015	2015	2403	303164	792.640287105329
Black or African American	Female	F	80 years	80	2016	2016	2552	312789	815.885469118159
Black or African American	Female	F	80 years	80	2017	2017	2404	321524	747.689130515918
Black or African American	Female	F	80 years	80	2018	2018	2458	329857	745.171392451881
Black or African American	Female	F	85 years	85	2014	2014	6089	318456	1912.03808375411
Black or African American	Female	F	85 years	85	2015	2015	6134	328330	1868.24231718089
Black or African American	Female	F	85 years	85	2016	2016	5840	335598	1740.17723585957
Black or African American	Female	F	85 years	85	2017	2017	5907	345025	1712.04985146004
Black or African American	Female	F	85 years	85	2018	2018	5835	354052	1648.06299639601
Black or African American	Male	M	35 years	35	2014	2014	250	1231071	20.3075208497317
Black or African American	Male	M	35 years	35	2015	2015	272	1271310	21.3952537146723
Black or African American	Male	M	35 years	35	2016	2016	265	1303281	20.3332972705042
Black or African American	Male	M	35 years	35	2017	2017	245	1336143	18.3363607039067
Black or African American	Male	M	35 years	35	2018	2018	299	1361639	21.9588304976576
Black or African American	Male	M	40 years	40	2014	2014	493	1246955	39.5363104522617
Black or African American	Male	M	40 years	40	2015	2015	485	1226949	39.5289453758877
Black or African American	Male	M	40 years	40	2016	2016	520	1199479	43.3521553941336
Black or African American	Male	M	40 years	40	2017	2017	475	1197949	39.6511036780364
Black or African American	Male	M	40 years	40	2018	2018	507	1203743	42.1186249888888
Black or African American	Male	M	45 years	45	2014	2014	910	1247238	72.9612151008869
Black or African American	Male	M	45 years	45	2015	2015	839	1240517	67.6330916867725
Black or African American	Male	M	45 years	45	2016	2016	968	1242735	77.8927124447288
Black or African American	Male	M	45 years	45	2017	2017	956	1249902	76.4859965021258
Black or African American	Male	M	45 years	45	2018	2018	908	1240961	73.1691003988038
Black or African American	Male	M	50 years	50	2014	2014	1713	1296563	132.118531841492
Black or African American	Male	M	50 years	50	2015	2015	1642	1291152	127.17325303295
Black or African American	Male	M	50 years	50	2016	2016	1635	1277354	127.998972876744
Black or African American	Male	M	50 years	50	2017	2017	1639	1259223	130.159630184646
Black or African American	Male	M	50 years	50	2018	2018	1611	1234617	130.485810579313
Black or African American	Male	M	55 years	55	2014	2014	2560	1171735	218.47943434309
Black or African American	Male	M	55 years	55	2015	2015	2565	1200683	213.628409830072
Black or African American	Male	M	55 years	55	2016	2016	2592	1216592	213.054170995699
Black or African American	Male	M	55 years	55	2017	2017	2671	1224431	218.142141125143
Black or African American	Male	M	55 years	55	2018	2018	2618	1227043	213.358456060627
Black or African American	Male	M	60 years	60	2014	2014	2987	904640	330.18659356208
Black or African American	Male	M	60 years	60	2015	2015	3081	938589	328.258694700236
Black or African American	Male	M	60 years	60	2016	2016	3204	971972	329.639125406905
Black or African American	Male	M	60 years	60	2017	2017	3334	1015295	328.377466647625
Black or African American	Male	M	60 years	60	2018	2018	3473	1048087	331.365621365402
Black or African American	Male	M	65 years	65	2014	2014	2820	642116	439.17298432059
Black or African American	Male	M	65 years	65	2015	2015	3000	686820	436.795666986984
Black or African American	Male	M	65 years	65	2016	2016	3382	732181	461.907643055474
Black or African American	Male	M	65 years	65	2017	2017	3515	753775	466.319525057212
Black or African American	Male	M	65 years	65	2018	2018	3581	774325	462.467310237949
Black or African American	Male	M	70 years	70	2014	2014	2557	417580	612.337755639638
Black or African American	Male	M	70 years	70	2015	2015	2743	434557	631.217538780873
Black or African American	Male	M	70 years	70	2016	2016	2745	449661	610.459879776098
Black or African American	Male	M	70 years	70	2017	2017	2965	485493	610.71941305024
Black or African American	Male	M	70 years	70	2018	2018	3144	516472	608.74548862281
Black or African American	Male	M	75 years	75	2014	2014	2472	274892	899.262255722247
Black or African American	Male	M	75 years	75	2015	2015	2564	284937	899.848036583525
Black or African American	Male	M	75 years	75	2016	2016	2473	293691	842.041465349636
Black or African American	Male	M	75 years	75	2017	2017	2537	306720	827.138758476787
Black or African American	Male	M	75 years	75	2018	2018	2731	322123	847.812792008022
Black or African American	Male	M	80 years	80	2014	2014	2175	165193	1316.64174632097
Black or African American	Male	M	80 years	80	2015	2015	2148	171131	1255.17878116764
Black or African American	Male	M	80 years	80	2016	2016	2262	178668	1266.03532809457
Black or African American	Male	M	80 years	80	2017	2017	2289	185236	1235.72091818005
Black or African American	Male	M	80 years	80	2018	2018	2287	191500	1194.25587467363
Black or African American	Male	M	85 years	85	2014	2014	3022	131605	2296.26533946279
Black or African American	Male	M	85 years	85	2015	2015	2920	137328	2126.29616684143
Black or African American	Male	M	85 years	85	2016	2016	3080	141899	2170.55793205026
Black or African American	Male	M	85 years	85	2017	2017	2989	147833	2021.87603579715
