Notes	Race	Race Code	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
	Black	2054-5	Female	F	1 years	1	2019	2019	2	298962	0.668981342110369
	Black	2054-5	Female	F	3 years	3	2019	2019	1	301722	0.331430919853375
	Black	2054-5	Female	F	4 years	4	2020	2020	1	302484	0.330595998466035
	Black	2054-5	Female	F	6 years	6	2020	2020	1	305639	0.327183376467008
	Black	2054-5	Female	F	8 years	8	2019	2019	2	305589	0.654473819411039
	Black	2054-5	Female	F	12 years	12	2019	2019	2	315627	0.633659351069459
	Black	2054-5	Female	F	12 years	12	2020	2020	1	318143	0.314324061821256
	Black	2054-5	Female	F	13 years	13	2019	2019	1	308955	0.323671732129275
	Black	2054-5	Female	F	14 years	14	2019	2019	1	303507	0.329481692349765
	Black	2054-5	Female	F	17 years	17	2019	2019	1	305467	0.327367604356608
	Black	2054-5	Female	F	18 years	18	2020	2020	2	306597	0.65232210360832
	Black	2054-5	Female	F	19 years	19	2019	2019	1	325358	0.307353745720099
	Black	2054-5	Female	F	20 years	20	2019	2019	1	318336	0.314133494169682
	Black	2054-5	Female	F	20 years	20	2020	2020	2	326337	0.612863389686122
	Black	2054-5	Female	F	21 years	21	2019	2019	5	320596	1.55959525383972
	Black	2054-5	Female	F	22 years	22	2019	2019	4	320761	1.24703439632624
	Black	2054-5	Female	F	22 years	22	2020	2020	2	321337	0.622399536934744
	Black	2054-5	Female	F	23 years	23	2019	2019	4	321421	1.24447375871521
	Black	2054-5	Female	F	23 years	23	2020	2020	1	321526	0.311016838451634
	Black	2054-5	Female	F	24 years	24	2019	2019	6	335749	1.78704925405586
	Black	2054-5	Female	F	24 years	24	2020	2020	1	322075	0.310486687883257
	Black	2054-5	Female	F	25 years	25	2019	2019	4	350839	1.14012410250856
	Black	2054-5	Female	F	25 years	25	2020	2020	8	336475	2.37759120291255
	Black	2054-5	Female	F	26 years	26	2019	2019	4	358442	1.11594065427601
	Black	2054-5	Female	F	26 years	26	2020	2020	3	351487	0.853516630771551
	Black	2054-5	Female	F	27 years	27	2019	2019	4	367015	1.08987371088375
	Black	2054-5	Female	F	27 years	27	2020	2020	8	359410	2.22587017612198
	Black	2054-5	Female	F	28 years	28	2019	2019	7	373709	1.87311517785229
	Black	2054-5	Female	F	28 years	28	2020	2020	9	367952	2.44597121363656
	Black	2054-5	Female	F	29 years	29	2019	2019	5	369121	1.35456936885195
	Black	2054-5	Female	F	29 years	29	2020	2020	6	374474	1.60224741904645
	Black	2054-5	Female	F	30 years	30	2019	2019	7	347655	2.01349038558341
	Black	2054-5	Female	F	30 years	30	2020	2020	20	369804	5.40827032698402
	Black	2054-5	Female	F	31 years	31	2019	2019	13	326477	3.98190377882669
	Black	2054-5	Female	F	31 years	31	2020	2020	11	348247	3.15867760526293
	Black	2054-5	Female	F	32 years	32	2019	2019	11	314339	3.49940669150185
	Black	2054-5	Female	F	32 years	32	2020	2020	21	326994	6.42213618598506
	Black	2054-5	Female	F	33 years	33	2019	2019	19	309321	6.1424862844747
	Black	2054-5	Female	F	33 years	33	2020	2020	11	314921	3.49293949911248
	Black	2054-5	Female	F	34 years	34	2019	2019	24	308111	7.78940057317006
	Black	2054-5	Female	F	34 years	34	2020	2020	22	309726	7.10305237532529
	Black	2054-5	Female	F	35 years	35	2019	2019	20	296215	6.75185253954054
	Black	2054-5	Female	F	35 years	35	2020	2020	28	308355	9.08044299589759
	Black	2054-5	Female	F	36 years	36	2019	2019	17	299671	5.67288793376736
	Black	2054-5	Female	F	36 years	36	2020	2020	18	296468	6.07148157642646
	Black	2054-5	Female	F	37 years	37	2019	2019	21	300457	6.98935288577068
	Black	2054-5	Female	F	37 years	37	2020	2020	34	299803	11.3407804458261
	Black	2054-5	Female	F	38 years	38	2019	2019	26	298082	8.72243208244711
	Black	2054-5	Female	F	38 years	38	2020	2020	27	300422	8.98735778338471
	Black	2054-5	Female	F	39 years	39	2019	2019	53	308614	17.1735566111712
	Black	2054-5	Female	F	39 years	39	2020	2020	48	297944	16.1104100099348
	Black	2054-5	Female	F	40 years	40	2019	2019	49	288854	16.9635871409086
	Black	2054-5	Female	F	40 years	40	2020	2020	47	308388	15.2405411364904
	Black	2054-5	Female	F	41 years	41	2019	2019	53	278623	19.0221194948012
	Black	2054-5	Female	F	41 years	41	2020	2020	64	288655	22.1717967816251
	Black	2054-5	Female	F	42 years	42	2019	2019	49	275690	17.7735862744387
	Black	2054-5	Female	F	42 years	42	2020	2020	58	278298	20.8409690331946
	Black	2054-5	Female	F	43 years	43	2019	2019	40	264224	15.1386702192079
	Black	2054-5	Female	F	43 years	43	2020	2020	67	275275	24.3392970665698
	Black	2054-5	Female	F	44 years	44	2019	2019	64	271569	23.5667546737662
	Black	2054-5	Female	F	44 years	44	2020	2020	81	263752	30.7106675968334
	Black	2054-5	Female	F	45 years	45	2019	2019	77	263255	29.2492070426013
	Black	2054-5	Female	F	45 years	45	2020	2020	91	271025	33.5762383543954
	Black	2054-5	Female	F	46 years	46	2019	2019	76	271388	28.0041858888381
	Black	2054-5	Female	F	46 years	46	2020	2020	100	262660	38.0720322850834
	Black	2054-5	Female	F	47 years	47	2019	2019	82	280179	29.2670043079603
	Black	2054-5	Female	F	47 years	47	2020	2020	94	270709	34.723633126346
	Black	2054-5	Female	F	48 years	48	2019	2019	79	292937	26.9682559731273
	Black	2054-5	Female	F	48 years	48	2020	2020	104	279356	37.2284826529589
	Black	2054-5	Female	F	49 years	49	2019	2019	101	290233	34.7996265069789
	Black	2054-5	Female	F	49 years	49	2020	2020	140	291869	47.9667247977689
	Black	2054-5	Female	F	50 years	50	2019	2019	119	268859	44.2611182813296
	Black	2054-5	Female	F	50 years	50	2020	2020	143	288991	49.4825098359465
	Black	2054-5	Female	F	51 years	51	2019	2019	111	269903	41.1258859664398
	Black	2054-5	Female	F	51 years	51	2020	2020	141	267640	52.6827081153789
	Black	2054-5	Female	F	52 years	52	2019	2019	125	269494	46.3832218899122
	Black	2054-5	Female	F	52 years	52	2020	2020	156	268583	58.0826038878112
	Black	2054-5	Female	F	53 years	53	2019	2019	157	278430	56.3876019107136
	Black	2054-5	Female	F	53 years	53	2020	2020	174	268113	64.8980094214007
	Black	2054-5	Female	F	54 years	54	2019	2019	211	291476	72.3901796374316
	Black	2054-5	Female	F	54 years	54	2020	2020	179	276876	64.6498793683815
	Black	2054-5	Female	F	55 years	55	2019	2019	199	289560	68.7249620113275
	Black	2054-5	Female	F	55 years	55	2020	2020	233	289680	80.4335818834576
	Black	2054-5	Female	F	56 years	56	2019	2019	233	285563	81.5932036013069
	Black	2054-5	Female	F	56 years	56	2020	2020	244	287523	84.8627761952957
	Black	2054-5	Female	F	57 years	57	2019	2019	255	282611	90.2300335089575
	Black	2054-5	Female	F	57 years	57	2020	2020	299	283364	105.517990993916
	Black	2054-5	Female	F	58 years	58	2019	2019	269	283410	94.9154934547122
	Black	2054-5	Female	F	58 years	58	2020	2020	275	280243	98.1291236534008
	Black	2054-5	Female	F	59 years	59	2019	2019	285	288550	98.7697106220759
	Black	2054-5	Female	F	59 years	59	2020	2020	338	280852	120.348083688206
	Black	2054-5	Female	F	60 years	60	2019	2019	290	275116	105.410081565594
	Black	2054-5	Female	F	60 years	60	2020	2020	379	285662	132.674279393129
	Black	2054-5	Female	F	61 years	61	2019	2019	332	265681	124.961890387344
	Black	2054-5	Female	F	61 years	61	2020	2020	362	272101	133.038834844414
	Black	2054-5	Female	F	62 years	62	2019	2019	394	263612	149.462088220567
	Black	2054-5	Female	F	62 years	62	2020	2020	433	262530	164.933531405935
	Black	2054-5	Female	F	63 years	63	2019	2019	391	252033	155.138414413985
	Black	2054-5	Female	F	63 years	63	2020	2020	442	260334	169.781895564928
	Black	2054-5	Female	F	64 years	64	2019	2019	396	245049	161.600332994626
	Black	2054-5	Female	F	64 years	64	2020	2020	432	248686	173.713035715722
	Black	2054-5	Female	F	65 years	65	2019	2019	405	230743	175.519950767737
	Black	2054-5	Female	F	65 years	65	2020	2020	485	241521	200.810695550283
	Black	2054-5	Female	F	66 years	66	2019	2019	420	215145	195.217179111762
	Black	2054-5	Female	F	66 years	66	2020	2020	526	227228	231.485556357491
	Black	2054-5	Female	F	67 years	67	2019	2019	428	203340	210.484902134356
	Black	2054-5	Female	F	67 years	67	2020	2020	497	211641	234.831625252196
	Black	2054-5	Female	F	68 years	68	2019	2019	427	200723	212.730977516279
	Black	2054-5	Female	F	68 years	68	2020	2020	469	199928	234.584450402145
	Black	2054-5	Female	F	69 years	69	2019	2019	444	193295	229.700716521379
	Black	2054-5	Female	F	69 years	69	2020	2020	485	197165	245.986863794284
	Black	2054-5	Female	F	70 years	70	2019	2019	412	178620	230.657261224947
	Black	2054-5	Female	F	70 years	70	2020	2020	527	189606	277.944790776663
	Black	2054-5	Female	F	71 years	71	2019	2019	482	168395	286.231776477924
	Black	2054-5	Female	F	71 years	71	2020	2020	514	175050	293.630391316767
	Black	2054-5	Female	F	72 years	72	2019	2019	466	158414	294.165919678816
	Black	2054-5	Female	F	72 years	72	2020	2020	540	164656	327.956466815664
	Black	2054-5	Female	F	73 years	73	2019	2019	422	126209	334.366011932588
	Black	2054-5	Female	F	73 years	73	2020	2020	567	154613	366.722073823029
	Black	2054-5	Female	F	74 years	74	2019	2019	394	124520	316.415033729521
	Black	2054-5	Female	F	74 years	74	2020	2020	473	122911	384.831300697253
	Black	2054-5	Female	F	75 years	75	2019	2019	433	115181	375.930057908856
	Black	2054-5	Female	F	75 years	75	2020	2020	483	121057	398.985601823934
	Black	2054-5	Female	F	76 years	76	2019	2019	466	112267	415.081902963471
	Black	2054-5	Female	F	76 years	76	2020	2020	520	111679	465.620215080722
	Black	2054-5	Female	F	77 years	77	2019	2019	475	99481	477.478111398156
	Black	2054-5	Female	F	77 years	77	2020	2020	573	108558	527.828441938871
	Black	2054-5	Female	F	78 years	78	2019	2019	469	92851	505.110338068518
	Black	2054-5	Female	F	78 years	78	2020	2020	520	95927	542.078872475945
	Black	2054-5	Female	F	79 years	79	2019	2019	470	88099	533.49073201739
	Black	2054-5	Female	F	79 years	79	2020	2020	535	89232	599.560695714542
	Black	2054-5	Female	F	80 years	80	2019	2019	447	77902	573.797848578984
	Black	2054-5	Female	F	80 years	80	2020	2020	558	84346	661.560714201029
	Black	2054-5	Female	F	81 years	81	2019	2019	493	73775	668.248051507963
	Black	2054-5	Female	F	81 years	81	2020	2020	571	74259	768.930365342921
	Black	2054-5	Female	F	82 years	82	2019	2019	509	67110	758.456265832216
	Black	2054-5	Female	F	82 years	82	2020	2020	532	70048	759.479214253084
	Black	2054-5	Female	F	83 years	83	2019	2019	465	63845	728.32641553763
	Black	2054-5	Female	F	83 years	83	2020	2020	531	63392	837.645128722867
	Black	2054-5	Female	F	84 years	84	2019	2019	475	58897	806.492690629404
	Black	2054-5	Female	F	84 years	84	2020	2020	554	59882	925.152800507665
	Black	2054-5	Female	F	85 years	85	2019	2019	524	NA	NA
	Black	2054-5	Female	F	85 years	85	2020	2020	548	NA	NA
	Black	2054-5	Female	F	86 years	86	2019	2019	498	NA	NA
	Black	2054-5	Female	F	86 years	86	2020	2020	537	NA	NA
	Black	2054-5	Female	F	87 years	87	2019	2019	506	NA	NA
	Black	2054-5	Female	F	87 years	87	2020	2020	561	NA	NA
	Black	2054-5	Female	F	88 years	88	2019	2019	442	NA	NA
	Black	2054-5	Female	F	88 years	88	2020	2020	517	NA	NA
	Black	2054-5	Female	F	89 years	89	2019	2019	503	NA	NA
	Black	2054-5	Female	F	89 years	89	2020	2020	560	NA	NA
	Black	2054-5	Female	F	90 years	90	2019	2019	420	NA	NA
	Black	2054-5	Female	F	90 years	90	2020	2020	513	NA	NA
	Black	2054-5	Female	F	91 years	91	2019	2019	449	NA	NA
	Black	2054-5	Female	F	91 years	91	2020	2020	473	NA	NA
	Black	2054-5	Female	F	92 years	92	2019	2019	413	NA	NA
	Black	2054-5	Female	F	92 years	92	2020	2020	420	NA	NA
	Black	2054-5	Female	F	93 years	93	2019	2019	370	NA	NA
	Black	2054-5	Female	F	93 years	93	2020	2020	410	NA	NA
