Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Deaths	Population	Crude Rate
Black	Female	F	20 years	20	22	7357959	0.29899595798237
Black	Female	F	21 years	21	30	7311504	0.410312296895413
Black	Female	F	22 years	22	29	7222054	0.40154781451371
Black	Female	F	23 years	23	47	7151773	0.657179695160906
Black	Female	F	24 years	24	61	7090690	0.860282990794972
Black	Female	F	25 years	25	72	7061536	1.01960819855623
Black	Female	F	26 years	26	112	6980357	1.60450246312617
Black	Female	F	27 years	27	113	6965160	1.62236043393117
Black	Female	F	28 years	28	162	6877044	2.35566327625648
Black	Female	F	29 years	29	161	6807183	2.36514869660475
Black	Female	F	30 years	30	204	6777823	3.0098159836868
Black	Female	F	31 years	31	248	6655158	3.72643294118637
Black	Female	F	32 years	32	285	6622414	4.30356664503307
Black	Female	F	33 years	33	331	6565784	5.04128676788636
Black	Female	F	34 years	34	387	6564393	5.89544227470842
Black	Female	F	35 years	35	380	6591374	5.76511058240664
Black	Female	F	36 years	36	411	6579154	6.24700379410483
Black	Female	F	37 years	37	504	6589090	7.64900767784322
Black	Female	F	38 years	38	577	6583123	8.76483699301988
Black	Female	F	39 years	39	645	6604997	9.76533373141577
Black	Female	F	40 years	40	738	6612350	11.1609337073809
Black	Female	F	41 years	41	853	6584300	12.9550597633765
Black	Female	F	42 years	42	929	6579434	14.1197555899185
Black	Female	F	43 years	43	1026	6567725	15.6218477478883
Black	Female	F	44 years	44	1126	6527285	17.2506639437377
Black	Female	F	45 years	45	1229	6497803	18.9140852685131
Black	Female	F	46 years	46	1293	6450150	20.0460454408037
Black	Female	F	47 years	47	1523	6434128	23.6706512521977
Black	Female	F	48 years	48	1575	6373320	24.712394795805
Black	Female	F	49 years	49	1692	6334890	26.7092246274205
Black	Female	F	50 years	50	1839	6249098	29.4282470846193
Black	Female	F	51 years	51	1970	6142216	32.0731149800007
Black	Female	F	52 years	52	2126	6036518	35.2189788881604
Black	Female	F	53 years	53	2109	5901378	35.7374159052343
Black	Female	F	54 years	54	2281	5795505	39.3580887256589
Black	Female	F	55 years	55	2314	5628273	41.1138549960174
Black	Female	F	56 years	56	2400	5481934	43.7801695533
Black	Female	F	57 years	57	2410	5304109	45.436471988038
Black	Female	F	58 years	58	2515	5106658	49.2494308410706
Black	Female	F	59 years	59	2530	4924755	51.3731139924727
Black	Female	F	60 years	60	2586	4712723	54.8727349347713
Black	Female	F	61 years	61	2686	4521580	59.4040136412493
Black	Female	F	62 years	62	2792	4321859	64.6018299069914
Black	Female	F	63 years	63	2824	4120557	68.5344238655114
Black	Female	F	64 years	64	2796	3926689	71.2050279510295
Black	Female	F	65 years	65	2810	3739890	75.1358997189757
Black	Female	F	66 years	66	2836	3544988	80.0002708048659
Black	Female	F	67 years	67	2745	3366158	81.5469743250317
Black	Female	F	68 years	68	2872	3179092	90.3402606782062
Black	Female	F	69 years	69	2864	3011573	95.0998033253718
Black	Female	F	70 years	70	2857	2846693	100.362069250179
Black	Female	F	71 years	71	2989	2690588	111.090958556271
Black	Female	F	72 years	72	3025	2531723	119.483845586583
Black	Female	F	73 years	73	3134	2387292	131.278452740595
Black	Female	F	74 years	74	3209	2247911	142.754762088001
Black	Female	F	75 years	75	3281	2099720	156.258929762064
Black	Female	F	76 years	76	3282	1991002	164.841622459445
Black	Female	F	77 years	77	3438	1873016	183.554224843781
Black	Female	F	78 years	78	3569	1756819	203.151263732917
Black	Female	F	79 years	79	3712	1638556	226.540929940753
Black	Female	F	80 years	80	3797	1525205	248.95014112857
Black	Female	F	81 years	81	3878	1412826	274.485322325608
Black	Female	F	82 years	82	4029	1298691	310.235460167199
Black	Female	F	83 years	83	3969	1192248	332.90053747207
Black	Female	F	84 years	84	4073	1083788	375.8115055712
Black	Female	F	85 years	85	48508	6525136	743.402129855991
Black	Male	M	20 years	20	63	7468931	0.843494202851787
Black	Male	M	21 years	21	69	7362435	0.937189937839859
Black	Male	M	22 years	22	82	7216654	1.13626065486859
Black	Male	M	23 years	23	94	7066746	1.33017374616266
Black	Male	M	24 years	24	119	6940019	1.71469271193638
Black	Male	M	25 years	25	125	6821786	1.83236472091033
Black	Male	M	26 years	26	166	6657657	2.493369664433
Black	Male	M	27 years	27	191	6567034	2.90846674465215
Black	Male	M	28 years	28	227	6448932	3.51996268529425
Black	Male	M	29 years	29	315	6336338	4.9713257089505
Black	Male	M	30 years	30	334	6285325	5.3139654671795
Black	Male	M	31 years	31	447	6111442	7.31414942660014
Black	Male	M	32 years	32	397	6048545	6.56356198060856
Black	Male	M	33 years	33	511	5966411	8.56461279653715
Black	Male	M	34 years	34	622	5943069	10.4659730519703
Black	Male	M	35 years	35	666	5954517	11.1847862723375
Black	Male	M	36 years	36	729	5907392	12.3404710572787
Black	Male	M	37 years	37	881	5887181	14.9647174088923
Black	Male	M	38 years	38	983	5867073	16.7545213771842
Black	Male	M	39 years	39	1075	5889114	18.2540191954172
Black	Male	M	40 years	40	1186	5890837	20.1329624296174
Black	Male	M	41 years	41	1336	5851632	22.8312375077585
Black	Male	M	42 years	42	1516	5849891	25.9150127754517
Black	Male	M	43 years	43	1616	5820262	27.7650731187015
Black	Male	M	44 years	44	1710	5781052	29.5793914325628
Black	Male	M	45 years	45	1879	5755331	32.6479919226192
Black	Male	M	46 years	46	2073	5708721	36.3128623732006
Black	Male	M	47 years	47	2234	5680759	39.3257309454599
Black	Male	M	48 years	48	2510	5616228	44.6919177782668
Black	Male	M	49 years	49	2607	5576363	46.7509019767903
Black	Male	M	50 years	50	2790	5488793	50.8308475105547
Black	Male	M	51 years	51	2942	5385439	54.6287869939665
Black	Male	M	52 years	52	3262	5269676	61.9013389058454
Black	Male	M	53 years	53	3271	5131501	63.743532350476
Black	Male	M	54 years	54	3442	5021307	68.5478900214625
Black	Male	M	55 years	55	3624	4846225	74.7798544227724
Black	Male	M	56 years	56	3735	4686873	79.6906594226044
Black	Male	M	57 years	57	3921	4509556	86.9486929533639
Black	Male	M	58 years	58	3857	4310947	89.469900696993
Black	Male	M	59 years	59	4047	4116539	98.3107411347251
Black	Male	M	60 years	60	4111	3902355	105.346643244912
Black	Male	M	61 years	61	4039	3717062	108.661087708518
Black	Male	M	62 years	62	4171	3515403	118.649270083686
Black	Male	M	63 years	63	4151	3317465	125.125660707799
Black	Male	M	64 years	64	4173	3123421	133.603507180108
Black	Male	M	65 years	65	3980	2939461	135.398972804878
Black	Male	M	66 years	66	3853	2746761	140.274308540131
Black	Male	M	67 years	67	3585	2575389	139.202271967458
Black	Male	M	68 years	68	3649	2401918	151.920257061232
Black	Male	M	69 years	69	3497	2240918	156.052117926671
Black	Male	M	70 years	70	3370	2084189	161.69358920904
Black	Male	M	71 years	71	3358	1944130	172.725074969266
Black	Male	M	72 years	72	3372	1794210	187.937866804889
Black	Male	M	73 years	73	3199	1656709	193.093657365295
Black	Male	M	74 years	74	3060	1531282	199.832558601224
Black	Male	M	75 years	75	3020	1392926	216.809794633742
Black	Male	M	76 years	76	2949	1296226	227.506623073445
Black	Male	M	77 years	77	2968	1184698	250.527982658872
Black	Male	M	78 years	78	2890	1082075	267.079453827138
Black	Male	M	79 years	79	2822	979179	288.200625217657
Black	Male	M	80 years	80	2759	883731	312.199074152655
Black	Male	M	81 years	81	2716	791496	343.14765962178
Black	Male	M	82 years	82	2580	702899	367.051311781636
Black	Male	M	83 years	83	2433	622590	390.786874186865
Black	Male	M	84 years	84	2341	543485	430.73865884063
Black	Male	M	85 years	85	18000	2613793	688.654380817456
White	Female	F	20 years	20	11	28212645	0.0389896090919515
White	Female	F	21 years	21	17	28199912	0.0602838760631593
White	Female	F	22 years	22	16	28111631	0.0569159434399235
White	Female	F	23 years	23	28	27987025	0.100046360768963
White	Female	F	24 years	24	38	27989450	0.135765440192644
White	Female	F	25 years	25	40	28013508	0.142788257721953
White	Female	F	26 years	26	58	27903220	0.207861314930678
White	Female	F	27 years	27	66	28050667	0.235288522729246
White	Female	F	28 years	28	72	28092266	0.256298299325515
White	Female	F	29 years	29	105	28086823	0.373840786478414
White	Female	F	30 years	30	133	28303689	0.469903410823939
White	Female	F	31 years	31	135	28149348	0.4795848202239
White	Female	F	32 years	32	166	28384707	0.584821960642398
White	Female	F	33 years	33	193	28474913	0.677789603782108
White	Female	F	34 years	34	227	28751661	0.789519603754371
White	Female	F	35 years	35	277	29127660	0.950986107363242
White	Female	F	36 years	36	307	29386958	1.04468111330203
White	Female	F	37 years	37	360	29721143	1.21125893442254
White	Female	F	38 years	38	447	30096507	1.48522218874104
White	Female	F	39 years	39	491	30517454	1.60891534398643
White	Female	F	40 years	40	574	30882951	1.85863067295609
White	Female	F	41 years	41	652	31199690	2.08976435342787
White	Female	F	42 years	42	794	31631747	2.51013641453316
White	Female	F	43 years	43	944	31980215	2.9518250580867
White	Female	F	44 years	44	992	32335726	3.06781421886121
White	Female	F	45 years	45	1067	32736142	3.25939446377035
White	Female	F	46 years	46	1320	33037950	3.99540528392349
White	Female	F	47 years	47	1419	33409012	4.24735697062816
White	Female	F	48 years	48	1597	33621710	4.74990712845956
White	Female	F	49 years	49	1843	33900790	5.43645148092419
White	Female	F	50 years	50	1901	34048861	5.58315298711461
White	Female	F	51 years	51	2185	34043094	6.41833553671708
White	Female	F	52 years	52	2354	34226956	6.8776200840063
White	Female	F	53 years	53	2563	33805768	7.58154643905738
White	Female	F	54 years	54	2782	33748763	8.24326509389396
White	Female	F	55 years	55	3002	33434555	8.97873472519673
White	Female	F	56 years	56	3255	33220127	9.7982768097184
White	Female	F	57 years	57	3440	32664883	10.5311872692151
White	Female	F	58 years	58	3574	32082053	11.1401848254537
White	Female	F	59 years	59	3891	31338490	12.4160417429174
White	Female	F	60 years	60	4019	30545803	13.1572903812678
White	Female	F	61 years	61	4114	29751702	13.8277803400962
White	Female	F	62 years	62	4449	28957133	15.3640900844707
White	Female	F	63 years	63	4702	28001566	16.7919179948721
White	Female	F	64 years	64	4925	27146526	18.1422845781445
White	Female	F	65 years	65	5160	26230564	19.6717081645671
White	Female	F	66 years	66	5152	25326829	20.342064930434
White	Female	F	67 years	67	5460	24446423	22.3345558571084
White	Female	F	68 years	68	5787	23599124	24.522096667656
White	Female	F	69 years	69	6241	22787751	27.3875206026255
White	Female	F	70 years	70	6581	21938259	29.9978225254793
White	Female	F	71 years	71	7066	21173233	33.3723243871165
White	Female	F	72 years	72	7552	20384991	37.0468645289076
White	Female	F	73 years	73	8221	19608591	41.9255009194694
White	Female	F	74 years	74	8739	18832357	46.4041755368168
White	Female	F	75 years	75	9150	17849953	51.2606391736718
White	Female	F	76 years	76	9942	17261480	57.5964517526886
White	Female	F	77 years	77	10959	16634030	65.8830121143223
White	Female	F	78 years	78	12258	15962960	76.7902694738319
White	Female	F	79 years	79	13209	15151513	87.1794123794766
White	Female	F	80 years	80	14968	14388174	104.029878982559
White	Female	F	81 years	81	16116	13665866	117.928860124927
White	Female	F	82 years	82	17650	12884277	136.98867231743
White	Female	F	83 years	83	19239	12090590	159.123748303433
White	Female	F	84 years	84	20974	11236626	186.657453936796
White	Female	F	85 years	85	352786	70169908	502.759672992588
White	Male	M	20 years	20	39	29453355	0.132412759089754
White	Male	M	21 years	21	58	29352476	0.197598321858776
White	Male	M	22 years	22	73	29162136	0.250324598993709
White	Male	M	23 years	23	103	28945253	0.355844186264325
White	Male	M	24 years	24	111	28813408	0.385237317293393
White	Male	M	25 years	25	145	28746683	0.504406021383406
White	Male	M	26 years	26	167	28514727	0.585662279004109
White	Male	M	27 years	27	179	28579723	0.626318176701713
White	Male	M	28 years	28	252	28668169	0.879023700467233
White	Male	M	29 years	29	269	28657194	0.938682272939912
White	Male	M	30 years	30	328	28949854	1.13299362407838
White	Male	M	31 years	31	398	28681337	1.38766194895308
White	Male	M	32 years	32	493	28874704	1.70737680981942
White	Male	M	33 years	33	538	28893468	1.8620125489955
