Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
Black	Female	F	20 years	20	1999	1999	1	289498	0.34542552971005	0.00874617441225846	1.9245866983537	0.34542552971005
Black	Female	F	20 years	20	2000	2000	2	297553	0.672149163342329	0.081397263680756	2.42803130870803	0.475281231368225
Black	Female	F	20 years	20	2002	2002	1	298564	0.334936563014965	0.00848059377553891	1.8661459519567	0.334936563014965
Black	Female	F	20 years	20	2003	2003	2	294863	0.678281100036288	0.0821398412143945	2.45018194890508	0.47961716538633
Black	Female	F	20 years	20	2004	2004	1	295427	0.338493096433298	0.00857064520169111	1.88596167581162	0.338493096433298
Black	Female	F	20 years	20	2006	2006	2	309102	0.647035606369418	0.0783560119313366	2.33731260231251	0.457523264932966
Black	Female	F	20 years	20	2009	2009	1	335364	0.298183466323159	0.00755000536730239	1.66137092830477	0.298183466323159
Black	Female	F	20 years	20	2011	2011	1	361518	0.276611399709005	0.007003800640632	1.54117913907468	0.276611399709005
Black	Female	F	20 years	20	2012	2012	3	357278	0.839682264231215	0.173159276529761	2.45390424263459	0.484790781287646
Black	Female	F	20 years	20	2013	2013	1	350314	0.285458188939066	0.00722780134393715	1.59047026382046	0.285458188939066
Black	Female	F	20 years	20	2014	2014	1	344805	0.290018996244254	0.00734328098490451	1.61588144023434	0.290018996244254
Black	Female	F	20 years	20	2015	2015	1	331250	0.30188679245283	0.00764377358490566	1.68200452830189	0.30188679245283
Black	Female	F	20 years	20	2018	2018	2	319124	0.626715634048207	0.0758952632832379	2.2639099534977	0.443154874711114
Black	Female	F	20 years	20	2019	2019	1	317957	0.31450793660778	0.007963340954909	1.75232499992137	0.31450793660778
Black	Female	F	20 years	20	2020	2020	1	326337	0.306431694843061	0.0077588505134263	1.70732708825539	0.306431694843061
Black	Female	F	20 years	20	2021	2021	1	299115	0.334319576082778	0.00846497166641593	1.86270832288585	0.334319576082778
Black	Female	F	21 years	21	1999	1999	1	269980	0.370397807244981	0.00937847247944292	2.06372323875843	0.370397807244981
