Race	Gender	Gender Code	Single-Year Ages	Single-Year Ages Code	Year	Year Code	Deaths	Population	Crude Rate
Black or African American	Female	F	20 years	20	2019	2019	4	1615209	0.247645970273816
Black or African American	Female	F	20 years	20	2020	2020	5	1610597	0.310443891302418
Black or African American	Female	F	20 years	20	2021	2021	9	1496428	0.601432210570772
Black or African American	Female	F	20 years	20	2022	2022	8	1607091	0.497793839925679
Black or African American	Female	F	25 years	25	2019	2019	29	1817908	1.59524024318062
Black or African American	Female	F	25 years	25	2020	2020	38	1789798	2.1231446230245
Black or African American	Female	F	25 years	25	2021	2021	24	1627392	1.47475224162341
Black or African American	Female	F	25 years	25	2022	2022	29	1717701	1.68830314472659
Black or African American	Female	F	30 years	30	2019	2019	64	1602877	3.99282040980063
Black or African American	Female	F	30 years	30	2020	2020	84	1669692	5.03086796846365
Black or African American	Female	F	30 years	30	2021	2021	93	1659711	5.60338516765871
Black or African American	Female	F	30 years	30	2022	2022	94	1727740	5.44063342864088
Black or African American	Female	F	35 years	35	2019	2019	115	1501244	7.66031371316055
Black or African American	Female	F	35 years	35	2020	2020	115	1502992	7.65140466482856
Black or African American	Female	F	35 years	35	2021	2021	139	1476602	9.41350479005175
Black or African American	Female	F	35 years	35	2022	2022	150	1528198	9.81548202523495
Black or African American	Female	F	40 years	40	2019	2019	175	1378109	12.6985601284078
Black or African American	Female	F	40 years	40	2020	2020	211	1414368	14.9183239439806
Black or African American	Female	F	40 years	40	2021	2021	221	1415974	15.6076312135675
Black or African American	Female	F	40 years	40	2022	2022	261	1459107	17.8876532015815
Black or African American	Female	F	45 years	45	2019	2019	245	1397316	17.5336144436906
Black or African American	Female	F	45 years	45	2020	2020	315	1375619	22.8987822936438
Black or African American	Female	F	45 years	45	2021	2021	304	1315950	23.101181655838
Black or African American	Female	F	45 years	45	2022	2022	352	1349336	26.086904966591
Black or African American	Female	F	50 years	50	2019	2019	385	1377231	27.9546423221667
Black or African American	Female	F	50 years	50	2020	2020	451	1370203	32.9148308681268
Black or African American	Female	F	50 years	50	2021	2021	461	1356439	33.9860472899998
Black or African American	Female	F	50 years	50	2022	2022	482	1385106	34.7987807431345
Black or African American	Female	F	55 years	55	2019	2019	501	1428980	35.0599728477655
Black or African American	Female	F	55 years	55	2020	2020	655	1421662	46.0728358780076
Black or African American	Female	F	55 years	55	2021	2021	563	1392255	40.4379944765865
Black or African American	Female	F	55 years	55	2022	2022	697	1417444	49.1730184755094
Black or African American	Female	F	60 years	60	2019	2019	669	1301964	51.3839092325133
Black or African American	Female	F	60 years	60	2020	2020	826	1329313	62.1373596737563
Black or African American	Female	F	60 years	60	2021	2021	768	1321124	58.1323176325614
Black or African American	Female	F	60 years	60	2022	2022	962	1343676	71.5946403746141
Black or African American	Female	F	65 years	65	2019	2019	664	1042963	63.6647704664499
Black or African American	Female	F	65 years	65	2020	2020	872	1077483	80.9293510895299
Black or African American	Female	F	65 years	65	2021	2021	938	1088159	86.2006379582396
Black or African American	Female	F	65 years	65	2022	2022	1110	1106126	100.350231347966
Black or African American	Female	F	70 years	70	2019	2019	666	756006	88.0945389322307
Black or African American	Female	F	70 years	70	2020	2020	912	806836	113.034123415415
Black or African American	Female	F	70 years	70	2021	2021	912	836516	109.023617001946
Black or African American	Female	F	70 years	70	2022	2022	1139	849725	134.043366971667
Black or African American	Female	F	75 years	75	2019	2019	692	508214	136.163112389663
Black or African American	Female	F	75 years	75	2020	2020	854	526453	162.217709843044
Black or African American	Female	F	75 years	75	2021	2021	836	512535	163.11081194455
Black or African American	Female	F	75 years	75	2022	2022	1109	520724	212.972707230702
Black or African American	Female	F	80 years	80	2019	2019	771	341870	225.524322110744
Black or African American	Female	F	80 years	80	2020	2020	943	351927	267.953297132644
Black or African American	Female	F	80 years	80	2021	2021	889	337044	263.763781583413
