Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	648	8676097	7.46879616491148
Black or African American	Not Hispanic or Latino	20-24 years	M	962	8389814	11.4662851882056
Black or African American	Not Hispanic or Latino	25-29 years	F	1137	7926592	14.3441216603554
Black or African American	Not Hispanic or Latino	25-29 years	M	1593	7115039	22.3891956179017
Black or African American	Not Hispanic or Latino	30-34 years	F	2067	8282403	24.9565252982739
Black or African American	Not Hispanic or Latino	30-34 years	M	2855	7381256	38.6790540796851
Black or African American	Not Hispanic or Latino	35-39 years	F	3685	8711070	42.3024955602469
Black or African American	Not Hispanic or Latino	35-39 years	M	5364	7715075	69.5262197710327
Black or African American	Not Hispanic or Latino	40-44 years	F	7457	8919841	83.6001448904751
Black or African American	Not Hispanic or Latino	40-44 years	M	10225	7875106	129.839522160083
Black or African American	Not Hispanic or Latino	45-49 years	F	11218	8017885	139.912208768272
Black or African American	Not Hispanic or Latino	45-49 years	M	17020	7015963	242.589648776654
Black or African American	Not Hispanic or Latino	50-54 years	F	14683	6706149	218.94831146758
Black or African American	Not Hispanic or Latino	50-54 years	M	23440	5744286	408.057676793948
Black or African American	Not Hispanic or Latino	55-59 years	F	16382	4999264	327.688235708296
Black or African American	Not Hispanic or Latino	55-59 years	M	25820	4156066	621.260586333326
Black or African American	Not Hispanic or Latino	60-64 years	F	19980	3867229	516.649001132335
Black or African American	Not Hispanic or Latino	60-64 years	M	28122	3065751	917.295631641317
Black or African American	Not Hispanic or Latino	65-69 years	F	25199	3210945	784.784541622482
Black or African American	Not Hispanic or Latino	65-69 years	M	30416	2409604	1262.28210112533
Black or African American	Not Hispanic or Latino	70-74 years	F	32606	2678186	1217.46585188631
Black or African American	Not Hispanic or Latino	70-74 years	M	33863	1819341	1861.27834199306
Black or African American	Not Hispanic or Latino	75-79 years	F	43257	2156008	2006.3469152248
Black or African American	Not Hispanic or Latino	75-79 years	M	36006	1295091	2780.1907356317
Black or African American	Not Hispanic or Latino	80-84 years	F	47643	1476427	3226.91199768089
Black or African American	Not Hispanic or Latino	80-84 years	M	31504	756900	4162.2407187211
White	Not Hispanic or Latino	20-24 years	F	1006	36938462	2.72344852906978
White	Not Hispanic or Latino	20-24 years	M	1765	37753354	4.67508131860285
White	Not Hispanic or Latino	25-29 years	F	1599	34509350	4.63352685576518
White	Not Hispanic or Latino	25-29 years	M	2781	34904656	7.96741844411817
White	Not Hispanic or Latino	30-34 years	F	3098	38604835	8.02490154406825
White	Not Hispanic or Latino	30-34 years	M	5878	39156892	15.0114059103567
White	Not Hispanic or Latino	35-39 years	F	6474	43440670	14.9030850583106
White	Not Hispanic or Latino	35-39 years	M	13416	43663665	30.7257762260681
White	Not Hispanic or Latino	40-44 years	F	12850	48452245	26.5209589359585
White	Not Hispanic or Latino	40-44 years	M	30768	48311247	63.6870333734089
White	Not Hispanic or Latino	45-49 years	F	20418	47311534	43.1564954118799
White	Not Hispanic or Latino	45-49 years	M	53701	46818149	114.701245450776
White	Not Hispanic or Latino	50-54 years	F	30638	43493384	70.4428977060051
White	Not Hispanic or Latino	50-54 years	M	80219	42574722	188.419316043919
White	Not Hispanic or Latino	55-59 years	F	45132	36757112	122.784401560166
White	Not Hispanic or Latino	55-59 years	M	104670	35362830	295.988754293703
White	Not Hispanic or Latino	60-64 years	F	63777	29187241	218.509861894792
White	Not Hispanic or Latino	60-64 years	M	128811	27218622	473.245853518962
White	Not Hispanic or Latino	65-69 years	F	95194	24799533	383.854002412062
White	Not Hispanic or Latino	65-69 years	M	162797	22098581	736.685310246843
White	Not Hispanic or Latino	70-74 years	F	163525	23460678	697.017366676274
White	Not Hispanic or Latino	70-74 years	M	233529	19349766	1206.88281191618
White	Not Hispanic or Latino	75-79 years	F	286017	21842200	1309.46974205895
White	Not Hispanic or Latino	75-79 years	M	323737	15867124	2040.30043503788
White	Not Hispanic or Latino	80-84 years	F	441230	17051768	2587.59091725855
White	Not Hispanic or Latino	80-84 years	M	374737	10469073	3579.46687352357
