Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	662	11969123	5.53089812845937
Black or African American	Not Hispanic or Latino	20-24 years	M	1082	12294588	8.80062024038545
Black or African American	Not Hispanic or Latino	25-29 years	F	1266	11831236	10.7004880977778
Black or African American	Not Hispanic or Latino	25-29 years	M	2043	11677662	17.4949403399413
Black or African American	Not Hispanic or Latino	30-34 years	F	2337	10613254	22.019636955829
Black or African American	Not Hispanic or Latino	30-34 years	M	3719	9919714	37.4910002445635
Black or African American	Not Hispanic or Latino	35-39 years	F	3875	10047903	38.5652608310411
Black or African American	Not Hispanic or Latino	35-39 years	M	6310	9077463	69.5128143182737
Black or African American	Not Hispanic or Latino	40-44 years	F	6123	9642630	63.4992735384433
Black or African American	Not Hispanic or Latino	40-44 years	M	10441	8557976	122.003146538387
Black or African American	Not Hispanic or Latino	45-49 years	F	10053	9848302	102.078510589947
Black or African American	Not Hispanic or Latino	45-49 years	M	16655	8719974	190.998275912291
Black or African American	Not Hispanic or Latino	50-54 years	F	16279	10074416	161.587530235003
Black or African American	Not Hispanic or Latino	50-54 years	M	26321	8859436	297.095661619995
Black or African American	Not Hispanic or Latino	55-59 years	F	23795	9780084	243.300568788571
Black or African American	Not Hispanic or Latino	55-59 years	M	39376	8407986	468.316669414055
Black or African American	Not Hispanic or Latino	60-64 years	F	30183	8347902	361.563899528289
Black or African American	Not Hispanic or Latino	60-64 years	M	48202	6828337	705.911263606351
Black or African American	Not Hispanic or Latino	65-69 years	F	33139	6463659	512.697219949258
Black or African American	Not Hispanic or Latino	65-69 years	M	47874	4991564	959.098190466956
Black or African American	Not Hispanic or Latino	70-74 years	F	35109	4495475	780.985324131488
Black or African American	Not Hispanic or Latino	70-74 years	M	42856	3253993	1317.02803294291
Black or African American	Not Hispanic or Latino	75-79 years	F	39008	3167907	1231.34927887719
Black or African American	Not Hispanic or Latino	75-79 years	M	39563	2083749	1898.64518231322
Black or African American	Not Hispanic or Latino	80-84 years	F	45185	2195297	2058.26364268707
Black or African American	Not Hispanic or Latino	80-84 years	M	35165	1252239	2808.17000588546
White	Not Hispanic or Latino	20-24 years	F	1001	42508943	2.35479861261194
White	Not Hispanic or Latino	20-24 years	M	1852	44740216	4.1394525229829
White	Not Hispanic or Latino	25-29 years	F	2080	44357865	4.68913461006295
White	Not Hispanic or Latino	25-29 years	M	3650	45869026	7.95743951484821
White	Not Hispanic or Latino	30-34 years	F	3694	43518467	8.48835047429405
White	Not Hispanic or Latino	30-34 years	M	6948	44373752	15.6579051507747
White	Not Hispanic or Latino	35-39 years	F	6305	41580520	15.1633505304888
White	Not Hispanic or Latino	35-39 years	M	11914	42151917	28.2644321965238
White	Not Hispanic or Latino	40-44 years	F	10893	41288694	26.3825249594962
White	Not Hispanic or Latino	40-44 years	M	22540	41648573	54.1195012851941
White	Not Hispanic or Latino	45-49 years	F	20017	45787793	43.7168919672542
White	Not Hispanic or Latino	45-49 years	M	44062	45806176	96.1922689202434
White	Not Hispanic or Latino	50-54 years	F	36756	51228757	71.7487640779572
White	Not Hispanic or Latino	50-54 years	M	84128	50377945	166.993711236137
White	Not Hispanic or Latino	55-59 years	F	59806	54601071	109.532650009741
White	Not Hispanic or Latino	55-59 years	M	136580	52712508	259.1035888484
White	Not Hispanic or Latino	60-64 years	F	84793	51261435	165.412848859967
White	Not Hispanic or Latino	60-64 years	M	184107	48293904	381.222027525462
White	Not Hispanic or Latino	65-69 years	F	117069	45039876	259.923006892825
White	Not Hispanic or Latino	65-69 years	M	221083	41449826	533.374977255634
White	Not Hispanic or Latino	70-74 years	F	158515	35087001	451.776998552826
White	Not Hispanic or Latino	70-74 years	M	249363	31094416	801.954280151137
White	Not Hispanic or Latino	75-79 years	F	211244	25568699	826.182043912363
White	Not Hispanic or Latino	75-79 years	M	277059	21164051	1309.10192949355
White	Not Hispanic or Latino	80-84 years	F	313642	18944368	1655.59495043593
White	Not Hispanic or Latino	80-84 years	M	328504	14025993	2342.10868349927
