Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	368	6507984	5.65459288160512
Black or African American	Not Hispanic or Latino	20-24 years	M	596	6639711	8.97629429955611
Black or African American	Not Hispanic or Latino	25-29 years	F	775	6831904	11.3438362131552
Black or African American	Not Hispanic or Latino	25-29 years	M	1321	6925840	19.0734986658658
Black or African American	Not Hispanic or Latino	30-34 years	F	1661	6977294	23.8057906116612
Black or African American	Not Hispanic or Latino	30-34 years	M	2655	6815817	38.9535106356289
Black or African American	Not Hispanic or Latino	35-39 years	F	2624	6139306	42.7409873363536
Black or African American	Not Hispanic or Latino	35-39 years	M	4533	5758314	78.7209589473586
Black or African American	Not Hispanic or Latino	40-44 years	F	4569	5850780	78.0921518156554
Black or African American	Not Hispanic or Latino	40-44 years	M	7327	5325992	137.570615952859
Black or African American	Not Hispanic or Latino	45-49 years	F	6366	5411066	117.647798049405
Black or African American	Not Hispanic or Latino	45-49 years	M	10729	4820100	222.588742972138
Black or African American	Not Hispanic or Latino	50-54 years	F	9190	5522007	166.424997288124
Black or African American	Not Hispanic or Latino	50-54 years	M	16542	4916431	336.463585068111
Black or African American	Not Hispanic or Latino	55-59 years	F	14165	5594929	253.175688199082
Black or African American	Not Hispanic or Latino	55-59 years	M	24377	4882017	499.322308791633
Black or African American	Not Hispanic or Latino	60-64 years	F	20504	5373090	381.605370466529
Black or African American	Not Hispanic or Latino	60-64 years	M	34709	4546046	763.4986535552
Black or African American	Not Hispanic or Latino	65-69 years	F	24930	4491513	555.046818299313
Black or African American	Not Hispanic or Latino	65-69 years	M	37718	3539029	1065.77256077868
Black or African American	Not Hispanic or Latino	70-74 years	F	27500	3428226	802.164151371584
Black or African American	Not Hispanic or Latino	70-74 years	M	35394	2498506	1416.6065640827
Black or African American	Not Hispanic or Latino	75-79 years	F	27341	2204866	1240.03000635866
Black or African American	Not Hispanic or Latino	75-79 years	M	28203	1480750	1904.64291744049
Black or African American	Not Hispanic or Latino	80-84 years	F	28584	1421726	2010.51398089365
Black or African American	Not Hispanic or Latino	80-84 years	M	23544	840523	2801.11311647629
White	Not Hispanic or Latino	20-24 years	F	515	23160565	2.22360723928799
White	Not Hispanic or Latino	20-24 years	M	858	24344469	3.52441451896117
White	Not Hispanic or Latino	25-29 years	F	1119	23914353	4.67919830404778
White	Not Hispanic or Latino	25-29 years	M	1980	25031387	7.9100690664884
White	Not Hispanic or Latino	30-34 years	F	2252	25402788	8.86516865786543
White	Not Hispanic or Latino	30-34 years	M	4173	26072070	16.0056336148223
White	Not Hispanic or Latino	35-39 years	F	3980	24944474	15.9554376652721
White	Not Hispanic or Latino	35-39 years	M	7913	25542073	30.9802575538798
White	Not Hispanic or Latino	40-44 years	F	6778	23961515	28.2870260916307
White	Not Hispanic or Latino	40-44 years	M	13903	24537003	56.6613616177982
White	Not Hispanic or Latino	45-49 years	F	10905	22817839	47.7915546691341
White	Not Hispanic or Latino	45-49 years	M	23379	23256687	100.525926156206
White	Not Hispanic or Latino	50-54 years	F	19327	25631386	75.4036476997381
White	Not Hispanic or Latino	50-54 years	M	44296	26018553	170.247745906546
White	Not Hispanic or Latino	55-59 years	F	33868	28282803	119.747678474443
White	Not Hispanic or Latino	55-59 years	M	76307	27934894	273.160155896779
White	Not Hispanic or Latino	60-64 years	F	56462	30180500	187.08106227531
White	Not Hispanic or Latino	60-64 years	M	119624	29101987	411.050970505897
White	Not Hispanic or Latino	65-69 years	F	78307	27999819	279.669665007477
White	Not Hispanic or Latino	65-69 years	M	148376	26051775	569.542766279841
White	Not Hispanic or Latino	70-74 years	F	111365	24135087	461.423652626568
White	Not Hispanic or Latino	70-74 years	M	176570	21646222	815.708163761787
White	Not Hispanic or Latino	75-79 years	F	147379	17597508	837.499264100349
White	Not Hispanic or Latino	75-79 years	M	196059	14977342	1309.03734454351
White	Not Hispanic or Latino	80-84 years	F	186826	11538481	1619.15593569032
White	Not Hispanic or Latino	80-84 years	M	205573	8861350	2319.88353918985
