Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2000	118	1361689	8.66570854284642
Black or African American	Not Hispanic or Latino	20-24 years	F	2001	119	1420272	8.37867676050785
Black or African American	Not Hispanic or Latino	20-24 years	F	2002	99	1452733	6.81474159394741
Black or African American	Not Hispanic or Latino	20-24 years	F	2003	125	1474407	8.47798470842854
Black or African American	Not Hispanic or Latino	20-24 years	F	2004	89	1483898	5.9977168242022
Black or African American	Not Hispanic or Latino	20-24 years	F	2005	98	1483098	6.60778991003966
Black or African American	Not Hispanic or Latino	20-24 years	M	2000	143	1288774	11.0958166443457
Black or African American	Not Hispanic or Latino	20-24 years	M	2001	164	1354373	12.1089242033029
Black or African American	Not Hispanic or Latino	20-24 years	M	2002	144	1397013	10.3077065138263
Black or African American	Not Hispanic or Latino	20-24 years	M	2003	179	1426855	12.5450729050955
Black or African American	Not Hispanic or Latino	20-24 years	M	2004	158	1455519	10.8552344558882
Black or African American	Not Hispanic or Latino	20-24 years	M	2005	174	1467280	11.85867728041
Black or African American	Not Hispanic or Latino	25-29 years	F	2000	188	1345107	13.9765832755312
Black or African American	Not Hispanic or Latino	25-29 years	F	2001	186	1304639	14.2568174031284
Black or African American	Not Hispanic or Latino	25-29 years	F	2002	185	1293736	14.2996716486207
Black or African American	Not Hispanic or Latino	25-29 years	F	2003	183	1295263	14.1284048104516
Black or African American	Not Hispanic or Latino	25-29 years	F	2004	202	1324683	15.2489312537415
Black or African American	Not Hispanic or Latino	25-29 years	F	2005	193	1363164	14.1582377468889
Black or African American	Not Hispanic or Latino	25-29 years	M	2000	238	1217250	19.552269459848
Black or African American	Not Hispanic or Latino	25-29 years	M	2001	258	1176367	21.9319311065339
Black or African American	Not Hispanic or Latino	25-29 years	M	2002	264	1161423	22.7307363467057
Black or African American	Not Hispanic or Latino	25-29 years	M	2003	262	1156545	22.6536797098254
Black or African American	Not Hispanic or Latino	25-29 years	M	2004	278	1184157	23.4766166986303
Black or African American	Not Hispanic or Latino	25-29 years	M	2005	293	1219297	24.0302403762168
Black or African American	Not Hispanic or Latino	30-34 years	F	2000	346	1384892	24.9838976613339
Black or African American	Not Hispanic or Latino	30-34 years	F	2001	342	1388476	24.6313223995229
Black or African American	Not Hispanic or Latino	30-34 years	F	2002	355	1393457	25.4762077337155
