Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2006	106	1487479	7.12615102465312
Black or African American	Not Hispanic or Latino	20-24 years	F	2007	92	1498025	6.14141953572203
Black or African American	Not Hispanic or Latino	20-24 years	F	2008	108	1519892	7.10576804141347
Black or African American	Not Hispanic or Latino	20-24 years	F	2009	104	1554094	6.692001899499
Black or African American	Not Hispanic or Latino	20-24 years	F	2010	113	1587829	7.1166353555704
Black or African American	Not Hispanic or Latino	20-24 years	F	2011	95	1671217	5.6844802320704
Black or African American	Not Hispanic or Latino	20-24 years	F	2012	89	1731526	5.13997479679774
Black or African American	Not Hispanic or Latino	20-24 years	M	2006	145	1480574	9.79349900781724
Black or African American	Not Hispanic or Latino	20-24 years	M	2007	191	1486497	12.849000031618
Black or African American	Not Hispanic or Latino	20-24 years	M	2008	202	1497956	13.4850422842861
Black or African American	Not Hispanic or Latino	20-24 years	M	2009	179	1522604	11.756175604425
Black or African American	Not Hispanic or Latino	20-24 years	M	2010	150	1550237	9.67593987241951
Black or African American	Not Hispanic or Latino	20-24 years	M	2011	163	1654175	9.85385464053078
Black or African American	Not Hispanic or Latino	20-24 years	M	2012	154	1737366	8.86399296406169
Black or African American	Not Hispanic or Latino	25-29 years	F	2006	170	1406128	12.0899377581557
Black or African American	Not Hispanic or Latino	25-29 years	F	2007	189	1434645	13.1739907782065
Black or African American	Not Hispanic or Latino	25-29 years	F	2008	226	1454865	15.5340873551842
Black or African American	Not Hispanic or Latino	25-29 years	F	2009	187	1459525	12.8123875918535
Black or African American	Not Hispanic or Latino	25-29 years	F	2010	167	1454543	11.4812693746421
Black or African American	Not Hispanic or Latino	25-29 years	F	2011	175	1465672	11.9399156154992
Black or African American	Not Hispanic or Latino	25-29 years	F	2012	169	1482708	11.3980635431926
Black or African American	Not Hispanic or Latino	25-29 years	M	2006	302	1261035	23.9485819188207
Black or African American	Not Hispanic or Latino	25-29 years	M	2007	287	1295064	22.1610669434097
Black or African American	Not Hispanic or Latino	25-29 years	M	2008	293	1326472	22.0886682870049
Black or African American	Not Hispanic or Latino	25-29 years	M	2009	249	1341280	18.5643564356436
Black or African American	Not Hispanic or Latino	25-29 years	M	2010	272	1342341	20.2631075114297
Black or African American	Not Hispanic or Latino	25-29 years	M	2011	250	1368360	18.2700458943553
Black or African American	Not Hispanic or Latino	25-29 years	M	2012	245	1400570	17.4928778997123
Black or African American	Not Hispanic or Latino	30-34 years	F	2006	330	1320401	24.9924076095065
Black or African American	Not Hispanic or Latino	30-34 years	F	2007	304	1313374	23.1464914030581
Black or African American	Not Hispanic or Latino	30-34 years	F	2008	315	1320241	23.8592802374718
Black or African American	Not Hispanic or Latino	30-34 years	F	2009	317	1353009	23.429260263605
Black or African American	Not Hispanic or Latino	30-34 years	F	2010	302	1384808	21.8080773652376
Black or African American	Not Hispanic or Latino	30-34 years	F	2011	337	1424682	23.6544014734516
Black or African American	Not Hispanic or Latino	30-34 years	F	2012	263	1450157	18.1359673469838
Black or African American	Not Hispanic or Latino	30-34 years	M	2006	510	1171760	43.524271181812
Black or African American	Not Hispanic or Latino	30-34 years	M	2007	467	1165879	40.0556146907183
Black or African American	Not Hispanic or Latino	30-34 years	M	2008	507	1175694	43.1234657997744
Black or African American	Not Hispanic or Latino	30-34 years	M	2009	478	1210245	39.4961350800871
Black or African American	Not Hispanic or Latino	30-34 years	M	2010	450	1245147	36.1403111439854
Black or African American	Not Hispanic or Latino	30-34 years	M	2011	454	1286022	35.3026620073374
Black or African American	Not Hispanic or Latino	30-34 years	M	2012	462	1315999	35.1064096553265
Black or African American	Not Hispanic or Latino	35-39 years	F	2006	571	1405559	40.6244063749725
Black or African American	Not Hispanic or Latino	35-39 years	F	2007	541	1413720	38.2678323854794
Black or African American	Not Hispanic or Latino	35-39 years	F	2008	513	1412276	36.3243445332215
Black or African American	Not Hispanic or Latino	35-39 years	F	2009	483	1403007	34.4260577459699
Black or African American	Not Hispanic or Latino	35-39 years	F	2010	526	1384151	38.0016342147641
Black or African American	Not Hispanic or Latino	35-39 years	F	2011	541	1344610	40.2347148987439
Black or African American	Not Hispanic or Latino	35-39 years	F	2012	527	1338520	39.3718435286735
Black or African American	Not Hispanic or Latino	35-39 years	M	2006	922	1244414	74.0910983000834
Black or African American	Not Hispanic or Latino	35-39 years	M	2007	908	1253650	72.428508754437
Black or African American	Not Hispanic or Latino	35-39 years	M	2008	847	1253548	67.568214380303
Black or African American	Not Hispanic or Latino	35-39 years	M	2009	883	1244299	70.96365101957
Black or African American	Not Hispanic or Latino	35-39 years	M	2010	827	1226242	67.441826327919
Black or African American	Not Hispanic or Latino	35-39 years	M	2011	775	1193704	64.9239677507992
Black or African American	Not Hispanic or Latino	35-39 years	M	2012	825	1189759	69.3417742584843
Black or African American	Not Hispanic or Latino	40-44 years	F	2006	1124	1494626	75.2027597539451
Black or African American	Not Hispanic or Latino	40-44 years	F	2007	975	1471651	66.2521209172555
Black or African American	Not Hispanic or Latino	40-44 years	F	2008	1057	1446445	73.0757132141215
Black or African American	Not Hispanic or Latino	40-44 years	F	2009	964	1414333	68.1593372989247
Black or African American	Not Hispanic or Latino	40-44 years	F	2010	937	1404513	66.7135156456366
Black or African American	Not Hispanic or Latino	40-44 years	F	2011	846	1410151	59.9935751561358
Black or African American	Not Hispanic or Latino	40-44 years	F	2012	826	1415866	58.3388541005999
Black or African American	Not Hispanic or Latino	40-44 years	M	2006	1534	1324308	115.834080893569
Black or African American	Not Hispanic or Latino	40-44 years	M	2007	1605	1305269	122.963159318118
Black or African American	Not Hispanic or Latino	40-44 years	M	2008	1486	1286275	115.527394997182
Black or African American	Not Hispanic or Latino	40-44 years	M	2009	1490	1262389	118.03017928705
Black or African American	Not Hispanic or Latino	40-44 years	M	2010	1357	1257524	107.910465327103
Black or African American	Not Hispanic or Latino	40-44 years	M	2011	1461	1256689	116.257880828113
Black or African American	Not Hispanic or Latino	40-44 years	M	2012	1421	1261822	112.614933009569
Black or African American	Not Hispanic or Latino	45-49 years	F	2006	1861	1461455	127.338850665946
Black or African American	Not Hispanic or Latino	45-49 years	F	2007	1797	1473530	121.952047124931
Black or African American	Not Hispanic or Latino	45-49 years	F	2008	1835	1485776	123.504485198307
Black or African American	Not Hispanic or Latino	45-49 years	F	2009	1748	1496992	116.767491075437
Black or African American	Not Hispanic or Latino	45-49 years	F	2010	1639	1493767	109.722600646553
Black or African American	Not Hispanic or Latino	45-49 years	F	2011	1524	1475059	103.317901182258
Black or African American	Not Hispanic or Latino	45-49 years	F	2012	1543	1453232	106.177127946536
Black or African American	Not Hispanic or Latino	45-49 years	M	2006	2840	1293433	219.570708339744
Black or African American	Not Hispanic or Latino	45-49 years	M	2007	2695	1307530	206.113817656191
Black or African American	Not Hispanic or Latino	45-49 years	M	2008	2540	1318543	192.636872669302
Black or African American	Not Hispanic or Latino	45-49 years	M	2009	2587	1330207	194.481009346666
Black or African American	Not Hispanic or Latino	45-49 years	M	2010	2567	1329666	193.056000529456
Black or African American	Not Hispanic or Latino	45-49 years	M	2011	2455	1313392	186.920584258165
Black or African American	Not Hispanic or Latino	45-49 years	M	2012	2423	1293068	187.383803481333
Black or African American	Not Hispanic or Latino	50-54 years	F	2006	2506	1264163	198.233930276396
Black or African American	Not Hispanic or Latino	50-54 years	F	2007	2561	1315461	194.68460106381
Black or African American	Not Hispanic or Latino	50-54 years	F	2008	2680	1361382	196.858780268874
Black or African American	Not Hispanic or Latino	50-54 years	F	2009	2497	1399562	178.412960626253
Black or African American	Not Hispanic or Latino	50-54 years	F	2010	2508	1431800	175.164129068306
Black or African American	Not Hispanic or Latino	50-54 years	F	2011	2355	1454259	161.93814169278
Black or African American	Not Hispanic or Latino	50-54 years	F	2012	2377	1460480	162.754710780018
Black or African American	Not Hispanic or Latino	50-54 years	M	2006	4239	1093251	387.742613544374
Black or African American	Not Hispanic or Latino	50-54 years	M	2007	4155	1144327	363.095513782337
Black or African American	Not Hispanic or Latino	50-54 years	M	2008	4010	1191230	336.626847879922
Black or African American	Not Hispanic or Latino	50-54 years	M	2009	4007	1229480	325.910140872564
Black or African American	Not Hispanic or Latino	50-54 years	M	2010	3960	1260649	314.123915538742
Black or African American	Not Hispanic or Latino	50-54 years	M	2011	3958	1280547	309.08666374604
Black or African American	Not Hispanic or Latino	50-54 years	M	2012	3863	1286971	300.162163716199
Black or African American	Not Hispanic or Latino	55-59 years	F	2006	2972	1046312	284.045294329034
Black or African American	Not Hispanic or Latino	55-59 years	F	2007	2958	1085461	272.510942355368
Black or African American	Not Hispanic or Latino	55-59 years	F	2008	3042	1123799	270.688975519644
Black or African American	Not Hispanic or Latino	55-59 years	F	2009	2991	1164471	256.854829360285
Black or African American	Not Hispanic or Latino	55-59 years	F	2010	3042	1194067	254.75957379276
Black or African American	Not Hispanic or Latino	55-59 years	F	2011	3062	1242711	246.396788955759
Black or African American	Not Hispanic or Latino	55-59 years	F	2012	3060	1292069	236.829457250348
Black or African American	Not Hispanic or Latino	55-59 years	M	2006	4942	881087	560.898072494544
Black or African American	Not Hispanic or Latino	55-59 years	M	2007	5024	912345	550.668880741386
Black or African American	Not Hispanic or Latino	55-59 years	M	2008	4949	945305	523.534732176388
Black or African American	Not Hispanic or Latino	55-59 years	M	2009	5002	981716	509.515990367886
Black or African American	Not Hispanic or Latino	55-59 years	M	2010	5002	1009656	495.416260587765
Black or African American	Not Hispanic or Latino	55-59 years	M	2011	4936	1054879	467.920965342944
Black or African American	Not Hispanic or Latino	55-59 years	M	2012	5239	1100716	475.962918682021
Black or African American	Not Hispanic or Latino	60-64 years	F	2006	3105	720394	431.014139484782
Black or African American	Not Hispanic or Latino	60-64 years	F	2007	3169	768767	412.218526549657
Black or African American	Not Hispanic or Latino	60-64 years	F	2008	3311	815179	406.168461160064
Black or African American	Not Hispanic or Latino	60-64 years	F	2009	3444	873483	394.283575066716
Black or African American	Not Hispanic or Latino	60-64 years	F	2010	3418	927423	368.548116663054
Black or African American	Not Hispanic or Latino	60-64 years	F	2011	3476	1006503	345.35416188526
Black or African American	Not Hispanic or Latino	60-64 years	F	2012	3733	1040236	358.86087387862
Black or African American	Not Hispanic or Latino	60-64 years	M	2006	4786	576788	829.767609589659
Black or African American	Not Hispanic or Latino	60-64 years	M	2007	4893	620088	789.081549715524
Black or African American	Not Hispanic or Latino	60-64 years	M	2008	4851	661596	733.226923983821
Black or African American	Not Hispanic or Latino	60-64 years	M	2009	5209	710808	732.827992931987
Black or African American	Not Hispanic or Latino	60-64 years	M	2010	5281	757918	696.777223921321
Black or African American	Not Hispanic or Latino	60-64 years	M	2011	5626	820245	685.892629641144
Black or African American	Not Hispanic or Latino	60-64 years	M	2012	5864	844889	694.055668851175
Black or African American	Not Hispanic or Latino	65-69 years	F	2006	3662	574475	637.451586230907
Black or African American	Not Hispanic or Latino	65-69 years	F	2007	3708	592733	625.576777402304
Black or African American	Not Hispanic or Latino	65-69 years	F	2008	3539	617326	573.278948238046
Black or African American	Not Hispanic or Latino	65-69 years	F	2009	3620	641482	564.318250551068
Black or African American	Not Hispanic or Latino	65-69 years	F	2010	3614	657563	549.60513289221
Black or African American	Not Hispanic or Latino	65-69 years	F	2011	3568	680703	524.163989287545
Black or African American	Not Hispanic or Latino	65-69 years	F	2012	3729	729212	511.373921438484
Black or African American	Not Hispanic or Latino	65-69 years	M	2006	4891	436847	1119.613960952
Black or African American	Not Hispanic or Latino	65-69 years	M	2007	4863	450394	1079.72131067465
Black or African American	Not Hispanic or Latino	65-69 years	M	2008	5038	470048	1071.80543263667
Black or African American	Not Hispanic or Latino	65-69 years	M	2009	5084	489532	1038.54293488475
Black or African American	Not Hispanic or Latino	65-69 years	M	2010	4958	503596	984.519336928808
Black or African American	Not Hispanic or Latino	65-69 years	M	2011	4981	524064	950.4564328021
Black or African American	Not Hispanic or Latino	65-69 years	M	2012	5239	564112	928.716283291261
Black or African American	Not Hispanic or Latino	70-74 years	F	2006	4652	466664	996.862839216224
Black or African American	Not Hispanic or Latino	70-74 years	F	2007	4551	472797	962.56955945152
Black or African American	Not Hispanic or Latino	70-74 years	F	2008	4384	480483	912.415215522714
Black or African American	Not Hispanic or Latino	70-74 years	F	2009	4289	487912	879.051960189542
Black or African American	Not Hispanic or Latino	70-74 years	F	2010	4205	496664	846.648841067603
Black or African American	Not Hispanic or Latino	70-74 years	F	2011	4238	515854	821.550283607377
Black or African American	Not Hispanic or Latino	70-74 years	F	2012	4230	531565	795.763453199515
Black or African American	Not Hispanic or Latino	70-74 years	M	2006	5290	325778	1623.80516793645
Black or African American	Not Hispanic or Latino	70-74 years	M	2007	5083	332403	1529.1679076302
Black or African American	Not Hispanic or Latino	70-74 years	M	2008	4972	339526	1464.39447936241
Black or African American	Not Hispanic or Latino	70-74 years	M	2009	4831	346696	1393.43978586427
Black or African American	Not Hispanic or Latino	70-74 years	M	2010	4856	353284	1374.53153836573
Black or African American	Not Hispanic or Latino	70-74 years	M	2011	4924	368663	1335.63715371491
Black or African American	Not Hispanic or Latino	70-74 years	M	2012	4962	380768	1303.15572737205
Black or African American	Not Hispanic or Latino	75-79 years	F	2006	5940	367499	1616.33092879164
Black or African American	Not Hispanic or Latino	75-79 years	F	2007	5686	368272	1543.96750228092
Black or African American	Not Hispanic or Latino	75-79 years	F	2008	5678	371717	1527.50614042403
Black or African American	Not Hispanic or Latino	75-79 years	F	2009	5370	374583	1433.59415670225
Black or African American	Not Hispanic or Latino	75-79 years	F	2010	5188	378077	1372.20724878795
Black or African American	Not Hispanic or Latino	75-79 years	F	2011	5117	393168	1301.4792658609
Black or African American	Not Hispanic or Latino	75-79 years	F	2012	5039	399504	1261.31402939645
Black or African American	Not Hispanic or Latino	75-79 years	M	2006	5273	223131	2363.18575186774
Black or African American	Not Hispanic or Latino	75-79 years	M	2007	5125	225410	2273.63471008385
Black or African American	Not Hispanic or Latino	75-79 years	M	2008	5096	229456	2220.90509727355
Black or African American	Not Hispanic or Latino	75-79 years	M	2009	4777	232999	2050.2233915167
Black or African American	Not Hispanic or Latino	75-79 years	M	2010	4889	237296	2060.29600161823
Black or African American	Not Hispanic or Latino	75-79 years	M	2011	4798	250497	1915.39220030579
Black or African American	Not Hispanic or Latino	75-79 years	M	2012	5046	256353	1968.37953915109
Black or African American	Not Hispanic or Latino	80-84 years	F	2006	7439	264538	2812.07236767497
Black or African American	Not Hispanic or Latino	80-84 years	F	2007	6980	268871	2596.04048037907
Black or African American	Not Hispanic or Latino	80-84 years	F	2008	6890	272279	2530.49261970258
Black or African American	Not Hispanic or Latino	80-84 years	F	2009	6530	274423	2379.53815824475
Black or African American	Not Hispanic or Latino	80-84 years	F	2010	6444	277702	2320.47302504123
Black or African American	Not Hispanic or Latino	80-84 years	F	2011	6277	281890	2226.75511724431
Black or African American	Not Hispanic or Latino	80-84 years	F	2012	6047	284580	2124.88579661255
Black or African American	Not Hispanic or Latino	80-84 years	M	2006	5083	137456	3697.91060412059
Black or African American	Not Hispanic or Latino	80-84 years	M	2007	4868	139898	3479.67805115155
Black or African American	Not Hispanic or Latino	80-84 years	M	2008	4800	141976	3380.85310193272
Black or African American	Not Hispanic or Latino	80-84 years	M	2009	4479	143759	3115.63102136214
Black or African American	Not Hispanic or Latino	80-84 years	M	2010	4500	146421	3073.32964533776
Black or African American	Not Hispanic or Latino	80-84 years	M	2011	4390	150537	2916.22657552628
Black or African American	Not Hispanic or Latino	80-84 years	M	2012	4380	153654	2850.560349877
White	Not Hispanic or Latino	20-24 years	F	2006	181	6266133	2.88854385950633
White	Not Hispanic or Latino	20-24 years	F	2007	203	6245242	3.25047452124353
White	Not Hispanic or Latino	20-24 years	F	2008	149	6233137	2.39044962432239
