Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2020	11	1610597	0.682976560865319
Black or African American	Not Hispanic or Latino	20-24 years	F	2021	13	1607120	0.808900393250037
Black or African American	Not Hispanic or Latino	20-24 years	F	2022	13	1686424	0.770861894754818
Black or African American	Not Hispanic or Latino	20-24 years	M	2020	11	1652385	0.665704421185135
Black or African American	Not Hispanic or Latino	20-24 years	M	2021	18	1642560	1.0958503798948
Black or African American	Not Hispanic or Latino	20-24 years	M	2022	20	1718441	1.16384560191476
Black or African American	Not Hispanic or Latino	25-29 years	F	2020	27	1789798	1.50855012688583
Black or African American	Not Hispanic or Latino	25-29 years	F	2021	18	1717789	1.04785861360155
Black or African American	Not Hispanic or Latino	25-29 years	F	2022	28	1673395	1.67324510949298
Black or African American	Not Hispanic or Latino	25-29 years	M	2020	17	1830579	0.928667924192291
Black or African American	Not Hispanic or Latino	25-29 years	M	2021	21	1736416	1.2093876121851
Black or African American	Not Hispanic or Latino	25-29 years	M	2022	28	1704656	1.64256014116631
Black or African American	Not Hispanic or Latino	30-34 years	F	2020	55	1669692	3.29402069363691
Black or African American	Not Hispanic or Latino	30-34 years	F	2021	52	1727635	3.00989502991083
Black or African American	Not Hispanic or Latino	30-34 years	F	2022	58	1766776	3.28281570499033
Black or African American	Not Hispanic or Latino	30-34 years	M	2020	82	1617245	5.07035112181519
Black or African American	Not Hispanic or Latino	30-34 years	M	2021	65	1678798	3.87181781250633
Black or African American	Not Hispanic or Latino	30-34 years	M	2022	56	1739488	3.2193381040858
Black or African American	Not Hispanic or Latino	35-39 years	F	2020	98	1502992	6.52032745350607
Black or African American	Not Hispanic or Latino	35-39 years	F	2021	102	1528319	6.67399934176046
Black or African American	Not Hispanic or Latino	35-39 years	F	2022	98	1533513	6.39055554142678
Black or African American	Not Hispanic or Latino	35-39 years	M	2020	108	1383849	7.80431969094894
Black or African American	Not Hispanic or Latino	35-39 years	M	2021	123	1434313	8.57553407101518
Black or African American	Not Hispanic or Latino	35-39 years	M	2022	119	1453787	8.18551823616527
Black or African American	Not Hispanic or Latino	40-44 years	F	2020	174	1414368	12.302314532003
Black or African American	Not Hispanic or Latino	40-44 years	F	2021	177	1459174	12.1301503453324
Black or African American	Not Hispanic or Latino	40-44 years	F	2022	183	1472391	12.4287638269998
Black or African American	Not Hispanic or Latino	40-44 years	M	2020	205	1265505	16.199066775714
Black or African American	Not Hispanic or Latino	40-44 years	M	2021	230	1329536	17.2992683161644
Black or African American	Not Hispanic or Latino	40-44 years	M	2022	204	1354606	15.0597295449747
Black or African American	Not Hispanic or Latino	45-49 years	F	2020	258	1375619	18.7551931166987
Black or African American	Not Hispanic or Latino	45-49 years	F	2021	267	1349300	19.7880382420514
Black or African American	Not Hispanic or Latino	45-49 years	F	2022	274	1334539	20.5314344503982
Black or African American	Not Hispanic or Latino	45-49 years	M	2020	307	1207681	25.4206201803291
Black or African American	Not Hispanic or Latino	45-49 years	M	2021	329	1208836	27.2162642409723
Black or African American	Not Hispanic or Latino	45-49 years	M	2022	308	1200224	25.6618764497294
Black or African American	Not Hispanic or Latino	50-54 years	F	2020	399	1370203	29.1197727635978
Black or African American	Not Hispanic or Latino	50-54 years	F	2021	380	1385068	27.4354760921485
Black or African American	Not Hispanic or Latino	50-54 years	F	2022	379	1380503	27.4537614188452
Black or African American	Not Hispanic or Latino	50-54 years	M	2020	527	1200964	43.881415263072
Black or African American	Not Hispanic or Latino	50-54 years	M	2021	489	1241322	39.3934853325729
Black or African American	Not Hispanic or Latino	50-54 years	M	2022	489	1242380	39.3599381831646
Black or African American	Not Hispanic or Latino	55-59 years	F	2020	583	1421662	41.0083409417991
Black or African American	Not Hispanic or Latino	55-59 years	F	2021	590	1417403	41.6254233975799
Black or African American	Not Hispanic or Latino	55-59 years	F	2022	599	1384021	43.2796901203089
Black or African American	Not Hispanic or Latino	55-59 years	M	2020	826	1221168	67.640160895143
Black or African American	Not Hispanic or Latino	55-59 years	M	2021	863	1245183	69.3070817703101
Black or African American	Not Hispanic or Latino	55-59 years	M	2022	836	1217698	68.6541326338715
Black or African American	Not Hispanic or Latino	60-64 years	F	2020	877	1329313	65.9739278860584
Black or African American	Not Hispanic or Latino	60-64 years	F	2021	911	1343674	67.7991834328863
Black or African American	Not Hispanic or Latino	60-64 years	F	2022	855	1339506	63.8295013236223
Black or African American	Not Hispanic or Latino	60-64 years	M	2020	1244	1102596	112.824642933586
Black or African American	Not Hispanic or Latino	60-64 years	M	2021	1236	1145296	107.919699361562
Black or African American	Not Hispanic or Latino	60-64 years	M	2022	1189	1142395	104.079587183067
Black or African American	Not Hispanic or Latino	65-69 years	F	2020	1067	1077483	99.0270844180372
Black or African American	Not Hispanic or Latino	65-69 years	F	2021	1165	1106116	105.323492291948
Black or African American	Not Hispanic or Latino	65-69 years	F	2022	1119	1131633	98.8836486740843
Black or African American	Not Hispanic or Latino	65-69 years	M	2020	1395	827816	168.515708804855
Black or African American	Not Hispanic or Latino	65-69 years	M	2021	1517	874172	173.535642871197
Black or African American	Not Hispanic or Latino	65-69 years	M	2022	1446	897110	161.184247193767
Black or African American	Not Hispanic or Latino	70-74 years	F	2020	1280	806836	158.644383740934
Black or African American	Not Hispanic or Latino	70-74 years	F	2021	1473	849704	173.354485797407
Black or African American	Not Hispanic or Latino	70-74 years	F	2022	1524	869073	175.359262110318
Black or African American	Not Hispanic or Latino	70-74 years	M	2020	1461	586258	249.207686718134
Black or African American	Not Hispanic or Latino	70-74 years	M	2021	1522	624975	243.529741189648
Black or African American	Not Hispanic or Latino	70-74 years	M	2022	1528	629514	242.72692902779
Black or African American	Not Hispanic or Latino	75-79 years	F	2020	1422	526453	270.10958243186
Black or African American	Not Hispanic or Latino	75-79 years	F	2021	1481	520718	284.41498085336
