Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2000	14	1361689	1.02813491186313
Black or African American	Not Hispanic or Latino	20-24 years	F	2001	26	1420272	1.83063525859835
Black or African American	Not Hispanic or Latino	20-24 years	F	2002	13	1452733	0.894865057791074
Black or African American	Not Hispanic or Latino	20-24 years	F	2003	25	1474407	1.69559694168571
Black or African American	Not Hispanic or Latino	20-24 years	F	2004	13	1483898	0.87607099679358
Black or African American	Not Hispanic or Latino	20-24 years	F	2005	16	1483098	1.07882284245545
Black or African American	Not Hispanic or Latino	20-24 years	M	2000	15	1288774	1.16389685080549
Black or African American	Not Hispanic or Latino	20-24 years	M	2001	12	1354373	0.886018844144117
Black or African American	Not Hispanic or Latino	20-24 years	M	2002	12	1397013	0.858975542818857
Black or African American	Not Hispanic or Latino	20-24 years	M	2003	12	1426855	0.841010474084613
Black or African American	Not Hispanic or Latino	20-24 years	M	2004	17	1455519	1.16796826424114
Black or African American	Not Hispanic or Latino	20-24 years	M	2005	16	1467280	1.09045308325609
Black or African American	Not Hispanic or Latino	25-29 years	F	2000	23	1345107	1.70990114541074
Black or African American	Not Hispanic or Latino	25-29 years	F	2001	24	1304639	1.83958934233914
Black or African American	Not Hispanic or Latino	25-29 years	F	2002	30	1293736	2.31886567274931
Black or African American	Not Hispanic or Latino	25-29 years	F	2003	21	1295263	1.62129235529773
Black or African American	Not Hispanic or Latino	25-29 years	F	2004	37	1324683	2.79312107122987
Black or African American	Not Hispanic or Latino	25-29 years	F	2005	28	1363164	2.05404485447092
Black or African American	Not Hispanic or Latino	25-29 years	M	2000	18	1217250	1.47874306839187
Black or African American	Not Hispanic or Latino	25-29 years	M	2001	33	1176367	2.80524700199853
Black or African American	Not Hispanic or Latino	25-29 years	M	2002	20	1161423	1.72202548081104
Black or African American	Not Hispanic or Latino	25-29 years	M	2003	32	1156545	2.76686164394814
Black or African American	Not Hispanic or Latino	25-29 years	M	2004	23	1184157	1.94231001463488
Black or African American	Not Hispanic or Latino	25-29 years	M	2005	36	1219297	2.95252100185599
