Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2006	16	1487479	1.07564543768349
Black or African American	Not Hispanic or Latino	20-24 years	F	2007	10	1498025	0.667545601708917
Black or African American	Not Hispanic or Latino	20-24 years	F	2008	14	1519892	0.921118079442487
Black or African American	Not Hispanic or Latino	20-24 years	F	2009	13	1554094	0.836500237437375
Black or African American	Not Hispanic or Latino	20-24 years	F	2010	17	1587829	1.07064425703272
Black or African American	Not Hispanic or Latino	20-24 years	F	2011	10	1671217	0.598366340217937
Black or African American	Not Hispanic or Latino	20-24 years	F	2012	12	1731526	0.693030309680594
Black or African American	Not Hispanic or Latino	20-24 years	M	2006	15	1480574	1.01312058701558
Black or African American	Not Hispanic or Latino	20-24 years	M	2007	19	1486497	1.27817277801435
Black or African American	Not Hispanic or Latino	20-24 years	M	2008	17	1497956	1.13487979620229
Black or African American	Not Hispanic or Latino	20-24 years	M	2009	12	1522604	0.788123504207266
Black or African American	Not Hispanic or Latino	20-24 years	M	2010	2	1550237	0.12901253163226
Black or African American	Not Hispanic or Latino	20-24 years	M	2011	12	1654175	0.725437151450119
Black or African American	Not Hispanic or Latino	20-24 years	M	2012	17	1737366	0.978492729799018
Black or African American	Not Hispanic or Latino	25-29 years	F	2006	23	1406128	1.63569746139754
Black or African American	Not Hispanic or Latino	25-29 years	F	2007	24	1434645	1.67288771786749
Black or African American	Not Hispanic or Latino	25-29 years	F	2008	31	1454865	2.13078189385269
Black or African American	Not Hispanic or Latino	25-29 years	F	2009	22	1459525	1.50733971668865
Black or African American	Not Hispanic or Latino	25-29 years	F	2010	22	1454543	1.51250255234806
Black or African American	Not Hispanic or Latino	25-29 years	F	2011	17	1465672	1.15987751693421
Black or African American	Not Hispanic or Latino	25-29 years	F	2012	21	1482708	1.41632742252689
Black or African American	Not Hispanic or Latino	25-29 years	M	2006	28	1261035	2.22039832359927
Black or African American	Not Hispanic or Latino	25-29 years	M	2007	19	1295064	1.4671089614104
Black or African American	Not Hispanic or Latino	25-29 years	M	2008	15	1326472	1.13081919558046
Black or African American	Not Hispanic or Latino	25-29 years	M	2009	29	1341280	2.16211380174162
Black or African American	Not Hispanic or Latino	25-29 years	M	2010	25	1342341	1.86241796980052
Black or African American	Not Hispanic or Latino	25-29 years	M	2011	23	1368360	1.68084422228069
Black or African American	Not Hispanic or Latino	25-29 years	M	2012	22	1400570	1.57078903589253
Black or African American	Not Hispanic or Latino	30-34 years	F	2006	51	1320401	3.86246299419646
Black or African American	Not Hispanic or Latino	30-34 years	F	2007	53	1313374	4.03540804066473
Black or African American	Not Hispanic or Latino	30-34 years	F	2008	45	1320241	3.40846860535311
Black or African American	Not Hispanic or Latino	30-34 years	F	2009	42	1353009	3.10419221158174
Black or African American	Not Hispanic or Latino	30-34 years	F	2010	40	1384808	2.8884870682434
Black or African American	Not Hispanic or Latino	30-34 years	F	2011	51	1424682	3.57974621705054
Black or African American	Not Hispanic or Latino	30-34 years	F	2012	30	1450157	2.06874152246964
Black or African American	Not Hispanic or Latino	30-34 years	M	2006	47	1171760	4.01106028538267
Black or African American	Not Hispanic or Latino	30-34 years	M	2007	52	1165879	4.4601540983241
Black or African American	Not Hispanic or Latino	30-34 years	M	2008	51	1175694	4.33786342364595
Black or African American	Not Hispanic or Latino	30-34 years	M	2009	50	1210245	4.1313948828543
Black or African American	Not Hispanic or Latino	30-34 years	M	2010	50	1245147	4.01559012710949
Black or African American	Not Hispanic or Latino	30-34 years	M	2011	44	1286022	3.42140336634988
Black or African American	Not Hispanic or Latino	30-34 years	M	2012	48	1315999	3.64741918496899
Black or African American	Not Hispanic or Latino	35-39 years	F	2006	104	1405559	7.39919135376032
Black or African American	Not Hispanic or Latino	35-39 years	F	2007	90	1413720	6.36618283677107
Black or African American	Not Hispanic or Latino	35-39 years	F	2008	100	1412276	7.080768914858
Black or African American	Not Hispanic or Latino	35-39 years	F	2009	73	1403007	5.20311017692713
Black or African American	Not Hispanic or Latino	35-39 years	F	2010	95	1384151	6.86341302357907
Black or African American	Not Hispanic or Latino	35-39 years	F	2011	96	1344610	7.13961669182886
Black or African American	Not Hispanic or Latino	35-39 years	F	2012	68	1338520	5.08023787466754
Black or African American	Not Hispanic or Latino	35-39 years	M	2006	129	1244414	10.3663250333089
