Race	Hispanic Origin	Five-Year Age Groups	Gender	Year	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	2013	5	1770138	0.282463853100719
Black or African American	Not Hispanic or Latino	20-24 years	F	2014	16	1785941	0.895886258280649
Black or African American	Not Hispanic or Latino	20-24 years	F	2015	15	1762150	0.851232868938513
Black or African American	Not Hispanic or Latino	20-24 years	F	2016	10	1714649	0.583209741468954
Black or African American	Not Hispanic or Latino	20-24 years	F	2017	15	1677678	0.89409290698215
Black or African American	Not Hispanic or Latino	20-24 years	F	2018	13	1643358	0.791063176739335
Black or African American	Not Hispanic or Latino	20-24 years	F	2019	4	1615209	0.247645970273816
Black or African American	Not Hispanic or Latino	20-24 years	M	2013	11	1794159	0.61310062263155
Black or African American	Not Hispanic or Latino	20-24 years	M	2014	20	1826372	1.09506716046895
Black or African American	Not Hispanic or Latino	20-24 years	M	2015	14	1815640	0.771077966997863
Black or African American	Not Hispanic or Latino	20-24 years	M	2016	10	1773358	0.56390193068743
Black or African American	Not Hispanic or Latino	20-24 years	M	2017	9	1733291	0.519243450753509
Black or African American	Not Hispanic or Latino	20-24 years	M	2018	11	1691428	0.650338057546641
Black or African American	Not Hispanic or Latino	20-24 years	M	2019	10	1660340	0.602286278713998
Black or African American	Not Hispanic or Latino	25-29 years	F	2013	16	1510526	1.05923367091993
Black or African American	Not Hispanic or Latino	25-29 years	F	2014	30	1571068	1.90952905921322
Black or African American	Not Hispanic or Latino	25-29 years	F	2015	24	1639497	1.46386361182729
Black or African American	Not Hispanic or Latino	25-29 years	F	2016	21	1707945	1.22954778988785
Black or African American	Not Hispanic or Latino	25-29 years	F	2017	32	1773228	1.80461846981888
Black or African American	Not Hispanic or Latino	25-29 years	F	2018	25	1811064	1.38040400560113
Black or African American	Not Hispanic or Latino	25-29 years	F	2019	24	1817908	1.32019882194258
Black or African American	Not Hispanic or Latino	25-29 years	M	2013	25	1442576	1.73301094708355
Black or African American	Not Hispanic or Latino	25-29 years	M	2014	30	1517010	1.9775743073546
Black or African American	Not Hispanic or Latino	25-29 years	M	2015	30	1599040	1.87612567540524
Black or African American	Not Hispanic or Latino	25-29 years	M	2016	29	1683093	1.72301827647076
Black or African American	Not Hispanic or Latino	25-29 years	M	2017	23	1765639	1.30264453832295
Black or African American	Not Hispanic or Latino	25-29 years	M	2018	28	1824430	1.53472591439518
Black or African American	Not Hispanic or Latino	25-29 years	M	2019	36	1845874	1.95029563231293
Black or African American	Not Hispanic or Latino	30-34 years	F	2013	53	1470609	3.60394911223854
Black or African American	Not Hispanic or Latino	30-34 years	F	2014	32	1484560	2.15552082772
Black or African American	Not Hispanic or Latino	30-34 years	F	2015	51	1487728	3.42804598690083
Black or African American	Not Hispanic or Latino	30-34 years	F	2016	34	1498513	2.26891591864735
Black or African American	Not Hispanic or Latino	30-34 years	F	2017	43	1519870	2.82918933856185
Black or African American	Not Hispanic or Latino	30-34 years	F	2018	44	1549097	2.84036441875493
Black or African American	Not Hispanic or Latino	30-34 years	F	2019	58	1602877	3.61849349638182
Black or African American	Not Hispanic or Latino	30-34 years	M	2013	48	1341923	3.5769563529353
Black or African American	Not Hispanic or Latino	30-34 years	M	2014	59	1362152	4.33138151983039
Black or African American	Not Hispanic or Latino	30-34 years	M	2015	46	1374657	3.34628929252897
Black or African American	Not Hispanic or Latino	30-34 years	M	2016	55	1397545	3.935472560812
Black or African American	Not Hispanic or Latino	30-34 years	M	2017	44	1431359	3.07400170048185
Black or African American	Not Hispanic or Latino	30-34 years	M	2018	54	1473500	3.66474380726162
Black or African American	Not Hispanic or Latino	30-34 years	M	2019	55	1538578	3.57472939298495
Black or African American	Not Hispanic or Latino	35-39 years	F	2013	84	1344139	6.24935367547553
Black or African American	Not Hispanic or Latino	35-39 years	F	2014	67	1374316	4.87515243946807
Black or African American	Not Hispanic or Latino	35-39 years	F	2015	88	1413525	6.22557082471127
Black or African American	Not Hispanic or Latino	35-39 years	F	2016	88	1445255	6.08889088776721
Black or African American	Not Hispanic or Latino	35-39 years	F	2017	86	1475146	5.82993141017906
Black or African American	Not Hispanic or Latino	35-39 years	F	2018	71	1494278	4.75145856393523
Black or African American	Not Hispanic or Latino	35-39 years	F	2019	90	1501244	5.99502812334304
Black or African American	Not Hispanic or Latino	35-39 years	M	2013	99	1199943	8.25039189361495
Black or African American	Not Hispanic or Latino	35-39 years	M	2014	108	1231071	8.77284900708408
Black or African American	Not Hispanic or Latino	35-39 years	M	2015	107	1271310	8.41651524805122
Black or African American	Not Hispanic or Latino	35-39 years	M	2016	85	1303281	6.5220010112938
Black or African American	Not Hispanic or Latino	35-39 years	M	2017	99	1336143	7.40938657015005
Black or African American	Not Hispanic or Latino	35-39 years	M	2018	90	1361639	6.60968142069961
Black or African American	Not Hispanic or Latino	35-39 years	M	2019	76	1374076	5.53098955225184
Black or African American	Not Hispanic or Latino	40-44 years	F	2013	137	1412452	9.69944465369443
Black or African American	Not Hispanic or Latino	40-44 years	F	2014	140	1406532	9.95355953508345
Black or African American	Not Hispanic or Latino	40-44 years	F	2015	137	1386639	9.88000481740381
Black or African American	Not Hispanic or Latino	40-44 years	F	2016	133	1352538	9.83336512541607
Black or African American	Not Hispanic or Latino	40-44 years	F	2017	136	1351467	10.0631387965818
Black or African American	Not Hispanic or Latino	40-44 years	F	2018	133	1354893	9.8162733145717
Black or African American	Not Hispanic or Latino	40-44 years	F	2019	132	1378109	9.5783424968562
Black or African American	Not Hispanic or Latino	40-44 years	M	2013	165	1254873	13.1487409482872
Black or African American	Not Hispanic or Latino	40-44 years	M	2014	192	1246955	15.3975083302926
Black or African American	Not Hispanic or Latino	40-44 years	M	2015	192	1226949	15.6485721900421
Black or African American	Not Hispanic or Latino	40-44 years	M	2016	196	1199479	16.3404278024042
Black or African American	Not Hispanic or Latino	40-44 years	M	2017	154	1197949	12.8553051924581
Black or African American	Not Hispanic or Latino	40-44 years	M	2018	182	1203743	15.1195064062678
Black or African American	Not Hispanic or Latino	40-44 years	M	2019	159	1228028	12.9475875142912
Black or African American	Not Hispanic or Latino	45-49 years	F	2013	228	1428396	15.9619601287038
Black or African American	Not Hispanic or Latino	45-49 years	F	2014	232	1402364	16.5434937006369
Black or African American	Not Hispanic or Latino	45-49 years	F	2015	248	1396052	17.7643812694656
Black or African American	Not Hispanic or Latino	45-49 years	F	2016	249	1403832	17.7371651308704
Black or African American	Not Hispanic or Latino	45-49 years	F	2017	234	1413393	16.5559048332629
Black or African American	Not Hispanic or Latino	45-49 years	F	2018	220	1406949	15.6366719760276
Black or African American	Not Hispanic or Latino	45-49 years	F	2019	243	1397316	17.3904828972115
Black or African American	Not Hispanic or Latino	45-49 years	M	2013	310	1269490	24.4192549764078
Black or African American	Not Hispanic or Latino	45-49 years	M	2014	281	1247238	22.5297818058783
Black or African American	Not Hispanic or Latino	45-49 years	M	2015	299	1240517	24.1028538907568
Black or African American	Not Hispanic or Latino	45-49 years	M	2016	295	1242735	23.7379650528874
Black or African American	Not Hispanic or Latino	45-49 years	M	2017	293	1249902	23.4418378400867
Black or African American	Not Hispanic or Latino	45-49 years	M	2018	298	1240961	24.0136474877132
Black or African American	Not Hispanic or Latino	45-49 years	M	2019	319	1229131	25.953295458336
Black or African American	Not Hispanic or Latino	50-54 years	F	2013	409	1467990	27.8612252127058
Black or African American	Not Hispanic or Latino	50-54 years	F	2014	440	1473543	29.8600040853915
Black or African American	Not Hispanic or Latino	50-54 years	F	2015	391	1467603	26.6420823615106
Black or African American	Not Hispanic or Latino	50-54 years	F	2016	417	1451167	28.7354935717254
Black or African American	Not Hispanic or Latino	50-54 years	F	2017	367	1432173	25.6253958146118
Black or African American	Not Hispanic or Latino	50-54 years	F	2018	366	1404709	26.0552185541632
Black or African American	Not Hispanic or Latino	50-54 years	F	2019	372	1377231	27.010719334665
Black or African American	Not Hispanic or Latino	50-54 years	M	2013	508	1291678	39.3286871805512
Black or African American	Not Hispanic or Latino	50-54 years	M	2014	502	1296563	38.7177483855393
Black or African American	Not Hispanic or Latino	50-54 years	M	2015	496	1291152	38.4153066408912
Black or African American	Not Hispanic or Latino	50-54 years	M	2016	486	1277354	38.0474011119862
Black or African American	Not Hispanic or Latino	50-54 years	M	2017	508	1259223	40.3423380926174
Black or African American	Not Hispanic or Latino	50-54 years	M	2018	467	1234617	37.8254956800368
Black or African American	Not Hispanic or Latino	50-54 years	M	2019	463	1208849	38.3008961417017
Black or African American	Not Hispanic or Latino	55-59 years	F	2013	558	1330735	41.9317144284925
Black or African American	Not Hispanic or Latino	55-59 years	F	2014	536	1364351	39.286078142648
Black or African American	Not Hispanic or Latino	55-59 years	F	2015	546	1395987	39.1121120755422
Black or African American	Not Hispanic or Latino	55-59 years	F	2016	557	1412482	39.4341308420214
Black or African American	Not Hispanic or Latino	55-59 years	F	2017	609	1421202	42.8510514339271
Black or African American	Not Hispanic or Latino	55-59 years	F	2018	568	1426347	39.8220068468612
Black or African American	Not Hispanic or Latino	55-59 years	F	2019	556	1428980	38.9088720625901
Black or African American	Not Hispanic or Latino	55-59 years	M	2013	710	1139012	62.3347251828778
Black or African American	Not Hispanic or Latino	55-59 years	M	2014	780	1171735	66.5679526514101
Black or African American	Not Hispanic or Latino	55-59 years	M	2015	770	1200683	64.1301659139007
Black or African American	Not Hispanic or Latino	55-59 years	M	2016	714	1216592	58.6885332140931
Black or African American	Not Hispanic or Latino	55-59 years	M	2017	758	1224431	61.9063058677868
Black or African American	Not Hispanic or Latino	55-59 years	M	2018	745	1227043	60.7150686650753
Black or African American	Not Hispanic or Latino	55-59 years	M	2019	745	1228490	60.6435542820861
Black or African American	Not Hispanic or Latino	60-64 years	F	2013	629	1075039	58.5095052365542
Black or African American	Not Hispanic or Latino	60-64 years	F	2014	699	1114807	62.7014362127256
Black or African American	Not Hispanic or Latino	60-64 years	F	2015	722	1153658	62.5835386223647
Black or African American	Not Hispanic or Latino	60-64 years	F	2016	724	1190046	60.8379844140479
Black or African American	Not Hispanic or Latino	60-64 years	F	2017	746	1239642	60.1786644853918
Black or African American	Not Hispanic or Latino	60-64 years	F	2018	766	1272746	60.184828708949
Black or African American	Not Hispanic or Latino	60-64 years	F	2019	784	1301964	60.2167187418393
Black or African American	Not Hispanic or Latino	60-64 years	M	2013	908	872930	104.017504267238
