Race	Hispanic Origin	Five-Year Age Groups	Gender	Deaths	Population	Crude Rate
Black or African American	Not Hispanic or Latino	20-24 years	F	37	4904141	0.754464441377195
Black or African American	Not Hispanic or Latino	20-24 years	M	49	5013386	0.977383349297261
Black or African American	Not Hispanic or Latino	25-29 years	F	73	5180982	1.40899929781651
Black or African American	Not Hispanic or Latino	25-29 years	M	67	5271651	1.27094908217558
Black or African American	Not Hispanic or Latino	30-34 years	F	166	5164103	3.21449823909399
Black or African American	Not Hispanic or Latino	30-34 years	M	203	5035531	4.03135240354989
Black or African American	Not Hispanic or Latino	35-39 years	F	295	4564824	6.46246164145649
Black or African American	Not Hispanic or Latino	35-39 years	M	349	4271949	8.16957318544767
Black or African American	Not Hispanic or Latino	40-44 years	F	534	4345933	12.2873500350788
Black or African American	Not Hispanic or Latino	40-44 years	M	639	3949647	16.1786610297072
Black or African American	Not Hispanic or Latino	45-49 years	F	801	4059458	19.7316981725147
Black or African American	Not Hispanic or Latino	45-49 years	M	944	3616741	26.1008460379109
Black or African American	Not Hispanic or Latino	50-54 years	F	1158	4135774	27.9995957225903
Black or African American	Not Hispanic or Latino	50-54 years	M	1505	3684666	40.8449503971323
Black or African American	Not Hispanic or Latino	55-59 years	F	1772	4223086	41.9598369533559
Black or African American	Not Hispanic or Latino	55-59 years	M	2525	3684049	68.5387192189898
Black or African American	Not Hispanic or Latino	60-64 years	F	2643	4012493	65.8692737906334
Black or African American	Not Hispanic or Latino	60-64 years	M	3669	3390287	108.220926428942
Black or African American	Not Hispanic or Latino	65-69 years	F	3351	3315232	101.078898852328
Black or African American	Not Hispanic or Latino	65-69 years	M	4358	2599098	167.67355444081
Black or African American	Not Hispanic or Latino	70-74 years	F	4277	2525613	169.345026336181
Black or African American	Not Hispanic or Latino	70-74 years	M	4511	1840747	245.06355300321
Black or African American	Not Hispanic or Latino	75-79 years	F	4461	1608056	277.415711890631
Black or African American	Not Hispanic or Latino	75-79 years	M	3832	1075567	356.277200769455
Black or African American	Not Hispanic or Latino	80-84 years	F	5054	1052375	480.247060220929
Black or African American	Not Hispanic or Latino	80-84 years	M	3480	620058	561.237819687836
White	Not Hispanic or Latino	20-24 years	F	61	17462377	0.349322431877401
White	Not Hispanic or Latino	20-24 years	M	73	18355140	0.397708761687462
White	Not Hispanic or Latino	25-29 years	F	120	18086242	0.663487749417485
White	Not Hispanic or Latino	25-29 years	M	153	18960079	0.806958662988693
White	Not Hispanic or Latino	30-34 years	F	234	19060137	1.22769316925686
White	Not Hispanic or Latino	30-34 years	M	332	19574578	1.69607743267824
White	Not Hispanic or Latino	35-39 years	F	437	18685335	2.33873248726876
White	Not Hispanic or Latino	35-39 years	M	596	19143755	3.11328681337595
White	Not Hispanic or Latino	40-44 years	F	772	17807055	4.33536033892185
White	Not Hispanic or Latino	40-44 years	M	962	18232962	5.27615864059827
White	Not Hispanic or Latino	45-49 years	F	1338	17191949	7.78271271046698
White	Not Hispanic or Latino	45-49 years	M	1634	17518712	9.3271697143032
White	Not Hispanic or Latino	50-54 years	F	2320	19379130	11.971641657804
White	Not Hispanic or Latino	50-54 years	M	3167	19647157	16.1193805292033
White	Not Hispanic or Latino	55-59 years	F	3950	21591719	18.2940506033818
White	Not Hispanic or Latino	55-59 years	M	5577	21276469	26.2120561452185
White	Not Hispanic or Latino	60-64 years	F	6663	22715038	29.3329907702554
White	Not Hispanic or Latino	60-64 years	M	9109	21866414	41.6574935423796
White	Not Hispanic or Latino	65-69 years	F	9894	20865508	47.4179684482161
White	Not Hispanic or Latino	65-69 years	M	12554	19366589	64.8229794105715
White	Not Hispanic or Latino	70-74 years	F	15892	18028045	88.1515438862062
White	Not Hispanic or Latino	70-74 years	M	17143	16170216	106.015899849452
White	Not Hispanic or Latino	75-79 years	F	23039	12888425	178.757295790603
White	Not Hispanic or Latino	75-79 years	M	21840	10931589	199.787972270088
White	Not Hispanic or Latino	80-84 years	F	31102	8500853	365.869166306017
White	Not Hispanic or Latino	80-84 years	M	24817	6501879	381.689662326844
